Store_ID,City,Item1,Item2,Item3,Item4,Monthly_Sales,Currency
749874401-5,amman,0,0,0,1,41585.32,USD
146230166-5,zaqra,1,2,1,2,30593.93,JOD
606448026-2,Capital City,1,1,2,2,30568.30,JOD
672434469-7,amman,1,1,2,1,26536.73,USD
459047862-5,zaqra,0,0,1,1,24676.44,USD
290055459-4,A'zarqa,1,0,0,0,25312.07,JOD
975870062-6,Capital City,2,2,1,0,16082.28,JOD
079649793-1,Amman,2,2,1,1,12224.96,USD
660100356-5,Amman,2,0,2,1,14180.49,USD
775608685-6,A'zarqa,0,1,1,2,32054.69,JOD
591304212-3,Capital City,0,0,0,2,27596.39,USD
783473828-3,Zarqa,1,1,1,2,37951.74,USD
050453719-9,amman,2,2,0,0,38949.32,USD
421734281-0,zaqra,2,1,1,0,34834.23,JOD
305594021-0,Capital City,1,2,0,2,18762.03,USD
822239692-7,Capital City,2,1,1,1,50684.72,JOD
915172911-3,Zarqa,0,0,1,1,13891.35,JOD
804321064-0,amman,2,0,1,2,33349.23,JOD
407846179-4,amman,0,0,1,2,51025.03,USD
514979643-3,Zarqa,2,0,1,1,13264.04,JOD
346423763-X,Zarqa,2,0,2,0,34633.84,USD
724704348-2,amman,2,0,0,0,32234.52,JOD
384896444-9,A'zarqa,0,2,2,0,19038.72,USD
845055174-9,zaqra,0,0,2,0,52347.84,JOD
125048420-0,amman,1,1,2,0,43673.83,JOD
371321198-1,Capital City,1,2,1,1,12214.43,USD
010918907-8,amman,0,1,0,0,27719.40,JOD
567839809-1,amman,1,1,1,0,47790.88,USD
498307870-3,zaqra,0,1,1,2,28935.91,USD
650940733-7,zaqra,0,0,0,0,42635.02,USD
102166805-2,Capital City,2,0,0,2,22949.47,JOD
975540316-7,zaqra,0,1,2,0,51498.16,USD
575682738-2,zaqra,0,2,0,2,28711.58,USD
703020064-0,A'zarqa,1,1,2,2,37608.96,JOD
040413197-2,amman,1,0,1,1,49659.80,JOD
165325242-1,Zarqa,1,2,1,2,51506.21,USD
258014301-7,A'zarqa,1,0,0,2,13321.46,USD
122234104-2,zaqra,2,0,0,2,30607.56,JOD
561870252-5,amman,0,1,1,0,26027.11,JOD
665588050-5,Capital City,0,2,2,1,40510.51,USD
801994977-1,Amman,2,1,1,2,12381.24,USD
723180221-4,amman,0,0,2,2,42563.35,JOD
887657326-7,Amman,2,1,1,0,18689.17,JOD
898911625-2,zaqra,1,2,0,2,52569.04,JOD
143732954-3,A'zarqa,0,1,1,1,24283.93,JOD
073107500-5,Zarqa,1,0,2,1,12377.83,JOD
210734628-3,Amman,1,1,2,1,29459.18,USD
321374235-X,zaqra,2,1,1,2,27331.17,JOD
248837301-X,Zarqa,0,1,0,0,39015.03,JOD
796003521-0,amman,2,2,2,1,24892.71,USD
438998535-3,Capital City,0,1,1,1,18784.06,JOD
296480432-X,amman,0,0,0,2,24139.55,JOD
130327732-8,Amman,0,0,0,0,43416.50,USD
154238450-8,amman,0,2,2,1,33942.77,JOD
359546768-X,zaqra,1,0,2,1,40395.55,USD
742717846-7,Capital City,0,2,0,1,39086.58,JOD
143045947-6,A'zarqa,0,2,2,1,48487.16,USD
862925636-2,amman,1,0,1,0,33604.02,JOD
051362152-0,Amman,1,0,0,2,42361.87,USD
966770517-X,Amman,0,2,2,0,20439.27,JOD
998009606-3,Capital City,0,1,1,0,46590.04,JOD
385911115-9,A'zarqa,2,2,2,0,42664.14,USD
841767702-X,zaqra,0,0,2,2,24734.98,USD
152775956-3,A'zarqa,0,1,1,2,38192.49,JOD
632060662-2,Amman,2,1,1,1,40370.89,JOD
728104925-0,Zarqa,1,0,1,2,24761.66,USD
395372357-X,Capital City,0,0,1,0,43348.09,JOD
462635789-X,Amman,1,1,2,2,25414.27,USD
678229674-8,Capital City,0,0,1,1,38826.78,JOD
851189170-6,A'zarqa,0,1,0,0,27748.07,JOD
937279232-2,A'zarqa,2,0,1,2,18323.67,JOD
030345648-5,A'zarqa,1,1,0,1,44885.63,USD
826371212-2,A'zarqa,0,1,2,0,30414.83,JOD
037641256-9,,0,1,1,0,30982.66,JOD
425622870-5,Capital City,0,2,0,1,41469.06,JOD
407783339-6,zaqra,1,0,0,0,30156.48,USD
336790130-X,zaqra,0,2,0,2,30352.62,JOD
257272330-1,Capital City,1,2,1,2,40410.62,USD
143442242-9,amman,1,0,2,2,50715.57,JOD
952532251-3,amman,0,1,0,0,18761.75,USD
782577890-1,A'zarqa,0,1,0,2,18262.10,USD
682964624-3,zaqra,1,0,2,0,21241.88,JOD
473281392-5,zaqra,2,1,0,0,39187.93,JOD
971584953-9,amman,2,1,2,2,27590.90,JOD
786427424-2,zaqra,0,0,2,0,35701.92,JOD
054157954-1,Zarqa,1,2,0,2,21512.70,USD
821015373-0,zaqra,1,1,0,0,34065.18,JOD
854108441-8,Amman,2,0,0,1,42767.00,JOD
727543715-5,Zarqa,1,0,1,1,19265.36,JOD
519789791-0,A'zarqa,2,0,0,2,45962.96,JOD
848449517-5,Zarqa,1,0,0,2,36096.62,JOD
860184255-0,Amman,1,1,0,2,17045.82,JOD
060896548-0,,2,1,2,1,26362.35,USD
213368790-4,zaqra,0,0,0,2,18691.02,JOD
305975206-0,Capital City,1,2,1,2,52622.49,JOD
463068341-0,Zarqa,2,0,2,0,49494.34,JOD
748000870-8,Amman,0,1,2,1,30476.56,USD
158331357-5,A'zarqa,2,0,2,1,25164.26,JOD
123059161-3,amman,0,0,2,0,12838.11,USD
480782134-2,,1,1,2,1,48354.84,USD
085189239-6,zaqra,0,0,2,2,34942.05,JOD
305041687-4,Capital City,1,2,0,1,31887.18,JOD
441086616-8,A'zarqa,2,2,0,1,22070.71,USD
693735066-X,Zarqa,0,0,0,2,37499.11,USD
199089845-9,amman,0,2,2,2,34410.63,JOD
385769402-5,A'zarqa,0,0,1,2,40227.32,JOD
418534263-2,A'zarqa,2,1,0,1,50939.22,JOD
643914594-0,Capital City,0,0,2,0,31561.65,JOD
099334570-0,Capital City,2,0,0,1,21194.65,JOD
092851685-7,Amman,0,2,0,0,29578.18,JOD
566444472-X,Amman,2,2,0,1,47897.63,JOD
894418306-6,,1,0,1,1,30607.30,USD
318512910-5,Amman,2,2,2,2,43691.74,USD
843969984-0,Capital City,1,1,0,1,29709.00,USD
737581665-4,A'zarqa,1,1,1,0,41722.26,USD
162189806-7,zaqra,2,0,2,2,48809.69,USD
468809470-1,Zarqa,2,0,2,0,30169.21,JOD
108149079-9,Amman,2,0,1,2,26825.02,JOD
146423464-7,amman,2,1,1,2,41969.19,JOD
761731171-0,Zarqa,0,0,1,1,39817.86,JOD
045152269-9,Capital City,1,0,1,2,37105.51,USD
221150367-5,A'zarqa,2,2,2,1,22949.52,JOD
907838405-0,A'zarqa,0,2,2,0,34981.95,JOD
715187673-4,Zarqa,0,0,2,1,47480.12,USD
755160072-8,Amman,1,1,1,1,24556.71,JOD
000013810-X,Capital City,1,0,1,0,12876.53,JOD
240754707-1,zaqra,0,0,2,0,12251.51,JOD
283772134-4,Capital City,2,2,1,0,15908.86,JOD
620073604-9,Zarqa,0,1,1,1,36042.32,USD
787466356-X,amman,1,2,0,1,22644.82,USD
594008264-5,Capital City,2,2,1,1,52305.68,JOD
203220526-2,Amman,0,2,0,0,29946.17,JOD
899013776-4,Capital City,1,2,2,1,23281.97,USD
382453098-8,amman,1,1,0,1,38393.62,USD
689636016-X,zaqra,2,1,0,1,32282.46,USD
228504935-8,amman,2,1,1,1,43443.40,USD
767827855-1,Amman,2,0,1,1,30081.45,JOD
218315859-X,,1,1,0,1,17753.16,USD
746997656-6,zaqra,1,0,0,1,29563.30,USD
225597489-4,A'zarqa,1,0,0,1,32569.87,USD
419716713-X,Amman,2,0,1,0,19737.93,JOD
023845666-8,A'zarqa,2,2,1,0,38998.80,USD
144556241-3,Zarqa,2,0,2,1,24888.88,USD
578098336-4,zaqra,0,2,2,0,25747.46,USD
707956893-5,Zarqa,1,0,0,1,51943.06,USD
415091846-5,Capital City,0,2,1,1,21560.51,USD
724805200-0,zaqra,2,1,1,0,16555.80,JOD
935939426-2,Capital City,1,2,0,0,39679.39,JOD
420069993-1,A'zarqa,0,2,2,1,50741.92,USD
338940949-1,Capital City,1,0,1,0,22761.08,USD
916259798-1,amman,2,2,0,1,45180.19,USD
686579136-3,Zarqa,1,1,0,0,27340.68,USD
426056364-5,zaqra,2,1,0,0,52620.90,JOD
652148275-0,zaqra,2,2,0,0,15085.35,USD
610476872-5,Capital City,0,1,1,0,34854.83,JOD
807774312-9,Amman,0,1,2,2,51643.37,USD
787834000-5,amman,2,1,0,0,23152.38,USD
366025121-6,zaqra,2,1,0,1,40939.02,USD
825924338-5,A'zarqa,2,2,0,1,35768.85,USD
988686656-X,amman,0,1,2,0,41594.68,USD
104280682-9,,2,1,0,2,15188.52,USD
629570031-4,zaqra,0,0,0,1,12336.98,JOD
504362789-1,Capital City,1,1,2,2,33894.03,JOD
821120871-7,A'zarqa,0,2,0,0,28392.77,JOD
596014574-X,A'zarqa,1,2,2,1,26819.09,JOD
496212721-7,Amman,0,0,0,0,52325.10,JOD
921894161-5,amman,2,1,2,1,38174.07,JOD
095935775-0,zaqra,2,2,1,0,35050.14,USD
771859046-1,Capital City,0,1,0,2,26626.99,USD
794564946-7,amman,0,1,0,2,12906.70,USD
174227729-2,zaqra,1,2,2,1,20210.69,USD
668348504-6,A'zarqa,1,2,2,2,14260.35,JOD
384667970-4,amman,2,1,0,0,20765.42,USD
586092846-7,amman,0,0,2,0,18415.52,JOD
928858635-0,zaqra,1,1,2,2,13892.38,USD
763220550-0,amman,1,1,0,1,39904.76,JOD
696301795-6,A'zarqa,0,0,1,0,17563.65,USD
414638156-8,Capital City,1,2,2,0,12552.25,JOD
788919563-X,A'zarqa,0,1,2,2,12134.21,JOD
315649496-8,A'zarqa,2,1,2,0,40495.11,JOD
098665136-2,Amman,1,1,0,1,30027.24,USD
867263634-1,amman,2,1,2,2,49699.01,USD
470184609-0,A'zarqa,1,0,1,0,49153.55,JOD
341373201-3,A'zarqa,2,2,2,1,18815.13,USD
762307318-4,zaqra,2,1,0,0,52099.42,JOD
538332269-8,A'zarqa,1,2,0,1,50750.92,USD
263456453-8,A'zarqa,1,1,0,0,29705.28,JOD
446227832-1,zaqra,1,1,0,1,30617.55,JOD
247273622-3,Amman,2,2,1,1,37847.42,USD
536659809-5,Zarqa,2,1,0,2,25207.49,USD
308474013-5,zaqra,1,1,0,1,52219.67,USD
149160116-7,Capital City,0,2,0,0,44618.11,JOD
404714379-0,Amman,2,1,1,0,12864.27,JOD
481092084-4,A'zarqa,2,0,2,0,52334.42,JOD
413679536-X,zaqra,1,0,1,0,42576.12,USD
473359638-3,amman,2,2,2,2,13804.15,USD
132051685-8,amman,2,0,0,0,19135.06,JOD
298338212-5,amman,2,1,0,1,20670.29,JOD
540841841-3,zaqra,2,0,0,1,39854.15,JOD
622709686-5,Amman,1,0,2,2,50058.03,USD
972016042-X,Zarqa,2,0,2,1,33798.73,USD
265382343-8,zaqra,0,2,1,1,29116.97,USD
171092300-8,Zarqa,1,0,1,2,23165.21,USD
774618116-3,zaqra,0,1,1,0,25135.23,JOD
601208595-8,Zarqa,1,1,2,1,19170.11,JOD
660599516-3,amman,2,1,0,1,50652.33,JOD
167768395-3,Zarqa,0,0,1,0,48028.38,JOD
049066680-9,Zarqa,0,2,1,0,14236.97,JOD
492544117-5,Capital City,2,1,0,0,20249.28,JOD
307000487-3,amman,1,2,1,1,50028.75,USD
783719980-4,Amman,0,2,1,1,33523.23,USD
406195299-4,amman,2,1,1,0,32418.55,JOD
333701184-5,A'zarqa,0,1,2,1,38125.68,JOD
620729402-5,amman,1,1,2,2,34206.28,USD
349663117-1,A'zarqa,1,1,1,0,25552.34,JOD
052929655-1,Zarqa,0,0,0,1,37787.81,USD
982404993-2,zaqra,0,1,0,0,19476.55,JOD
846278393-3,Capital City,0,0,1,2,35362.02,USD
443258860-8,amman,1,1,1,2,19195.13,USD
426657393-6,Amman,2,1,2,1,33350.33,JOD
304526555-3,A'zarqa,1,2,0,0,43771.61,USD
041014135-6,amman,1,1,2,1,23986.83,USD
879816623-9,amman,0,2,0,0,44358.66,USD
069180682-9,Capital City,2,0,2,0,15395.84,JOD
996714137-9,,0,1,2,0,47611.08,USD
162771924-5,Capital City,1,2,2,0,30942.86,JOD
021831066-8,,2,1,0,2,23791.66,JOD
232756330-5,amman,2,2,2,0,14059.27,USD
205025015-0,A'zarqa,2,0,0,0,43892.56,JOD
431363820-2,Amman,2,2,0,1,23055.57,JOD
583208261-3,Amman,1,1,2,0,49347.45,USD
975228729-8,zaqra,1,2,0,0,31390.81,USD
685225598-0,Zarqa,2,0,1,2,41743.82,JOD
281336071-6,amman,2,2,1,1,46540.11,USD
387345242-1,Amman,1,0,1,1,14823.58,USD
729942117-8,amman,2,1,0,2,39617.46,JOD
191145356-4,A'zarqa,2,0,2,0,47359.27,JOD
917920249-7,amman,1,1,1,1,44475.23,JOD
201445716-6,Zarqa,1,0,0,0,27516.01,USD
281924873-X,Amman,1,2,2,1,19070.13,USD
229445524-X,Zarqa,2,2,0,2,51958.59,JOD
658359806-X,Capital City,0,0,0,0,35627.75,USD
866369985-9,amman,2,0,0,2,27359.18,USD
642417581-4,Amman,0,2,0,1,50619.64,JOD
253641299-7,Amman,2,2,1,1,31975.67,JOD
841794390-0,Amman,2,0,2,1,46774.37,USD
493541460-X,A'zarqa,2,1,1,0,49216.85,USD
641779768-6,Zarqa,0,2,2,0,48169.10,JOD
825635744-4,zaqra,1,1,1,0,19590.41,JOD
565293576-6,Capital City,0,0,2,0,19462.94,JOD
047086417-6,A'zarqa,2,0,2,2,38383.87,USD
995565989-0,amman,2,1,2,1,17869.92,JOD
474911757-9,zaqra,1,2,0,1,23914.91,JOD
480840134-7,A'zarqa,0,0,0,2,28476.06,JOD
904142451-2,amman,2,2,0,0,39656.73,USD
197282814-2,Capital City,1,0,1,0,40973.38,USD
997417707-3,Zarqa,1,1,1,2,42157.86,USD
404777621-1,Amman,2,1,1,1,25287.03,JOD
406347133-0,A'zarqa,2,1,1,0,15108.97,JOD
500811432-8,Amman,2,1,0,1,39161.46,USD
592366037-7,amman,0,0,1,2,45025.48,JOD
432497021-1,A'zarqa,0,0,2,1,37929.53,USD
108910453-7,Zarqa,1,0,0,1,41598.06,USD
127746875-3,zaqra,2,1,2,0,13446.96,JOD
857899309-8,zaqra,1,0,1,1,35062.18,USD
985982741-9,A'zarqa,2,2,0,1,40838.70,JOD
079391302-0,Amman,2,2,0,2,18442.75,JOD
171417729-7,A'zarqa,1,1,1,2,21512.68,JOD
608913976-9,Capital City,1,1,2,1,20345.73,JOD
137913594-X,zaqra,2,2,1,2,36359.95,USD
850313740-2,zaqra,0,1,2,2,46797.43,USD
547512899-5,zaqra,2,2,0,2,50204.27,JOD
085715499-0,zaqra,1,1,1,2,39386.81,USD
390127300-X,amman,1,1,1,2,22207.71,JOD
030361936-8,Zarqa,2,2,0,1,39604.34,USD
081753496-2,Zarqa,0,0,1,2,20170.46,USD
361623659-2,Amman,1,2,0,1,31034.03,USD
572773646-3,Capital City,0,2,2,2,25874.28,JOD
811741860-6,amman,0,2,1,1,15130.68,USD
363163958-9,Amman,2,1,1,1,32228.10,JOD
136774202-1,Capital City,2,2,2,1,50981.02,JOD
307745625-7,Zarqa,2,1,1,0,19799.81,JOD
456835046-8,Capital City,0,0,2,2,50089.80,JOD
339251769-0,Amman,0,1,0,2,46403.98,JOD
530160575-5,Capital City,2,2,2,2,29792.83,USD
276943731-3,Capital City,1,1,1,1,28754.21,JOD
558492615-9,Capital City,0,1,1,0,33069.17,USD
570904454-7,zaqra,2,0,2,0,18484.61,USD
898947446-9,A'zarqa,2,1,1,1,39912.30,JOD
471272921-X,,0,2,0,1,24207.66,JOD
528930724-9,,0,2,2,0,27484.92,USD
250450110-2,amman,2,2,1,0,17816.45,USD
544047790-X,Capital City,0,1,0,2,20696.67,JOD
086692407-8,zaqra,0,2,0,2,44422.02,USD
411113511-0,Zarqa,0,0,1,2,39176.10,USD
007300659-9,amman,1,1,2,0,40759.21,JOD
383786691-2,A'zarqa,1,0,1,0,14007.08,JOD
723058290-3,Capital City,0,2,1,0,27800.44,USD
116706194-2,Zarqa,0,1,2,1,25934.43,USD
266096977-9,amman,0,2,0,2,33640.94,JOD
462646703-2,Zarqa,2,0,2,1,23482.01,JOD
952987789-7,,0,1,0,2,18489.70,USD
902442501-8,,1,0,0,1,48067.45,JOD
459395377-4,Zarqa,0,0,2,2,25868.03,USD
699809817-0,Capital City,1,2,1,2,14426.61,USD
650316802-0,Amman,2,1,0,2,38106.75,JOD
203699644-2,zaqra,2,2,1,2,51316.35,JOD
773062091-X,Zarqa,1,0,1,0,17551.45,JOD
397726792-2,zaqra,1,0,2,0,35430.43,JOD
610471589-3,amman,2,2,0,2,21742.56,USD
802585196-6,Amman,0,1,0,1,42771.07,JOD
545520517-X,zaqra,1,1,0,1,33585.96,USD
386110356-7,A'zarqa,2,1,0,0,27258.47,USD
000377752-9,Capital City,0,1,1,2,26282.94,USD
980215334-6,amman,0,2,1,2,17376.45,JOD
429662322-2,zaqra,0,1,0,0,48691.79,USD
123022265-0,,0,2,0,2,45961.59,USD
436729409-9,zaqra,2,0,1,1,39002.32,JOD
922570541-7,zaqra,1,0,2,0,29843.75,JOD
156254876-X,zaqra,0,2,2,1,23718.93,JOD
351736932-2,Zarqa,2,1,2,0,44810.55,JOD
198145671-6,A'zarqa,1,1,0,2,42535.29,JOD
980191777-6,Zarqa,0,0,0,0,12393.91,JOD
682085446-3,Zarqa,2,0,2,0,27797.12,JOD
563371326-5,Zarqa,0,2,0,2,38166.88,JOD
831975256-6,amman,1,0,1,0,19773.87,USD
866659874-3,Zarqa,0,1,0,2,49999.81,JOD
509135920-6,,0,2,0,2,15183.54,JOD
725195787-6,A'zarqa,2,0,1,1,21927.82,USD
950277142-7,amman,1,0,2,1,31069.27,JOD
986571485-X,Amman,2,1,2,1,16049.96,JOD
662472162-6,zaqra,1,0,1,2,30438.14,JOD
224128124-7,Capital City,2,0,0,1,15663.84,JOD
877284360-8,zaqra,2,0,0,2,32335.93,JOD
965361691-9,Capital City,1,0,2,0,25595.37,USD
407962403-4,zaqra,1,2,1,0,23653.89,JOD
235425638-8,amman,1,1,1,2,20401.69,JOD
668865393-1,zaqra,1,0,0,1,29814.31,USD
995886001-5,Zarqa,0,2,0,0,48481.02,USD
595009859-5,Zarqa,0,1,0,1,21659.14,JOD
103263008-6,Capital City,2,0,1,0,20663.88,JOD
730231902-2,Amman,0,0,1,1,12640.93,JOD
249712510-4,Amman,1,2,2,1,14681.98,USD
589922652-8,Zarqa,2,1,2,2,25561.92,USD
117625104-X,A'zarqa,0,1,1,2,28982.31,JOD
218962012-0,Capital City,2,2,2,2,28731.74,USD
750310932-7,A'zarqa,0,2,2,2,40668.32,USD
942504435-X,Zarqa,2,0,2,0,52028.61,JOD
374875966-5,Capital City,2,0,1,2,19400.56,USD
210683156-0,A'zarqa,2,2,0,0,47320.55,USD
210020485-8,A'zarqa,1,1,2,1,24682.90,USD
295538757-6,Capital City,0,1,2,1,51809.26,USD
447459115-1,zaqra,1,1,2,0,43300.15,USD
711694121-5,zaqra,0,2,0,2,12302.38,JOD
886022881-6,Amman,2,0,0,0,29184.41,USD
256617745-7,Capital City,2,0,1,2,21423.28,USD
418971055-5,Capital City,2,2,2,2,18471.38,USD
244234783-0,Zarqa,1,1,0,1,27679.96,JOD
190337508-8,amman,1,0,1,1,30871.38,JOD
482985060-4,zaqra,0,1,2,1,30845.76,USD
633005649-8,A'zarqa,0,1,1,1,39022.73,JOD
667747386-4,Capital City,1,2,2,1,42882.42,USD
095255656-1,,2,2,1,2,38200.56,JOD
347009766-6,amman,1,1,0,0,16585.42,JOD
124580527-4,Zarqa,0,0,2,0,46183.74,USD
550767291-1,zaqra,1,1,1,0,20890.40,JOD
593834398-4,Zarqa,1,2,2,2,46203.32,JOD
735722995-5,Capital City,2,2,2,1,15334.30,USD
224973649-9,Amman,0,2,0,2,29584.60,USD
262240185-X,zaqra,2,1,0,0,51526.92,JOD
851809876-9,Zarqa,0,2,2,1,17523.18,USD
699598432-3,Amman,0,1,2,1,15276.96,USD
913974818-9,Amman,0,1,1,2,49410.26,USD
370840029-1,,2,0,2,0,46553.02,USD
192613985-2,zaqra,2,0,1,1,17982.30,USD
467213872-0,A'zarqa,1,1,1,1,16360.37,JOD
480413787-4,zaqra,2,0,0,0,23131.78,USD
259048044-X,A'zarqa,1,0,1,1,36337.01,JOD
564539862-9,A'zarqa,0,0,1,2,52294.44,USD
613554197-8,A'zarqa,2,0,2,1,26640.05,USD
497715397-9,Zarqa,0,1,0,0,29632.20,JOD
064319753-2,Capital City,1,1,0,1,12365.62,JOD
860722988-5,A'zarqa,1,0,2,2,27481.67,JOD
918598777-8,Zarqa,0,0,2,1,37345.78,USD
856597329-8,Amman,0,0,2,1,49142.78,JOD
062820643-7,Zarqa,1,1,1,2,15568.84,JOD
633529621-7,amman,2,1,0,2,51661.43,USD
010619904-8,A'zarqa,2,0,0,0,34362.46,JOD
560937535-5,Zarqa,0,1,2,2,15167.65,JOD
694959104-7,amman,1,2,1,0,12054.33,USD
137517671-4,amman,2,1,0,0,41146.55,JOD
215337360-3,Amman,0,1,2,2,50238.04,JOD
651633925-2,amman,1,2,2,1,43052.20,USD
443883102-4,zaqra,1,2,2,1,42843.90,JOD
146787301-2,zaqra,1,2,0,2,14135.21,JOD
094198388-9,amman,0,0,1,0,48629.71,JOD
244782745-8,zaqra,2,0,0,1,52599.62,USD
105100606-6,Zarqa,0,2,0,1,25411.05,JOD
725504789-0,zaqra,0,2,2,1,33742.57,USD
583254709-8,zaqra,2,1,2,0,37614.60,JOD
118057372-2,Amman,0,2,0,0,38283.71,JOD
106226374-X,A'zarqa,2,0,0,0,12940.98,USD
666933474-5,zaqra,0,2,1,1,52363.28,USD
623834592-6,Zarqa,2,1,0,1,35091.94,JOD
420062214-9,amman,2,2,2,2,34154.01,JOD
533240175-2,Capital City,2,1,2,2,42914.99,JOD
077405822-6,Capital City,2,2,2,1,27601.44,USD
415987169-0,Amman,1,1,1,0,25404.43,USD
991784359-0,A'zarqa,0,1,2,0,33015.43,JOD
167033035-4,A'zarqa,1,2,0,1,29974.24,USD
974377554-4,Amman,2,0,1,1,52910.11,USD
254398569-7,Capital City,2,2,1,0,20378.30,JOD
533825921-4,Capital City,2,1,1,2,35935.57,JOD
421857286-0,Zarqa,0,2,0,0,40588.43,JOD
959856779-6,Zarqa,1,0,2,1,33185.64,USD
611177467-0,Zarqa,0,0,0,0,37030.34,USD
445135134-0,Capital City,2,0,1,2,26226.89,JOD
582530456-8,A'zarqa,2,1,2,1,46850.54,JOD
073704206-0,zaqra,0,0,0,1,32595.20,JOD
208024321-7,zaqra,1,1,2,2,20034.75,USD
120008289-3,Capital City,2,2,0,2,39017.95,JOD
116816573-3,Capital City,2,1,0,2,18018.81,JOD
106471610-5,Zarqa,0,0,1,0,33397.02,USD
107757290-5,Capital City,2,1,0,2,27500.48,JOD
504050970-7,A'zarqa,2,2,1,0,24979.27,JOD
040260648-5,Amman,1,0,0,1,27168.00,JOD
732560977-9,A'zarqa,1,0,0,1,25688.69,USD
726905905-5,zaqra,1,2,1,1,35983.50,JOD
757750176-X,zaqra,0,2,2,2,28682.43,JOD
059015776-0,A'zarqa,2,0,1,0,36991.88,USD
582190911-2,Amman,0,1,2,2,26850.25,JOD
780377338-9,amman,1,1,1,1,13583.91,USD
593201698-1,amman,0,0,1,1,51684.92,USD
858158868-9,Amman,1,1,2,2,46139.79,JOD
554054213-4,A'zarqa,2,2,2,1,14832.33,USD
116056148-6,zaqra,2,1,0,1,22961.07,JOD
779174373-6,Zarqa,1,2,0,1,13712.18,JOD
212283929-5,Amman,2,0,1,0,30703.58,USD
696995940-6,,0,0,1,1,13622.80,USD
440136691-3,zaqra,1,2,2,1,21091.65,JOD
831560389-2,zaqra,0,1,2,2,33778.53,USD
768459190-8,Capital City,2,1,1,1,25932.85,JOD
383048832-7,Capital City,0,0,2,0,51028.59,JOD
921093379-6,zaqra,1,2,0,0,17204.77,JOD
661532488-1,Capital City,0,0,2,1,52183.76,USD
019188433-2,Capital City,2,2,2,0,27264.10,JOD
953543072-6,Amman,2,0,2,0,44705.41,USD
781719986-8,A'zarqa,0,2,1,1,49043.82,USD
236297710-2,Capital City,2,2,1,0,49575.42,JOD
657893944-X,A'zarqa,0,0,0,1,22206.25,JOD
323605411-5,A'zarqa,1,0,1,2,17514.99,JOD
099868053-2,Amman,2,2,1,1,46973.40,JOD
373309629-0,zaqra,1,1,2,0,14486.51,USD
532993826-0,amman,2,1,0,1,49640.61,USD
449243382-1,zaqra,1,0,2,2,45046.05,JOD
220044981-X,Zarqa,2,0,0,2,29085.49,USD
756840957-0,amman,1,1,2,1,31496.21,JOD
627199788-0,amman,0,1,2,2,40725.95,JOD
277465643-5,Amman,0,0,2,1,37374.32,USD
892747604-2,zaqra,2,2,2,0,39265.97,USD
644179169-2,,0,0,1,2,21010.83,JOD
522677463-X,A'zarqa,2,2,2,1,13668.74,USD
586637713-6,zaqra,2,1,0,2,34239.39,JOD
795388474-7,Amman,2,0,0,1,37374.12,USD
379080773-7,A'zarqa,1,2,0,0,20798.80,USD
962136724-7,Zarqa,2,0,2,2,30078.39,JOD
043879731-0,amman,2,2,1,1,37212.40,USD
523386900-4,A'zarqa,2,1,2,1,41310.90,USD
700254980-4,A'zarqa,2,2,1,1,34730.44,USD
963113323-0,zaqra,1,0,1,2,18083.44,USD
160511767-6,amman,1,1,1,0,20871.54,JOD
176605186-3,Zarqa,1,1,0,1,12101.51,JOD
372494540-X,amman,2,2,0,1,50830.35,USD
396552755-X,zaqra,2,0,0,0,52162.40,USD
984270276-6,Zarqa,1,0,1,2,17379.77,JOD
979346063-6,Amman,1,2,0,1,41585.92,JOD
680004177-7,zaqra,0,1,0,0,38634.45,USD
079481576-6,Capital City,1,1,0,2,38291.25,USD
372933059-4,Amman,1,2,2,1,17032.87,JOD
495761626-4,amman,2,0,2,2,43724.93,USD
121383669-7,Zarqa,0,1,0,0,40613.02,JOD
816251036-2,A'zarqa,0,2,1,1,51154.34,USD
529180190-5,zaqra,1,1,1,0,32856.04,USD
275212632-8,Amman,2,0,2,2,37182.22,USD
218997632-4,amman,2,0,1,2,31548.73,USD
050689092-9,Capital City,2,1,0,2,46441.38,JOD
164861889-8,A'zarqa,1,2,1,0,34186.58,USD
842531631-6,Zarqa,0,0,0,1,39894.37,USD
448139920-1,amman,1,2,0,1,50668.92,JOD
387078850-X,Capital City,1,2,0,0,13747.14,USD
237869462-8,amman,1,2,1,1,26887.09,JOD
881576333-3,Zarqa,2,2,0,0,50770.87,JOD
197514974-2,A'zarqa,1,2,2,2,43012.58,JOD
432213684-2,Zarqa,1,1,2,2,40880.47,USD
813252342-3,Zarqa,2,0,2,1,31936.52,USD
159709806-X,amman,1,1,1,2,20346.74,JOD
085055669-4,Amman,1,0,0,1,50153.89,USD
203226050-6,amman,0,2,2,2,44382.31,JOD
182242631-6,A'zarqa,0,1,2,2,37587.96,JOD
486382475-0,zaqra,2,2,1,2,50823.56,USD
875309845-5,Zarqa,2,2,2,2,27291.47,JOD
421478257-7,A'zarqa,0,0,2,2,41426.78,JOD
197541615-5,zaqra,0,1,2,2,18260.85,USD
533025327-6,amman,2,0,0,0,45189.89,USD
657955867-9,Amman,1,2,2,0,44766.70,JOD
577803362-1,A'zarqa,2,2,0,0,44742.22,JOD
261503058-2,zaqra,0,1,1,2,15369.13,USD
939066968-5,,0,0,0,0,36253.55,USD
532912809-9,Amman,0,1,1,2,45629.38,JOD
