StoreID,City,Item1,Item2,Item3,Item4,MonthlySales,Currency
114868459-X,amman,1,0,2,2,27859.63,JOD
225965338-3,amman,0,0,1,1,34749.70,JOD
449036021-5,Amman,1,2,1,1,28056.85,USD
680414390-6,Amman,0,1,1,1,19880.08,USD
539861170-4,A'zarqa,0,1,2,1,43933.89,USD
224799876-3,Zarqa,2,2,0,1,17376.43,USD
783269314-2,,1,2,1,1,27936.32,JOD
836067817-0,amman,0,1,2,2,30879.41,USD
540083519-8,Amman,0,1,1,1,28950.75,JOD
469020990-1,Zarqa,2,0,0,2,22998.53,USD
706095388-4,Amman,2,2,1,1,25205.25,JOD
572235649-2,Capital City,0,1,0,2,32868.88,JOD
914951880-1,A'zarqa,0,0,0,0,32500.61,USD
192281199-8,zaqra,0,2,2,0,28771.55,USD
321288222-0,amman,1,2,1,1,44367.58,JOD
288035181-2,Amman,1,0,0,0,12430.45,USD
148754104-X,Zarqa,1,0,0,0,13827.56,JOD
305908968-X,amman,0,1,2,0,21637.20,JOD
811666853-6,amman,1,2,1,0,28557.85,JOD
477839621-9,Capital City,1,0,2,0,50248.32,USD
490818252-3,Zarqa,0,2,0,2,37541.53,USD
146793054-7,A'zarqa,0,1,0,2,23061.31,USD
972719706-X,Zarqa,2,0,1,1,51251.14,JOD
027072762-0,zaqra,2,1,0,2,12974.77,JOD
431555614-9,zaqra,2,0,0,2,26898.75,JOD
919868502-3,Capital City,1,0,2,1,13494.62,JOD
084764800-1,,0,1,0,2,28488.05,JOD
283105009-X,Zarqa,0,0,0,0,34324.99,USD
764135111-5,Zarqa,2,1,0,1,37741.53,JOD
630230485-7,Amman,0,1,2,2,45589.94,USD
453723867-4,zaqra,1,2,1,0,28982.55,USD
736083402-3,Zarqa,1,1,1,2,35440.41,JOD
047170550-0,zaqra,1,1,0,2,22131.36,JOD
495420083-0,amman,1,1,2,2,49954.96,USD
817679152-0,Capital City,2,2,1,2,43994.05,USD
964257208-7,Capital City,2,2,2,1,19351.07,JOD
249961398-X,A'zarqa,0,1,0,1,39529.54,JOD
324201434-0,Zarqa,0,2,2,0,19377.89,USD
656836283-2,Amman,0,2,0,0,27706.49,USD
166621964-9,A'zarqa,2,2,2,2,20423.68,JOD
545191369-2,A'zarqa,1,1,0,1,31386.69,USD
929297941-8,Amman,1,0,2,1,42803.08,JOD
141686127-0,Capital City,1,1,0,1,29344.38,JOD
961707086-3,Capital City,1,1,2,2,45405.02,USD
513502972-9,zaqra,2,0,2,1,24098.48,USD
807941408-4,zaqra,1,0,0,0,15347.78,USD
096104169-2,amman,0,2,2,0,42402.71,USD
821230766-2,amman,1,0,2,2,35810.46,JOD
257856679-8,A'zarqa,1,1,1,0,21936.06,USD
308468158-9,Amman,2,2,2,0,35509.47,JOD
556735362-6,A'zarqa,1,1,0,0,38640.82,USD
211566716-6,Zarqa,0,0,2,0,51674.05,JOD
806513833-0,,2,2,2,0,47731.23,JOD
576253182-1,Capital City,0,1,0,0,20782.67,JOD
903796460-5,zaqra,0,1,0,2,48632.33,JOD
648987637-X,amman,2,0,2,2,28311.75,JOD
248395338-7,zaqra,0,0,2,0,52868.73,JOD
658549371-0,Capital City,1,1,2,2,46685.40,USD
028284274-8,Capital City,1,0,0,1,31633.55,JOD
654643386-9,Zarqa,1,1,0,2,47320.90,JOD
476917300-8,Capital City,1,0,0,0,52845.53,USD
298655139-4,Zarqa,0,2,0,2,27764.20,JOD
706947146-7,zaqra,2,0,0,1,45894.62,USD
988709883-3,zaqra,2,0,1,2,36064.74,USD
671604992-4,zaqra,0,0,0,1,39006.13,USD
623595829-3,Zarqa,1,0,0,0,20918.83,USD
546392233-0,Amman,2,1,2,0,30178.53,USD
071838830-5,zaqra,2,1,0,0,47080.55,JOD
143863326-2,amman,0,2,0,1,48659.65,JOD
252982158-5,amman,1,2,1,2,12978.08,USD
141258146-X,amman,0,1,1,0,49735.46,JOD
958651298-3,amman,2,1,1,2,29149.31,JOD
210883365-X,Zarqa,2,2,1,2,39557.75,USD
222346842-X,zaqra,2,2,1,0,51479.75,USD
448599027-3,,0,0,2,2,37848.19,JOD
133199499-3,Capital City,0,1,1,1,27909.29,USD
987274495-5,zaqra,0,1,2,0,14389.74,USD
053556053-2,Zarqa,1,1,2,2,29589.03,JOD
068404431-5,,2,2,1,2,43237.24,USD
251292733-4,zaqra,1,2,2,1,38190.30,USD
025134514-9,zaqra,0,0,0,1,29502.20,USD
547930067-9,amman,0,1,1,0,25183.09,JOD
245499881-5,Amman,1,0,1,2,30588.71,JOD
260389606-7,amman,2,1,2,0,40045.57,JOD
806831451-2,A'zarqa,1,0,1,0,51750.57,JOD
133171373-0,Capital City,1,0,0,2,18191.38,JOD
148245156-5,amman,0,2,2,0,20824.77,JOD
848326585-0,Capital City,2,0,1,1,13728.63,JOD
066675725-9,zaqra,0,2,0,1,46804.92,JOD
879839365-0,Amman,2,0,0,2,13652.76,USD
076257594-8,zaqra,0,2,1,1,35846.70,JOD
504324527-1,Capital City,1,2,1,2,42469.95,USD
001286669-5,zaqra,1,1,1,0,23919.79,JOD
887953276-6,Amman,0,2,1,2,12837.69,JOD
516629616-8,Amman,2,0,0,0,37046.43,USD
221302181-3,Zarqa,0,2,1,2,19979.12,USD
127420949-8,Amman,1,1,2,2,12157.16,JOD
703826823-6,amman,2,2,1,0,26449.01,JOD
842275487-8,Capital City,2,2,2,2,22654.65,JOD
928360984-0,Amman,1,2,1,1,36494.99,JOD
047846479-7,amman,1,0,2,0,34319.59,JOD
256309129-2,amman,0,2,2,2,40513.70,JOD
665246266-4,Zarqa,1,2,1,1,28629.64,USD
839145790-7,A'zarqa,2,1,0,1,41798.03,JOD
098986836-2,amman,0,1,1,2,30693.53,USD
187157799-3,A'zarqa,2,0,1,0,18036.56,JOD
249206364-X,Amman,2,2,0,1,41877.81,JOD
465016325-0,zaqra,1,1,0,1,39437.41,JOD
518409108-4,amman,0,2,1,2,48571.75,JOD
761584496-7,amman,2,1,1,0,25644.82,USD
777889207-3,A'zarqa,2,0,1,2,48171.23,JOD
605203580-3,Capital City,2,1,1,0,29793.26,USD
911523237-9,Capital City,2,0,0,0,51185.52,USD
361661055-9,amman,1,2,1,1,13075.41,USD
976337082-5,zaqra,2,0,1,0,37944.74,JOD
461632705-X,Zarqa,2,2,0,2,45364.07,JOD
802579419-9,Capital City,0,0,0,0,14554.41,USD
229654844-X,Zarqa,1,0,0,1,48803.42,USD
839236094-X,Zarqa,1,1,0,0,39509.47,JOD
628188465-5,A'zarqa,2,1,0,0,49852.52,JOD
798694288-6,,0,1,2,1,44172.26,JOD
215096829-0,A'zarqa,1,0,1,0,36181.93,JOD
875699314-5,Capital City,2,2,0,2,21728.14,USD
199861489-1,A'zarqa,0,1,0,0,17642.76,USD
235201522-7,amman,2,2,1,2,23768.09,USD
993264954-6,Capital City,2,0,0,1,25897.49,USD
590430395-5,Amman,2,1,1,0,45708.86,USD
429432373-6,,0,2,2,1,21550.30,JOD
620641006-4,Capital City,2,2,1,1,24575.18,JOD
484965949-7,A'zarqa,1,0,2,0,25307.38,USD
820145217-8,zaqra,0,2,2,0,37253.99,USD
036222087-5,zaqra,0,1,0,0,33286.57,JOD
624661077-3,zaqra,1,2,1,1,18509.41,JOD
748569047-7,Capital City,2,2,1,1,46223.07,USD
911981274-4,A'zarqa,2,0,2,0,38296.80,JOD
459660388-X,Capital City,0,0,0,2,31610.48,JOD
889646655-5,A'zarqa,1,1,2,2,48482.41,JOD
547811853-2,Zarqa,2,0,0,0,18404.61,JOD
499272324-1,amman,0,0,0,2,52056.93,JOD
113739716-0,Capital City,2,0,0,2,34650.15,USD
649603416-8,amman,2,2,2,1,49840.71,JOD
119924355-8,Zarqa,0,1,1,1,30850.50,USD
046091097-3,Capital City,2,1,0,2,52264.99,USD
958084385-6,Capital City,0,2,1,1,29261.31,JOD
897826382-8,zaqra,2,2,2,2,42946.00,JOD
647965931-7,Zarqa,0,2,0,0,47642.85,JOD
659749294-3,zaqra,1,0,0,1,15837.10,USD
910419002-5,Zarqa,1,1,1,1,22658.25,USD
616688201-7,amman,1,2,2,0,29346.43,JOD
965582765-8,zaqra,2,2,0,0,16336.87,JOD
390840814-8,A'zarqa,1,0,2,1,17675.55,USD
643330571-7,Capital City,1,1,0,2,43839.31,USD
902875482-2,A'zarqa,1,1,0,1,42333.37,USD
610679468-5,Zarqa,2,2,2,2,47977.50,USD
165570047-2,A'zarqa,2,2,1,1,30980.10,USD
223304126-7,Amman,2,2,2,1,40151.96,JOD
842721206-2,Amman,0,0,1,2,42429.79,JOD
280959682-4,Capital City,2,0,2,1,50870.80,JOD
704695857-2,zaqra,1,1,0,2,48704.53,USD
466609340-0,amman,2,2,2,0,25566.72,USD
696411203-0,,1,1,2,0,21954.21,USD
504528851-2,Amman,1,1,2,2,24421.79,USD
310769607-2,A'zarqa,1,2,2,0,18785.53,USD
801992886-3,A'zarqa,1,2,2,2,18178.63,USD
566236017-0,Capital City,1,1,1,1,43684.72,JOD
844698337-0,amman,1,1,2,2,41958.49,USD
032228259-4,amman,0,1,0,1,32704.13,JOD
226137542-5,Zarqa,2,0,2,1,37639.33,USD
234178797-5,Amman,1,0,2,1,19856.26,JOD
951750746-1,amman,1,2,2,0,49907.46,JOD
344681143-5,Amman,1,0,2,0,27263.66,JOD
013662614-9,Amman,1,0,0,0,21978.59,JOD
762201484-2,zaqra,0,1,1,1,43691.83,JOD
902806295-5,,2,0,0,0,34827.39,JOD
619456728-7,Capital City,0,2,1,1,26203.19,JOD
907589805-3,Capital City,1,2,1,1,13024.76,JOD
627424722-X,Zarqa,2,2,0,1,35585.02,USD
857889422-7,amman,2,2,0,2,12534.63,USD
660156018-9,amman,2,1,0,1,42451.31,JOD
264718882-3,zaqra,0,2,2,2,43918.41,USD
574700074-8,Zarqa,0,1,2,1,46407.28,USD
733200729-0,Zarqa,2,2,2,1,40805.29,JOD
180067884-3,zaqra,2,2,2,2,41798.23,USD
127849079-5,A'zarqa,1,1,2,2,45379.67,JOD
891706608-9,Zarqa,0,1,1,0,25449.45,JOD
267353669-8,Capital City,2,1,0,2,19957.07,USD
642098360-6,zaqra,1,2,0,0,45577.59,JOD
853530460-6,Zarqa,2,0,1,1,28132.84,USD
789286505-5,amman,0,0,0,1,25983.02,JOD
194758599-1,Amman,1,2,1,2,31400.98,JOD
772401925-8,Capital City,0,1,2,1,47532.51,USD
884846752-0,Amman,1,1,1,2,30660.08,JOD
372572117-3,Capital City,1,0,2,0,33681.05,USD
808812230-9,zaqra,0,2,2,0,50528.28,USD
200728155-4,Capital City,0,0,0,1,25610.67,USD
402555572-7,Capital City,2,2,2,0,29602.80,JOD
044383330-3,amman,1,1,0,0,45747.59,USD
364156695-9,Amman,0,0,0,1,45364.84,JOD
888893853-2,amman,2,2,2,0,37048.83,JOD
011855045-4,Amman,0,2,2,0,49331.12,USD
063980090-4,zaqra,0,1,0,1,45054.31,JOD
312324337-0,Capital City,2,2,0,1,36398.56,JOD
715013831-4,A'zarqa,2,1,0,1,13398.18,USD
992658139-0,Capital City,0,2,1,1,12221.45,USD
822081483-7,Amman,2,0,1,2,32151.56,USD
383143563-4,A'zarqa,2,0,0,1,18608.93,JOD
930136086-1,A'zarqa,0,0,0,0,22823.99,JOD
455715090-X,A'zarqa,2,2,1,1,51606.66,USD
960936076-9,Zarqa,0,2,2,0,34752.37,JOD
016223126-1,,2,2,2,0,41924.06,JOD
917319328-3,amman,2,1,0,0,47194.78,JOD
426239848-X,Zarqa,0,1,2,1,33972.10,USD
503891409-8,zaqra,1,0,0,0,48641.68,USD
067519754-6,A'zarqa,1,1,2,0,14444.43,JOD
195178434-0,A'zarqa,2,0,2,2,33479.88,JOD
075139763-6,amman,0,0,2,2,48777.56,JOD
855501269-4,Capital City,1,2,2,0,39800.74,USD
833638101-5,zaqra,0,2,2,1,16127.66,USD
853221954-3,Capital City,0,0,1,1,37500.63,JOD
737447038-X,,1,2,1,1,40574.59,JOD
548949137-X,A'zarqa,2,2,2,2,45271.70,JOD
738485868-2,A'zarqa,1,1,1,0,17693.69,JOD
626615845-0,zaqra,2,2,1,0,26742.67,USD
416837133-6,amman,0,1,2,2,26266.32,USD
199847883-1,A'zarqa,0,1,0,2,49071.66,USD
250582935-7,Amman,1,0,2,1,48349.80,USD
683906024-1,Capital City,0,1,2,0,42017.79,USD
629105584-8,zaqra,1,2,2,1,16419.43,JOD
999053059-9,Zarqa,1,0,0,2,15898.50,USD
868540713-3,Capital City,0,2,1,0,15471.58,JOD
348107467-0,Amman,2,0,1,0,39728.90,JOD
976965040-4,Capital City,1,1,1,1,15909.54,USD
173396740-0,A'zarqa,0,0,0,1,19300.35,JOD
620956151-9,amman,1,2,2,1,40006.41,USD
505277328-5,A'zarqa,1,1,2,0,41166.27,JOD
600171121-6,Zarqa,2,0,2,1,46845.70,JOD
139730530-4,Zarqa,1,1,0,0,40862.61,USD
240055963-5,zaqra,0,2,1,1,37464.54,USD
456000231-2,amman,1,1,1,2,28098.97,JOD
134911313-1,zaqra,0,0,2,0,45989.79,JOD
403670907-0,A'zarqa,2,0,1,1,12180.45,USD
858785436-4,zaqra,0,1,2,2,43940.63,JOD
370732340-4,zaqra,1,2,0,0,28200.09,JOD
480072345-0,amman,0,0,1,2,50043.10,USD
816938494-X,Capital City,0,2,2,1,41453.11,USD
061047280-1,Amman,0,2,0,1,48062.31,JOD
385820802-7,,2,1,2,1,31626.60,USD
481363494-X,Amman,0,0,1,1,52658.16,USD
932694395-X,Amman,1,1,1,0,29238.36,JOD
599510048-3,A'zarqa,0,0,2,0,19610.39,JOD
442671899-6,Capital City,1,2,1,2,39301.01,USD
367670707-9,Amman,1,0,1,0,46518.24,JOD
884134744-9,amman,2,1,0,2,32823.58,USD
439811349-5,zaqra,0,2,2,0,15573.92,JOD
379689276-0,Zarqa,0,0,2,0,32698.51,USD
587364127-7,Amman,1,1,2,0,40301.67,JOD
520426062-5,Amman,1,2,1,1,16005.31,USD
421680464-0,amman,0,2,2,2,14493.59,USD
331382806-X,Zarqa,2,1,0,2,26924.60,USD
971104669-5,Zarqa,2,0,2,2,31989.06,JOD
122677736-8,zaqra,2,0,1,1,19211.49,JOD
907275420-4,A'zarqa,0,0,0,0,22029.02,USD
265218527-6,,1,1,1,0,22784.30,USD
917545843-8,Amman,1,2,1,1,46329.96,JOD
217877985-9,Amman,0,2,2,1,17524.83,JOD
132800615-8,,2,1,2,2,51994.86,USD
780114317-5,amman,1,1,1,1,25485.53,USD
280117407-6,,2,1,1,2,48098.49,JOD
312832666-5,A'zarqa,2,2,0,1,33703.52,JOD
460475768-2,Amman,1,0,2,2,46601.30,JOD
737087703-5,amman,0,2,0,2,12796.65,USD
671862661-9,A'zarqa,1,0,1,2,16462.90,USD
876468248-X,zaqra,2,0,2,2,41652.01,USD
396074515-X,Capital City,0,0,1,2,15264.85,USD
133048234-4,Amman,0,2,0,1,15422.50,JOD
543804015-X,Zarqa,2,1,0,1,40339.01,JOD
870039606-0,Amman,0,1,1,2,31209.12,JOD
233812995-4,zaqra,2,2,1,0,17467.29,JOD
981424426-0,,2,2,2,0,43273.26,JOD
505605100-4,Zarqa,0,0,1,1,30633.49,USD
165871402-4,Amman,2,0,1,0,45765.55,USD
415903788-7,A'zarqa,0,0,1,0,30180.79,JOD
494883933-7,Capital City,0,2,2,2,48265.56,USD
301491286-7,Zarqa,2,0,2,2,18346.49,JOD
197571401-6,,1,1,0,1,27597.07,USD
738708093-3,amman,2,0,0,1,28183.77,JOD
843847256-7,Capital City,2,2,1,0,38601.87,USD
092616540-2,Amman,0,1,1,2,46814.47,JOD
864659181-6,Capital City,1,0,2,2,22517.51,USD
788419383-3,A'zarqa,0,1,0,0,14817.62,USD
716321038-8,Amman,1,1,1,1,30918.47,USD
697474517-6,amman,2,1,1,0,22762.35,JOD
310250697-6,Amman,2,2,2,2,22806.90,USD
708114630-9,zaqra,0,1,1,0,47000.12,USD
510591999-8,Capital City,1,1,2,1,38106.99,JOD
747782264-5,amman,2,1,1,2,40732.12,JOD
197873872-2,amman,1,0,0,0,25079.11,JOD
468995028-8,Amman,0,2,1,1,19345.68,JOD
223245649-8,Zarqa,1,0,0,1,40252.66,JOD
969374769-0,zaqra,1,0,1,1,36504.83,JOD
845383033-9,A'zarqa,1,0,2,2,19281.89,JOD
858812998-1,,1,1,1,1,33228.76,JOD
383894886-6,Amman,0,1,2,1,32816.84,JOD
648610810-X,A'zarqa,2,2,2,0,46792.24,JOD
286103095-X,Zarqa,0,1,2,1,36212.05,JOD
322809357-3,Capital City,2,2,2,0,21983.37,USD
563266068-0,A'zarqa,2,2,1,2,31869.86,USD
276563968-X,zaqra,1,0,2,1,24596.92,JOD
407694564-6,A'zarqa,1,2,1,1,51744.95,JOD
994423774-4,Amman,0,1,2,2,15229.91,USD
345295605-9,A'zarqa,1,0,1,2,21480.92,JOD
159106909-2,,1,0,2,1,40410.52,USD
733078866-X,Capital City,1,2,2,0,22316.40,USD
579359824-3,Amman,2,0,2,2,20504.64,USD
836084804-1,Amman,2,1,2,0,45216.04,USD
145116601-X,amman,2,2,0,0,28019.46,USD
118122087-4,Capital City,2,1,1,2,17608.36,JOD
012214305-1,amman,2,2,0,0,40889.14,USD
379531957-9,Capital City,0,1,2,1,19232.71,JOD
211079119-5,Zarqa,2,1,2,0,16449.39,JOD
036708542-9,amman,1,1,1,0,22964.22,JOD
369687492-2,Zarqa,0,0,2,1,39048.17,JOD
755288160-7,Capital City,1,2,1,0,36608.01,USD
091852191-2,amman,2,1,2,1,52358.71,USD
189674657-8,A'zarqa,2,0,2,1,49983.86,JOD
813992917-4,Zarqa,1,2,2,2,13880.93,JOD
410241299-9,Capital City,2,0,0,1,43678.83,JOD
811825621-9,A'zarqa,1,1,1,0,41016.35,JOD
281634847-4,A'zarqa,0,2,2,2,18674.20,JOD
449801975-X,A'zarqa,1,1,1,0,34767.02,USD
829550439-8,amman,2,2,0,0,33560.13,USD
185480136-8,Amman,2,0,0,1,21949.37,JOD
526847208-9,Amman,2,2,2,0,21679.32,USD
004731028-6,A'zarqa,0,1,0,1,38522.35,USD
112099137-4,Zarqa,0,0,2,2,15348.89,USD
349938304-7,amman,2,0,0,1,49400.82,JOD
528742747-6,Amman,0,2,1,1,22511.32,JOD
807655795-X,Zarqa,2,0,2,1,42282.09,JOD
887292709-9,,1,0,2,0,43242.57,JOD
127582888-4,amman,2,1,2,2,42419.10,JOD
215953729-2,zaqra,1,1,2,1,18789.11,USD
983207100-3,Zarqa,2,0,0,0,50015.48,USD
173374688-9,Zarqa,0,1,1,0,49805.20,USD
506932047-5,Capital City,0,0,2,0,29776.86,JOD
153780159-7,A'zarqa,0,0,2,1,48684.72,USD
358329660-5,zaqra,2,1,2,2,49499.86,JOD
579965980-5,Amman,2,0,2,0,38762.42,USD
776733787-1,zaqra,2,0,2,0,32967.69,JOD
658479705-8,Amman,1,1,2,1,23567.28,JOD
363437881-6,zaqra,2,1,1,0,35952.84,USD
903869955-7,A'zarqa,1,1,2,2,20243.17,USD
468058914-0,Zarqa,0,1,0,0,29479.90,USD
550925041-0,A'zarqa,0,0,1,1,16472.64,JOD
310377321-8,A'zarqa,0,2,2,2,27157.69,USD
852177908-9,amman,1,2,1,1,52578.98,USD
108938972-8,zaqra,1,2,1,2,46654.73,JOD
236610938-5,A'zarqa,2,2,1,2,39018.41,JOD
187869431-6,Capital City,2,1,1,2,26296.93,JOD
418695816-5,Amman,1,0,2,1,30176.93,JOD
225199774-1,amman,1,2,0,1,31129.83,USD
463175761-2,A'zarqa,2,0,2,2,26034.23,USD
975051546-3,,1,1,1,2,28381.22,USD
104533587-8,zaqra,2,2,2,0,14031.58,USD
611451496-3,Capital City,2,1,0,2,27234.05,JOD
570819087-6,zaqra,2,1,2,2,14851.13,USD
479249210-6,A'zarqa,1,0,1,1,43453.89,USD
838429226-4,A'zarqa,2,2,0,0,39422.11,JOD
584655568-3,zaqra,1,1,0,1,43352.12,USD
584286076-7,amman,2,2,0,0,52640.92,JOD
857411284-4,Zarqa,2,2,2,2,34903.72,USD
153972859-5,Zarqa,0,0,0,2,30313.34,USD
803387069-9,Zarqa,2,0,2,2,43060.44,USD
019226339-0,amman,0,1,2,2,19597.71,JOD
953194464-4,,0,0,1,1,34363.60,JOD
683669510-6,amman,2,1,0,2,14416.92,USD
677883345-9,Amman,2,1,2,2,32144.31,USD
675006580-5,,2,1,1,1,28572.64,USD
961348626-7,A'zarqa,0,2,1,0,36988.88,JOD
889429745-4,amman,2,1,2,2,40940.31,JOD
305549830-5,Capital City,2,1,2,2,15502.53,JOD
286965087-6,zaqra,1,1,0,2,12673.54,JOD
711817562-5,A'zarqa,1,2,2,2,51601.84,USD
828037957-6,Zarqa,1,2,1,0,35187.89,JOD
988130136-X,Amman,1,1,2,2,31604.37,USD
913918042-5,,2,2,0,2,16982.38,USD
395560937-5,zaqra,1,1,0,0,12591.70,JOD
891717740-9,Capital City,1,2,1,0,30228.81,JOD
675524277-2,Zarqa,1,1,0,0,46575.12,USD
018865203-5,amman,1,1,2,2,39759.00,USD
462305375-X,Capital City,1,2,0,2,24707.67,JOD
786778108-0,Zarqa,2,2,1,0,46185.99,USD
003367627-5,amman,0,1,1,0,24658.25,JOD
561779975-4,zaqra,1,1,0,1,23258.88,JOD
540593763-0,amman,1,0,0,2,25156.38,JOD
373028504-1,Capital City,1,2,1,0,51470.55,JOD
927021010-3,amman,1,2,2,2,42307.96,USD
370316204-X,Amman,2,1,0,1,14001.80,JOD
238226224-9,zaqra,1,2,0,1,13092.34,JOD
735235027-6,Amman,2,2,0,1,25327.83,JOD
218998212-X,Capital City,2,1,2,0,34939.31,JOD
327866280-6,A'zarqa,1,2,2,2,27990.55,JOD
814323805-9,A'zarqa,0,1,2,0,42247.25,JOD
623091702-5,amman,0,0,0,1,28973.79,JOD
532624190-0,zaqra,2,0,0,1,35323.65,JOD
195191406-6,,0,2,2,0,22709.86,JOD
481053531-2,Amman,2,2,0,1,26515.42,USD
459207725-3,,1,0,2,1,47653.47,JOD
857018100-0,A'zarqa,2,0,0,2,21803.27,USD
669818634-1,amman,0,1,1,1,47355.48,USD
239199258-0,zaqra,0,0,0,2,35562.90,JOD
127136498-0,Capital City,1,0,1,2,45481.01,USD
267885440-X,Amman,2,1,2,2,25732.84,USD
687458905-9,A'zarqa,0,2,1,2,29686.95,USD
480832161-0,Zarqa,1,1,2,0,34423.77,USD
159994311-5,amman,0,0,1,2,14365.24,JOD
007945606-5,Amman,0,0,1,0,31190.98,JOD
234619755-6,Amman,1,1,1,2,50234.21,USD
335965931-7,Amman,2,0,2,1,22281.52,USD
684802087-7,zaqra,1,0,2,2,33888.37,JOD
788392189-4,amman,0,2,2,1,19838.51,USD
685402431-5,Zarqa,2,1,0,2,17842.80,JOD
562928851-2,Capital City,2,2,1,1,48658.56,JOD
975541785-0,A'zarqa,0,1,0,0,17113.97,USD
264394814-9,Capital City,1,2,2,2,49725.12,JOD
326094333-1,amman,1,1,2,0,50546.53,USD
427851132-9,A'zarqa,1,1,2,2,37544.47,USD
740653816-2,Amman,0,1,1,1,20141.28,USD
301633172-1,A'zarqa,1,2,2,0,52230.94,USD
868554484-X,A'zarqa,2,2,1,2,49450.02,USD
255214355-5,zaqra,1,0,0,2,42684.53,USD
966107497-6,zaqra,0,1,1,0,39918.12,USD
080905577-5,Capital City,2,2,2,0,27990.36,USD
461896845-1,zaqra,0,0,1,0,41357.36,USD
271568428-2,Amman,2,2,1,2,16474.25,JOD
472120752-2,,2,2,2,1,42730.36,JOD
265657216-9,Zarqa,2,1,0,1,28283.34,JOD
797246112-0,Amman,0,2,0,1,47045.72,JOD
031797633-8,Amman,2,0,0,2,20798.92,JOD
599635226-5,Amman,0,1,0,2,30767.33,USD
020484511-4,A'zarqa,0,0,1,0,19188.51,USD
961657663-1,Zarqa,1,0,1,1,26329.10,JOD
445780295-6,amman,1,0,0,2,31570.67,USD
184859423-2,Amman,1,1,2,0,46065.89,USD
883575669-3,zaqra,0,1,2,2,49680.35,JOD
450679308-0,Amman,2,1,1,0,28421.12,USD
952635361-7,amman,1,1,2,2,27176.66,JOD
931060308-9,amman,2,0,2,0,42625.58,USD
245756999-0,,1,1,2,2,14661.17,JOD
399816471-5,Capital City,1,1,1,0,42318.50,JOD
882872016-6,Capital City,0,1,0,1,37571.55,JOD
566289331-4,Capital City,0,1,1,0,37189.99,USD
805564954-5,Zarqa,1,2,1,2,43639.73,USD
133696221-6,amman,2,0,0,2,32940.10,USD
904330936-2,A'zarqa,0,2,0,1,38814.93,USD
029467813-1,Zarqa,1,2,2,1,52467.71,USD
099610764-9,Amman,0,1,1,2,34230.84,USD
107893976-4,A'zarqa,0,1,0,2,24777.74,USD
322554262-8,Amman,2,0,2,1,48414.95,USD
034062456-6,Amman,0,2,0,0,24113.03,JOD
890655991-7,A'zarqa,1,2,0,2,47001.44,JOD
684241111-4,amman,1,2,1,0,23965.66,JOD
892852881-X,zaqra,2,0,1,1,29980.97,USD
246732606-3,amman,0,2,0,1,49440.47,USD
728623527-3,Zarqa,1,0,1,1,15823.24,USD
734780814-6,Capital City,0,2,1,2,34235.86,USD
461168961-1,zaqra,0,1,2,0,23410.10,USD
787405601-9,Zarqa,0,1,1,1,48202.02,USD
659916010-7,A'zarqa,0,2,0,2,46195.66,JOD
394734333-7,Zarqa,1,1,1,1,52939.97,JOD
305912505-8,Zarqa,1,0,1,2,14866.26,USD
147808056-6,A'zarqa,0,0,1,1,41200.24,JOD
109733861-4,Amman,1,0,0,0,21526.47,USD
051020696-4,A'zarqa,2,2,1,1,52932.52,JOD
142508704-3,Amman,1,2,0,0,43943.14,USD
015212918-9,Zarqa,2,2,1,1,16459.26,JOD
552908535-0,Capital City,1,2,2,2,16220.50,USD
186714046-2,amman,1,1,1,0,50680.24,JOD
222441900-7,zaqra,1,1,1,0,13829.43,USD
685584423-5,A'zarqa,1,0,0,0,36388.55,USD
432217474-4,A'zarqa,2,0,1,1,26689.64,JOD
203247533-2,Amman,0,0,2,1,18788.54,USD
735033561-X,amman,2,1,2,1,24747.73,USD
317143541-1,amman,1,1,2,2,14039.60,JOD
459713191-4,Capital City,0,1,2,0,37431.56,JOD
897153561-X,Amman,2,2,2,1,15629.20,USD
754900230-4,A'zarqa,1,0,0,1,37297.64,USD
844788807-X,Amman,0,0,2,1,33160.43,USD
115289950-3,Amman,1,0,2,1,16709.93,JOD
648403793-0,zaqra,0,2,2,2,24652.57,USD
281920396-5,zaqra,1,2,1,1,16280.05,USD
553838444-6,amman,1,2,1,1,48821.67,JOD
957718764-1,amman,2,1,2,2,50863.19,JOD
017103923-8,Zarqa,1,2,0,1,40956.06,USD
218500567-7,Zarqa,0,2,2,2,13128.67,JOD
992341695-X,A'zarqa,0,1,1,2,19691.44,JOD
920062256-9,,0,1,2,2,49996.67,JOD
469979077-1,Zarqa,1,0,2,1,19989.33,USD
062080444-0,Amman,0,0,0,2,12397.29,JOD
384945719-2,A'zarqa,2,0,2,1,21857.35,USD
342639770-6,A'zarqa,0,2,0,2,13185.50,USD
137027607-9,A'zarqa,1,1,2,2,29821.31,USD
861335791-1,amman,1,1,0,2,28001.33,JOD
326500537-2,amman,0,2,0,0,20127.79,JOD
286375640-0,Capital City,2,1,1,1,26899.60,JOD
903937421-X,Zarqa,2,1,0,0,47837.19,JOD
716709428-5,amman,0,2,1,2,37398.09,USD
813443645-5,A'zarqa,0,0,2,2,18229.38,JOD
229979262-7,amman,2,2,2,0,31498.33,USD
568354128-X,zaqra,2,1,2,2,29345.09,JOD
546404800-6,A'zarqa,2,2,2,1,18322.34,USD
004085797-2,zaqra,0,1,2,1,30026.60,USD
154752398-0,Amman,0,2,0,2,24203.49,JOD
