Company,Country,Department_1,Department_2,Department_3,Department_4,Salary,Currency
346643587-0,Egypt,1,1,2,1,1378.01,euro
386003990-3,Egypt,1,1,2,0,1356.37,$
305878066-4,JOD,0,0,1,0,1163.37,euro
104509395-5,jod,1,0,0,2,1448.93,euro
247805649-6,egypt,0,1,1,2,1488.99,JOD
884645075-2,Kuwait,1,2,1,2,612.68,euro
286110995-5,egypt,0,1,2,2,896.38,usd
714900019-3,egypt,0,0,0,2,1084.36,$
492336217-0,Kuwait,1,1,1,0,1258.44,usd
445611307-3,Kuwait,1,0,0,2,1086.10,usd
288251181-7,JOD,0,2,0,2,1407.24,Euro
787414535-6,Egypt,0,1,1,1,783.65,usd
229723730-8,jod,1,0,1,0,1105.05,USD
929366542-5,Kuwait,0,2,2,1,1385.03,euro
866495034-2,jod,2,0,2,0,1078.31,Euro
709816068-7,egypt,1,2,2,2,1452.03,Euro
113429060-8,Kuwait,0,2,2,0,786.96,Euro
772580364-5,egypt,2,1,1,1,820.58,USD
984658819-4,egypt,0,2,2,2,1182.51,USD
979010491-X,egypt,1,2,1,1,1480.23,euro
880841419-1,egypt,1,0,1,0,912.60,$
726970406-6,JOD,0,1,1,0,857.72,USD
165892431-2,Kuwait,2,0,1,0,821.25,JOD
254540910-3,,0,1,,0,1174.87,JOD
644365685-7,Kuwait,1,2,1,1,959.28,JOD
009507751-0,,0,2,,2,1110.94,USD
766062034-7,Egypt,1,0,1,1,1303.41,usd
808109854-2,Kuwait,1,0,1,1,1148.02,$
412521893-5,Jordan,2,2,1,0,943.70,Euro
327980868-5,,2,2,,0,1425.45,usd
271256016-7,jod,0,0,2,0,1477.67,usd
299362994-8,egypt,1,1,0,0,1434.01,euro
037364090-0,JOD,0,2,0,1,1454.84,euro
543609329-9,egypt,1,2,0,1,946.68,usd
134652924-8,JOD,2,0,1,1,660.17,Euro
459954742-5,Jordan,0,2,1,1,1461.24,euro
952377993-1,Jordan,0,1,1,2,955.31,Euro
613499567-3,jod,1,0,0,0,1043.11,usd
413085069-5,Kuwait,2,1,0,1,987.26,euro
250141534-5,jod,1,2,1,0,1493.97,$
329173340-1,JOD,2,2,0,1,1122.23,euro
153546085-7,Jordan,2,2,1,0,1320.04,JOD
624056957-7,Egypt,2,0,1,1,1490.79,euro
902687283-6,Egypt,2,1,0,1,1099.14,Euro
462467379-4,JOD,2,1,0,0,609.53,Euro
292235175-0,Jordan,0,2,2,0,883.40,Euro
012105546-9,jod,2,2,2,0,650.63,euro
116516817-0,jod,2,0,2,2,1260.79,Euro
219107710-2,Kuwait,2,2,2,1,1261.16,USD
576920643-8,egypt,1,2,1,0,1073.78,$
839328638-7,egypt,2,2,2,0,969.53,euro
867547738-4,Kuwait,2,2,1,2,909.94,USD
401233242-2,JOD,0,0,1,2,1225.36,euro
383054421-9,Egypt,0,1,0,0,763.55,Euro
769290015-9,Egypt,1,0,1,0,742.64,usd
466732358-2,JOD,1,1,0,2,890.01,usd
730096052-9,Jordan,1,1,1,0,1022.72,$
833393127-8,JOD,2,2,0,1,963.78,$
354125825-X,Egypt,2,0,0,0,801.94,Euro
749753493-9,JOD,1,1,1,0,1419.85,USD
908494901-3,Jordan,1,2,1,0,864.30,$
915084731-7,Kuwait,1,1,1,2,904.34,$
553551818-2,Jordan,2,0,2,2,1377.69,euro
493574849-4,jod,0,1,1,2,1029.91,usd
272518353-7,JOD,2,2,1,0,935.17,USD
564284881-X,jod,2,2,1,0,961.46,JOD
082584733-8,JOD,2,2,2,1,1442.00,usd
208261489-1,egypt,2,0,2,1,1460.98,JOD
160171159-X,Kuwait,2,1,2,2,1115.30,usd
913050026-5,egypt,2,0,1,0,1270.58,usd
555548324-4,Egypt,0,1,0,1,1496.18,$
472914591-7,Kuwait,0,0,1,0,1376.45,USD
621556191-6,jod,0,0,0,1,1082.39,euro
981757370-2,JOD,0,2,2,2,1270.60,usd
510314163-9,Kuwait,0,0,0,0,1483.11,euro
931519094-7,jod,2,1,1,2,1198.13,USD
823589573-0,,2,2,,1,1208.04,USD
664336391-8,jod,2,0,2,1,1370.22,euro
303653243-9,Kuwait,0,1,0,0,1278.95,euro
050519755-3,Egypt,1,0,1,0,789.09,euro
550078830-2,egypt,1,2,0,0,1211.70,$
807390202-8,JOD,0,1,0,0,1108.27,usd
923470272-7,jod,2,2,2,1,857.23,Euro
979119132-8,Egypt,0,2,1,2,1097.08,Euro
950118250-9,JOD,0,2,0,2,1046.76,JOD
024954723-6,egypt,2,1,1,1,1101.60,USD
940467615-2,jod,1,1,0,1,1492.61,USD
431869458-5,Egypt,0,0,1,1,811.63,usd
982535137-3,Egypt,1,1,0,0,648.83,JOD
821237077-1,Jordan,1,0,0,1,1380.02,euro
702215585-2,egypt,2,0,2,0,894.51,Euro
275899366-X,Jordan,2,2,0,2,1427.09,$
214934043-7,Kuwait,2,0,1,1,945.36,usd
596558227-7,Kuwait,1,1,0,0,1223.99,usd
260590964-6,Egypt,2,2,0,2,1117.01,Euro
811680456-1,JOD,0,1,0,2,894.22,usd
299046721-1,jod,2,0,0,1,915.54,JOD
766945989-1,egypt,0,0,2,0,986.86,usd
140106670-4,Kuwait,2,1,2,2,678.14,$
657596855-4,Egypt,2,2,0,0,1051.38,usd
977843926-5,Jordan,0,2,2,2,771.92,$
896928780-9,Jordan,1,1,1,2,802.24,euro
573450171-9,egypt,2,0,1,2,1229.75,euro
907706495-8,JOD,1,0,1,1,1154.82,usd
141557511-8,Egypt,2,1,1,2,840.71,$
201570991-6,Jordan,1,1,1,2,1177.63,Euro
274661225-9,Jordan,2,1,2,2,1361.75,$
039290913-8,JOD,1,1,1,1,1118.99,$
851201146-7,jod,0,0,2,1,1206.84,euro
064703754-8,JOD,0,2,1,0,932.56,$
527428725-5,JOD,2,2,0,1,881.68,euro
775940910-9,egypt,2,2,0,2,1199.80,euro
880739816-8,Kuwait,2,0,1,1,701.18,USD
563978939-5,Egypt,1,1,2,2,996.99,$
760231004-7,Egypt,1,2,1,2,896.76,euro
477435453-8,Egypt,2,0,0,1,972.66,usd
490827656-0,jod,2,1,2,2,947.01,Euro
028641980-7,Jordan,1,2,0,2,749.63,$
196988914-4,jod,0,0,0,0,1280.40,USD
185886497-6,Jordan,2,0,1,2,762.34,Euro
957506564-6,Jordan,2,0,1,0,674.54,usd
035934757-6,egypt,2,2,1,1,1095.74,euro
638076139-X,Kuwait,2,0,1,2,1408.47,usd
407345091-3,Egypt,1,0,1,2,1389.41,usd
949603663-5,Kuwait,2,2,2,0,796.95,usd
399784926-9,egypt,0,0,2,0,698.08,usd
815632024-7,JOD,0,0,1,1,1371.67,euro
926550043-3,Egypt,2,2,2,0,889.72,Euro
622695719-0,,2,2,,0,1284.37,Euro
243817915-5,Jordan,1,2,2,0,980.09,JOD
483828870-0,jod,1,1,0,1,1304.93,USD
907129859-0,Jordan,0,0,1,2,1114.84,usd
984363689-9,JOD,0,0,2,2,1197.20,usd
567145070-5,egypt,0,2,1,0,956.59,euro
866405168-2,egypt,2,0,2,1,691.73,JOD
391810901-1,Jordan,2,2,0,1,876.46,euro
812199670-8,Jordan,2,2,1,0,858.61,euro
283472907-7,Jordan,1,1,2,0,953.40,Euro
062230736-3,Kuwait,1,0,0,2,1358.37,JOD
082824893-1,JOD,1,1,0,2,1060.52,USD
549185279-1,egypt,1,2,2,0,691.98,JOD
777016536-9,Jordan,1,1,2,0,1185.62,Euro
713989248-2,,2,1,,1,1444.60,euro
252772909-6,Egypt,2,0,0,0,1013.61,usd
809455087-2,jod,1,2,0,2,840.92,JOD
559313315-8,egypt,2,0,0,2,652.48,euro
018620087-0,JOD,2,0,1,2,851.14,Euro
804655753-6,JOD,2,1,1,0,1019.39,Euro
368259383-7,Kuwait,0,0,1,2,886.53,JOD
956970840-9,jod,0,0,1,0,627.56,usd
630490181-X,jod,2,1,2,1,1003.39,USD
290905902-2,Kuwait,1,1,1,1,1173.04,euro
317620329-2,egypt,2,2,0,2,769.23,USD
145668640-2,JOD,1,0,0,1,1499.49,Euro
211614268-7,egypt,1,0,2,1,1300.40,JOD
617562758-X,jod,1,0,0,1,1411.62,euro
345326263-8,jod,1,2,0,1,1219.98,USD
105667079-7,Egypt,2,2,0,1,1374.94,JOD
272050607-9,,0,0,,2,931.46,euro
022379556-9,JOD,1,2,0,1,611.55,usd
139017299-6,JOD,0,1,1,0,883.25,usd
201212843-2,jod,0,2,2,2,1330.32,JOD
661890494-3,Egypt,2,0,0,1,1006.98,usd
574946691-4,Egypt,2,0,2,0,1185.51,USD
292384704-0,egypt,2,0,1,1,1383.61,euro
468799969-7,jod,0,2,2,2,875.15,Euro
934040006-2,Kuwait,1,1,1,0,1158.57,JOD
843943796-X,Egypt,1,0,2,1,1076.19,euro
248918529-2,Kuwait,2,1,1,1,823.34,Euro
454903510-2,JOD,1,0,2,0,1060.40,Euro
141190942-9,jod,2,0,1,1,725.37,usd
142026198-3,jod,0,1,1,1,1219.55,$
847199788-6,Egypt,1,1,0,0,1488.31,usd
400126114-6,jod,1,2,1,2,1056.51,usd
428490815-4,egypt,2,2,2,0,1100.67,euro
650230569-5,Jordan,0,2,1,0,866.83,euro
696939333-X,Egypt,0,2,0,1,1114.04,$
583468132-8,Kuwait,1,2,0,2,998.10,USD
023575453-6,JOD,0,2,2,2,777.78,Euro
611457803-1,Jordan,1,2,2,0,843.65,JOD
052320062-5,Jordan,2,0,1,1,841.37,USD
894177644-9,JOD,2,2,0,1,729.60,USD
826373328-6,egypt,2,1,1,0,697.94,usd
151616585-3,Egypt,0,2,0,2,865.03,euro
304580664-3,Egypt,0,1,0,2,1333.71,JOD
080866358-5,egypt,1,2,1,1,1376.09,usd
123184332-2,Egypt,2,2,0,1,1178.19,JOD
770697918-0,jod,1,0,0,2,1465.48,JOD
390132375-9,jod,0,0,0,1,622.31,euro
335448508-6,egypt,1,2,2,1,1164.97,Euro
063405969-6,Jordan,0,0,2,1,739.13,euro
937288490-1,Kuwait,0,0,0,1,973.72,USD
246183212-9,jod,1,1,1,1,1301.35,$
276279676-8,Kuwait,0,0,0,2,1252.30,USD
538118941-9,JOD,2,2,2,0,1255.97,$
300369128-7,Jordan,1,0,0,0,645.05,usd
069708896-0,egypt,1,2,2,0,1375.51,$
196779460-X,egypt,0,0,1,0,1465.27,$
212709919-2,Jordan,1,0,2,2,945.51,usd
292041389-9,egypt,1,1,2,1,1286.17,JOD
370138213-1,Kuwait,0,1,0,0,1184.44,JOD
480126727-0,Kuwait,0,1,2,2,683.93,Euro
202795517-8,Jordan,1,2,2,1,753.99,Euro
344904415-X,egypt,2,0,1,0,1208.47,Euro
214780266-2,JOD,0,1,0,2,1329.05,JOD
856982644-3,Kuwait,2,1,0,1,1222.09,USD
682210693-6,jod,2,0,1,1,1493.18,$
489588205-5,jod,1,1,1,0,1461.72,$
381543367-3,jod,0,0,0,0,1161.36,$
298711718-3,Egypt,1,0,2,1,880.21,Euro
493417189-4,,0,1,,2,775.93,usd
540784419-2,Jordan,1,0,2,1,1259.07,$
253336341-3,JOD,1,2,1,1,1017.68,USD
133419365-7,Egypt,0,0,0,1,747.77,USD
380437212-0,JOD,0,2,0,0,1174.62,JOD
477631688-9,jod,1,2,1,1,632.05,$
694818906-7,Kuwait,2,0,0,1,1367.93,usd
360638233-2,JOD,1,2,0,0,1208.99,USD
182107738-5,egypt,1,2,0,1,1271.89,$
304790438-3,JOD,2,2,1,2,1120.59,$
068109817-1,Jordan,1,0,1,2,910.62,euro
917433468-9,Jordan,1,1,0,0,971.32,euro
695726797-0,egypt,0,1,2,1,1270.58,JOD
531315249-1,Kuwait,2,0,0,1,1489.14,Euro
211092163-3,JOD,2,1,0,0,1215.70,usd
338732634-3,jod,2,1,2,0,1442.24,Euro
437028341-8,jod,0,1,1,1,1473.42,$
279231560-1,JOD,1,2,1,0,935.18,usd
839354433-5,egypt,1,2,0,2,1031.25,USD
930715391-4,JOD,2,1,1,0,960.88,JOD
630992833-3,Kuwait,0,0,1,0,1497.57,$
294874881-X,egypt,0,2,1,1,783.30,usd
336981651-2,jod,2,0,2,0,1026.99,euro
372093096-3,Kuwait,2,1,0,1,1324.24,USD
649524509-2,egypt,1,0,0,2,675.28,euro
860787667-8,jod,0,2,2,0,948.31,USD
731071160-2,egypt,2,0,1,0,1215.27,Euro
328771172-5,egypt,0,0,0,0,1319.87,Euro
997332814-0,JOD,0,1,2,2,790.57,USD
234541513-4,JOD,1,2,2,1,608.63,USD
495498705-9,JOD,0,1,1,2,913.78,Euro
544577321-3,jod,2,0,1,1,1042.13,JOD
063682835-2,Egypt,1,1,2,2,678.70,$
949189440-4,jod,0,0,1,0,679.59,Euro
092909177-9,Kuwait,0,2,0,1,1136.65,euro
306757891-0,JOD,2,2,0,1,1130.02,USD
558961045-1,Jordan,1,0,2,1,654.73,USD
195078923-3,Jordan,1,2,1,0,717.30,Euro
389839621-5,jod,1,2,0,2,1360.48,USD
140962360-2,egypt,1,1,0,2,1284.38,Euro
903547894-0,Jordan,2,1,2,0,1032.81,USD
822511929-0,Egypt,1,2,2,0,1173.83,USD
486591804-3,Kuwait,0,0,2,1,1220.82,usd
883899414-5,Jordan,1,0,2,2,1261.31,euro
932069625-X,Kuwait,1,2,1,1,876.26,euro
938083654-6,Jordan,2,0,1,0,1012.65,$
727752135-8,Kuwait,0,0,1,2,1103.30,usd
136676753-5,Egypt,0,1,2,2,1357.33,JOD
530213669-4,egypt,1,1,2,2,1325.94,Euro
441367381-6,egypt,2,2,1,1,1120.48,usd
875253018-3,jod,2,2,0,0,1313.06,$
705373517-6,JOD,2,1,0,2,818.58,JOD
469066247-9,Egypt,2,1,2,2,935.17,$
072215123-3,JOD,0,2,1,0,616.14,Euro
797183624-4,JOD,1,2,2,2,1380.35,Euro
064893436-5,JOD,2,2,0,1,1354.93,Euro
862054669-4,egypt,0,1,2,2,918.28,euro
653188587-4,egypt,0,1,2,2,1162.20,euro
243508449-8,Egypt,2,2,0,0,1408.10,usd
510708706-X,Egypt,0,2,2,2,1287.92,$
622413264-X,egypt,1,2,0,1,1142.26,USD
653191365-7,JOD,0,2,1,1,620.27,JOD
920294442-3,Egypt,2,0,2,2,1458.51,euro
641855710-7,egypt,2,1,0,1,1329.86,JOD
230620267-2,jod,1,1,2,0,1179.66,$
059887373-2,egypt,0,1,2,2,1499.16,JOD
357136573-9,egypt,2,1,2,1,1044.55,$
461647393-5,egypt,1,1,1,0,731.25,Euro
592475445-6,jod,1,1,1,0,1062.65,usd
240164295-1,Kuwait,2,2,2,0,878.37,USD
595691101-8,Kuwait,1,0,1,1,960.46,usd
439443759-8,JOD,1,0,2,1,962.20,euro
118169394-2,Kuwait,2,1,1,0,1451.53,Euro
401501862-1,JOD,1,1,0,0,1287.26,$
929076304-3,jod,1,0,0,1,1456.00,usd
042585053-6,Jordan,1,0,0,0,1074.31,$
774525357-8,egypt,2,1,2,0,1226.93,usd
604098606-9,egypt,0,2,0,2,1028.40,$
245045447-0,JOD,2,2,1,2,695.97,euro
114603947-6,jod,2,0,2,1,1171.97,Euro
463685003-3,Kuwait,1,1,1,1,1139.52,JOD
357970251-3,JOD,2,1,0,2,894.50,euro
263450045-9,JOD,0,0,2,0,1243.73,JOD
198743143-X,Egypt,2,0,1,1,1369.47,USD
749098866-7,JOD,1,1,1,2,1419.48,JOD
638922147-9,Egypt,2,0,0,1,941.62,Euro
967308569-2,Jordan,2,2,1,2,1149.06,USD
509831937-4,Egypt,2,1,1,2,1398.89,JOD
138267402-3,Kuwait,1,1,1,2,691.94,JOD
829898933-3,Kuwait,2,1,0,0,942.07,$
984839449-4,egypt,0,1,0,1,1342.75,$
670203490-3,egypt,1,1,0,1,613.36,JOD
010492497-7,egypt,2,2,1,1,1330.06,euro
104439133-2,egypt,0,1,2,0,815.95,JOD
713845506-2,Jordan,2,0,1,0,696.37,$
727770137-2,egypt,0,1,0,2,1386.22,Euro
381437952-7,Kuwait,2,1,2,0,1039.68,JOD
463060735-8,JOD,0,0,1,2,661.76,Euro
549181938-7,egypt,2,1,1,2,1168.49,Euro
209210527-2,Jordan,0,0,1,1,942.37,euro
854936742-7,Kuwait,1,2,0,0,1103.66,Euro
697952222-1,Kuwait,0,1,2,0,1448.98,USD
604497329-8,Jordan,2,2,2,2,1017.44,JOD
392816912-2,Kuwait,1,1,0,1,972.59,JOD
491402033-5,Kuwait,2,2,2,2,788.93,euro
844387970-X,Egypt,0,2,2,0,644.29,USD
718046361-2,JOD,1,2,0,0,1344.21,usd
772798079-X,Jordan,0,1,1,1,1255.55,$
469052133-6,Egypt,0,2,0,0,1222.08,usd
270280197-8,jod,2,2,1,0,1286.96,JOD
098041808-9,Jordan,1,2,0,1,989.69,$
960190641-X,,2,2,,0,708.76,USD
073299964-2,JOD,1,0,2,2,1213.70,usd
762255861-3,egypt,2,1,0,1,752.54,Euro
059792210-1,egypt,0,1,0,1,1229.34,JOD
743004621-5,egypt,0,2,0,2,851.55,JOD
130221935-9,JOD,2,2,1,1,1451.17,USD
126441865-5,Jordan,1,2,0,2,883.13,Euro
103372426-2,Egypt,1,2,2,1,792.85,$
382047381-5,Jordan,2,0,1,2,899.31,$
996887077-3,egypt,2,2,2,2,1418.75,USD
361830015-8,egypt,2,0,2,1,1379.45,USD
057662516-7,egypt,1,0,1,1,1068.10,euro
014486451-7,jod,1,1,1,2,633.49,usd
104211562-1,Egypt,2,1,1,2,1370.79,usd
544750066-4,Egypt,1,1,1,1,628.75,JOD
052459202-0,jod,1,1,0,2,1264.31,USD
805863806-4,Jordan,2,2,2,2,625.22,euro
130135166-0,jod,0,2,0,0,994.26,euro
302744282-1,Jordan,2,2,0,1,1323.44,Euro
514381089-2,JOD,1,0,2,2,1379.33,usd
659056450-7,egypt,1,2,2,0,1437.29,usd
798769299-9,JOD,0,1,1,0,1312.47,euro
405831208-4,Egypt,0,2,0,2,1327.97,USD
734687778-0,Egypt,0,1,0,1,1216.09,euro
941048425-1,Jordan,0,2,1,0,906.69,euro
662956285-2,Kuwait,1,1,1,1,998.15,Euro
921493256-5,JOD,0,0,0,2,1467.61,Euro
310936319-4,Egypt,2,2,2,1,878.50,Euro
234407456-2,Kuwait,2,2,0,0,1328.10,Euro
391536327-8,Jordan,0,2,1,1,794.46,usd
238836426-4,egypt,2,1,1,1,1042.52,JOD
950017879-6,Egypt,1,1,0,0,851.97,USD
151274044-6,JOD,2,1,2,2,1329.15,usd
329354544-0,,1,2,,2,1473.93,$
534012582-3,Kuwait,1,1,2,2,686.51,$
394788014-6,jod,0,2,0,0,1342.58,JOD
664373467-3,Egypt,1,2,2,2,638.96,JOD
910798926-1,egypt,2,1,0,0,628.54,USD
093990724-0,egypt,2,1,0,2,1039.65,Euro
342181627-1,JOD,1,1,0,0,901.11,Euro
409218280-5,Kuwait,0,2,2,1,724.94,Euro
172933768-6,JOD,1,0,2,2,1086.97,$
434612481-X,Kuwait,0,0,1,1,875.48,euro
936140518-7,jod,2,0,2,0,1024.82,USD
412482765-2,egypt,1,2,2,2,975.18,JOD
179824557-4,Kuwait,2,1,0,1,1101.57,euro
791676748-1,jod,0,2,2,2,1109.96,euro
283220287-X,Kuwait,2,2,1,1,711.31,usd
996351151-1,Egypt,2,2,2,0,996.19,USD
847412599-5,Egypt,2,2,1,1,1243.65,USD
932218868-5,JOD,1,0,1,0,1193.52,JOD
773947938-1,JOD,2,1,1,2,660.65,USD
653009003-7,jod,1,1,2,1,662.90,euro
382041295-6,Egypt,0,1,0,0,1122.36,$
403265978-8,Jordan,0,2,0,1,1338.45,$
994986094-6,Egypt,1,0,0,2,888.94,usd
331846851-7,JOD,0,0,1,0,1174.68,usd
008487988-2,Jordan,0,0,0,1,1401.96,usd
317009945-0,jod,2,0,0,0,1017.86,euro
414655614-7,Kuwait,2,2,1,2,1010.65,euro
080871005-2,,2,1,,1,1415.83,Euro
912915723-4,egypt,0,0,2,0,1070.69,JOD
959533579-7,Jordan,2,2,0,2,1300.70,USD
167708856-7,Jordan,2,1,1,0,917.47,$
760532475-8,jod,0,2,0,2,1017.84,usd
372237012-4,JOD,0,1,2,0,886.35,usd
305414091-1,JOD,1,1,1,2,697.74,euro
256006147-3,JOD,2,1,1,0,1179.11,Euro
626329758-1,Egypt,2,2,0,1,1199.77,euro
063395451-9,JOD,1,1,2,1,1185.86,USD
488077036-1,Egypt,2,1,2,1,920.47,JOD
599462910-3,Kuwait,2,0,1,1,1126.40,usd
827466513-9,JOD,1,1,2,0,900.97,$
201415361-2,jod,1,1,1,2,1121.99,Euro
264854644-8,egypt,2,0,2,2,1285.18,Euro
487639931-X,Jordan,1,2,2,0,1246.05,euro
885251286-1,egypt,0,1,2,1,1209.77,euro
058267165-5,JOD,0,0,1,1,717.97,USD
260440899-6,Egypt,2,1,1,0,785.24,euro
551854035-3,JOD,0,2,2,0,1068.85,$
344597339-3,JOD,1,1,0,2,1247.13,USD
370901377-1,jod,2,1,0,1,1429.85,$
547377280-3,Egypt,0,2,2,1,1008.36,Euro
218643309-5,jod,1,1,2,0,1479.88,USD
674086753-4,JOD,1,1,1,2,1337.27,USD
876039228-2,JOD,1,1,2,2,732.16,usd
401157264-0,Jordan,1,1,0,0,1488.59,usd
612013871-4,Egypt,1,2,2,0,678.90,USD
637622839-9,Jordan,1,2,0,2,901.49,usd
610841873-7,Kuwait,0,1,2,1,1300.62,euro
307460094-2,Kuwait,1,2,1,0,927.41,usd
934314430-X,Jordan,1,1,2,2,1060.51,Euro
818610303-1,JOD,0,2,2,2,811.45,usd
785805094-X,Egypt,0,2,2,1,825.96,USD
263701150-5,Egypt,1,0,0,0,626.66,JOD
887586369-5,JOD,1,2,0,1,724.97,usd
096985947-3,Kuwait,2,2,0,1,1171.79,USD
753375501-4,Egypt,2,0,0,2,1173.91,euro
523692197-X,Jordan,1,0,2,1,822.52,$
392936471-9,Kuwait,0,1,2,2,975.69,JOD
460573872-X,egypt,2,2,1,1,806.15,$
693903081-6,Egypt,1,1,0,2,1049.13,USD
605967000-8,Jordan,0,0,2,0,799.26,$
944357489-6,Kuwait,1,2,0,1,958.00,usd
511932789-3,JOD,0,0,1,1,1041.49,JOD
414385045-1,Egypt,1,2,2,1,650.62,Euro
319704911-X,Egypt,2,0,0,2,867.83,euro
712415214-3,Egypt,2,1,0,2,1173.23,euro
372529389-9,,2,1,,0,1089.48,Euro
481113723-X,Kuwait,2,2,2,2,959.59,usd
990636159-X,Kuwait,0,1,2,1,711.53,Euro
625486543-2,Jordan,0,1,1,2,1102.01,JOD
626998109-3,Kuwait,2,2,2,0,1476.50,euro
847342007-1,jod,0,2,1,2,664.64,usd
908697877-0,Kuwait,2,1,2,2,822.47,euro
560611157-8,JOD,2,0,1,1,861.04,euro
514110308-0,Egypt,0,2,0,2,730.55,usd
824530338-0,Jordan,2,1,0,2,847.25,Euro
270802413-2,Jordan,2,1,1,0,1205.27,JOD
558987815-2,egypt,2,1,2,0,1421.21,$
033903653-2,Kuwait,0,0,1,2,779.68,Euro
831459147-5,Kuwait,0,1,1,1,846.81,euro
881061059-8,jod,0,2,0,2,632.93,euro
712229590-7,Kuwait,0,0,0,2,615.81,$
576916291-0,Kuwait,0,2,0,0,1260.25,Euro
257917415-X,JOD,2,1,1,2,1199.16,$
247453097-5,Jordan,0,0,2,2,714.30,usd
903896353-X,jod,1,0,1,1,1335.93,Euro
957742348-5,egypt,2,1,2,2,1128.42,JOD
558862375-4,egypt,2,2,2,1,1144.42,Euro
323103665-8,Egypt,0,0,1,1,888.26,usd
294797589-8,JOD,2,1,0,0,925.94,USD
962697857-0,JOD,1,1,0,2,644.68,euro
857240507-0,Jordan,1,0,1,2,1124.50,JOD
826277281-4,egypt,1,0,0,2,964.76,USD
679255031-0,JOD,1,0,1,0,1329.17,usd
895076212-9,jod,1,0,0,2,1027.55,$
769800197-0,jod,1,0,2,0,815.36,USD
838087010-7,Egypt,2,1,1,2,1196.70,Euro
921024880-5,Egypt,2,1,0,1,1205.72,Euro
525868911-5,JOD,0,0,2,1,1141.59,JOD
717277108-7,egypt,1,0,2,1,622.06,USD
986057245-3,jod,1,2,2,2,1008.45,JOD
080831692-3,Kuwait,1,2,0,1,723.83,$
898862284-7,Egypt,1,0,0,1,1032.93,euro
768083925-5,Jordan,1,1,1,0,839.93,JOD
055105784-X,Kuwait,1,2,1,2,671.34,USD
823175841-0,egypt,1,1,1,0,1222.00,USD
948494311-X,Egypt,1,1,1,0,1245.85,USD
781632636-X,Egypt,2,2,0,2,1321.46,USD
777151512-6,JOD,1,0,1,0,916.39,Euro
150171298-5,egypt,2,1,2,1,1260.36,Euro
813848679-1,JOD,2,1,2,0,600.63,USD
086330344-7,Jordan,0,2,1,0,1499.93,$
506197749-1,Kuwait,1,2,1,1,1109.42,euro
303102112-6,Egypt,0,0,0,2,1174.46,usd
485839840-4,Jordan,0,1,1,1,1445.69,JOD
058358231-1,,0,1,,0,700.93,Euro
187951799-X,jod,1,0,1,2,910.66,Euro
085294538-8,JOD,0,2,0,1,1397.84,euro
434903432-3,Jordan,0,2,2,1,1039.57,euro
490116095-8,jod,1,0,2,0,1440.55,euro
649690362-X,Jordan,1,1,0,0,1311.17,USD
323921152-1,Kuwait,0,2,1,0,962.07,$
818021486-9,JOD,1,1,0,2,1308.29,euro
018277640-9,jod,1,1,2,2,754.43,euro
305931478-0,Jordan,2,2,2,1,1006.55,euro
998496112-5,Egypt,1,2,1,1,1244.55,euro
982158100-5,egypt,2,1,0,1,1340.44,$
014423967-1,Kuwait,1,2,0,2,724.45,usd
201763752-1,,1,2,,2,974.20,euro
675403617-6,Jordan,2,2,0,0,1059.10,Euro
675735079-3,JOD,2,0,1,0,1172.95,euro
141688034-8,Kuwait,1,2,1,2,1077.16,Euro
888212961-6,egypt,0,2,0,0,1022.65,JOD
749933612-3,jod,2,0,2,1,954.88,$
448742609-X,JOD,2,1,2,0,628.62,Euro
710664138-3,egypt,2,2,1,1,1331.55,Euro
418375416-X,Kuwait,0,1,1,1,746.62,USD
385542203-6,Kuwait,0,1,1,0,1159.30,JOD
164154051-6,egypt,1,1,1,1,1168.99,usd
172329636-8,egypt,0,2,1,2,1224.67,JOD
370839974-9,jod,1,0,1,0,925.34,$
295145529-1,Kuwait,2,0,1,0,858.51,$
327927912-7,JOD,2,2,0,1,1090.41,euro
734805856-6,egypt,2,2,2,0,916.38,euro
052198431-9,JOD,1,1,1,1,780.32,euro
445073876-4,Egypt,0,0,2,2,1220.48,usd
222206796-0,JOD,2,1,1,2,1049.23,JOD
943998877-0,jod,2,2,2,2,1416.17,USD
488612448-8,JOD,2,1,1,1,600.37,Euro
779889853-0,egypt,2,0,1,2,671.99,usd
851642438-3,Jordan,2,1,2,0,849.38,USD
138193816-7,Kuwait,2,2,0,1,1496.34,$
229152095-4,Egypt,2,0,0,1,799.59,euro
340485328-8,Kuwait,2,2,2,0,871.45,Euro
039448967-5,egypt,0,0,1,2,1206.73,Euro
149825942-1,jod,1,0,1,1,800.03,$
567069729-4,Jordan,2,2,2,1,1491.64,$
631107333-1,Jordan,1,2,1,0,1424.22,JOD
288128711-5,jod,0,2,2,2,795.35,USD
681047008-5,Jordan,0,2,0,1,1341.37,Euro
273547326-0,,2,1,,2,1416.94,euro
311385563-2,jod,1,0,2,0,1266.94,Euro
624336617-0,Egypt,1,2,0,0,875.78,euro
035731750-5,Egypt,0,2,2,1,907.45,JOD
214686548-2,egypt,0,2,0,1,1021.01,euro
002663403-1,jod,2,1,2,2,987.36,usd
655080442-6,Jordan,2,2,1,2,649.90,$
685882162-7,JOD,0,2,1,1,886.91,euro
755968516-1,egypt,2,1,1,1,615.48,JOD
085027268-8,egypt,0,0,2,1,838.66,USD
807727440-4,JOD,0,1,1,1,1353.32,USD
221486549-7,jod,0,1,0,2,1115.44,Euro
