Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
423559246-7,Python,2,0,1,0,177.83,JOD
891049609-6,java,2,0,2,0,169.61,Euro
331035825-9,PYTHON,2,2,2,0,410.76,USD
113215263-1,JAVA,0,1,1,0,167.53,USD
717017482-0,c++,0,1,2,0,116.73,JOD
007738204-8,java,0,1,1,0,257.04,USD
729485886-1,PYTHON,0,1,0,0,467.58,JOD
273679238-6,R,2,0,0,0,133.11,Euro
169919075-5,c++,0,2,2,1,444.90,USD
983587917-6,PYTHON,0,1,1,0,491.52,USD
149292336-2,JAVA,0,2,1,0,258.39,Euro
723866190-X,R,2,0,2,1,158.85,USD
399428511-9,R,2,1,0,0,162.52,USD
694456199-9,JAVA,2,0,2,1,196.88,USD
407340011-8,Python,1,1,2,1,271.65,USD
159309584-8,,1,0,2,0,252.53,Euro
663379613-7,java,2,0,0,2,476.58,Euro
318954747-5,JAVA,1,2,2,0,147.30,JOD
195181526-2,C++,1,2,2,1,276.21,Euro
392471161-5,C++,2,2,1,2,123.05,JOD
976230126-9,R,2,2,1,0,395.56,JOD
481088148-2,JAVA,0,2,1,1,415.52,Euro
077449195-7,JAVA,2,1,0,2,452.61,Euro
585585306-3,R,2,2,2,1,440.63,USD
956812847-6,Python,0,1,0,0,295.02,USD
400779664-5,JAVA,2,0,0,1,158.52,USD
115844676-4,java,1,0,1,2,206.67,USD
262931077-9,,0,0,1,1,351.38,Euro
404495186-1,Python,1,2,1,2,409.34,USD
435966475-3,c++,1,2,1,0,488.84,JOD
521995185-8,PYTHON,2,0,2,2,341.81,JOD
876367363-0,c++,2,0,0,2,253.49,JOD
788470644-X,PYTHON,2,0,1,0,390.89,USD
743878091-0,PYTHON,1,2,0,2,122.10,USD
511328650-8,PYTHON,2,2,2,1,256.99,Euro
481193895-X,JAVA,1,2,0,0,113.02,Euro
052592461-2,R,0,0,1,2,273.05,Euro
188093639-9,java,1,2,2,0,325.94,USD
998003458-0,,1,2,1,1,144.41,USD
547938405-8,Python,0,1,0,1,304.72,USD
240160136-8,JAVA,0,1,0,0,205.69,JOD
003355940-6,JAVA,2,0,0,0,311.18,USD
046748609-3,PYTHON,1,2,2,2,329.27,JOD
020376812-4,Python,2,2,0,0,292.36,Euro
683123801-7,R,1,0,1,1,236.93,JOD
616125358-5,JAVA,2,1,1,1,132.36,JOD
311851165-6,c++,0,2,2,2,424.73,USD
155060283-7,java,1,2,2,0,485.12,JOD
943704826-6,JAVA,1,2,0,1,257.31,USD
119380765-4,JAVA,0,0,1,2,130.47,Euro
094525788-0,java,1,0,0,1,441.82,USD
761624084-4,c++,2,2,1,0,373.87,USD
714954588-2,JAVA,2,0,0,1,396.87,JOD
894405513-0,JAVA,1,1,0,2,188.87,JOD
705051594-9,PYTHON,0,0,1,0,140.47,Euro
100190551-2,JAVA,0,1,1,0,400.92,USD
449843200-2,C++,1,1,0,2,245.23,USD
248495734-3,java,1,2,1,1,467.25,JOD
724830255-4,C++,0,1,1,0,122.49,USD
411555034-1,C++,0,1,0,2,294.38,JOD
595174141-6,java,0,2,1,1,261.53,JOD
102938160-7,R,1,1,2,2,333.39,USD
768382770-3,PYTHON,0,1,0,0,366.02,USD
660439137-X,Python,2,2,0,2,271.31,Euro
925671187-7,JAVA,0,0,0,1,132.44,USD
122112348-3,PYTHON,1,,1,0,278.51,USD
277328413-5,R,1,0,1,1,277.62,USD
931427735-6,C++,2,2,2,1,395.00,Euro
388560314-4,R,1,0,2,2,134.13,JOD
081195882-5,PYTHON,1,2,0,1,315.79,JOD
712897027-4,C++,1,2,1,0,452.16,USD
687995810-9,c++,0,1,1,0,338.22,USD
906493424-X,PYTHON,1,1,2,1,427.32,JOD
402637711-3,R,2,2,2,2,299.79,JOD
321242713-2,C++,2,2,1,1,128.69,USD
053504837-8,Python,1,1,1,2,433.14,USD
305070155-2,JAVA,1,1,0,2,276.01,JOD
474052232-2,c++,1,1,2,1,164.42,JOD
609102627-5,PYTHON,1,1,1,0,184.37,JOD
271997192-8,PYTHON,0,1,0,0,434.63,USD
748499441-3,JAVA,1,2,2,2,425.14,Euro
891767875-0,PYTHON,1,2,1,0,247.31,JOD
123283666-4,R,0,0,2,1,413.35,Euro
327723877-6,C++,2,1,2,2,410.63,Euro
020662297-X,JAVA,2,1,1,0,448.90,Euro
089595794-9,java,2,0,2,2,255.25,Euro
085761609-9,R,1,2,0,2,306.62,JOD
773696755-5,Python,0,2,0,0,219.79,USD
335149368-1,C++,1,2,2,1,312.61,USD
065762841-7,R,1,1,1,2,482.50,USD
186514156-9,JAVA,0,1,0,0,167.86,USD
640787385-1,PYTHON,2,0,2,1,298.41,Euro
656463961-9,Python,2,0,2,1,441.49,USD
903412089-9,PYTHON,2,0,2,2,152.97,JOD
432975656-0,c++,0,2,2,0,309.69,USD
683597074-X,c++,2,1,1,0,304.94,USD
495876773-8,Python,0,0,2,2,234.07,JOD
878837400-9,,0,0,1,1,178.10,JOD
367329219-6,,1,0,2,1,185.56,USD
718493418-0,C++,2,0,1,2,272.04,JOD
052529870-3,java,0,1,1,1,293.47,JOD
239047633-3,JAVA,0,2,1,1,336.64,Euro
740792144-X,c++,0,0,1,0,461.03,Euro
523732047-3,c++,0,0,0,2,151.90,USD
224335480-2,R,1,2,1,2,189.52,USD
695230940-3,java,0,1,1,1,258.58,USD
908095220-6,PYTHON,1,1,2,2,108.78,USD
703503666-0,JAVA,2,0,2,1,305.66,Euro
475138340-X,java,0,1,2,2,214.52,USD
970951967-0,Python,0,1,1,1,250.06,USD
349480799-X,PYTHON,0,0,1,1,334.14,JOD
979614560-X,Python,1,2,1,1,472.02,USD
847425724-7,java,0,0,0,2,279.42,JOD
420837010-6,R,2,1,2,2,454.00,USD
273998715-3,C++,2,0,0,0,370.07,USD
575065496-6,java,2,2,0,2,494.02,Euro
922538805-5,JAVA,2,2,1,2,387.68,Euro
102522449-3,java,1,0,0,0,216.10,Euro
922851286-5,,0,2,2,2,461.86,JOD
584928143-6,PYTHON,0,0,2,1,353.13,JOD
738596696-9,java,2,0,1,1,129.25,USD
243927578-6,C++,2,2,0,1,256.11,JOD
925067593-3,R,1,1,1,1,333.78,JOD
792281737-1,R,2,2,1,0,335.96,USD
514294373-2,c++,2,2,0,2,105.23,JOD
574416982-2,PYTHON,1,1,2,0,172.45,USD
737783720-9,c++,1,2,0,2,229.75,JOD
130621832-2,Python,2,2,0,2,476.45,JOD
015121582-0,R,2,2,1,2,332.01,Euro
004844854-0,JAVA,2,0,2,2,164.93,USD
114339209-4,java,1,0,1,1,274.93,JOD
069636270-8,Python,1,2,2,2,255.75,JOD
278803076-2,R,1,1,2,1,473.26,USD
260448518-4,c++,1,1,2,2,103.29,Euro
016904222-7,JAVA,1,2,1,2,261.57,JOD
724046852-6,PYTHON,1,0,0,0,188.87,Euro
702793216-4,PYTHON,2,2,0,1,469.31,USD
923615380-1,c++,2,2,0,2,328.12,JOD
660517710-X,java,0,,1,0,415.19,JOD
660770880-3,c++,1,,0,1,430.69,JOD
715826984-1,R,1,0,2,1,202.08,Euro
363454556-9,C++,1,0,2,0,388.16,JOD
867558894-1,JAVA,1,2,2,1,376.89,Euro
050304810-0,Python,1,2,0,2,169.47,Euro
399305528-4,C++,2,2,1,1,337.48,JOD
898844696-8,c++,2,0,0,1,372.59,JOD
724574443-2,Python,1,0,1,2,208.72,Euro
348458511-0,,1,1,0,2,378.79,Euro
520514596-X,Python,2,1,2,1,305.86,USD
602951861-5,JAVA,1,2,1,0,361.01,JOD
097461187-5,Python,0,2,2,2,450.48,JOD
991458657-0,R,2,2,0,2,362.75,JOD
849064667-8,Python,2,1,2,0,158.31,JOD
191647586-8,Python,2,0,1,0,281.32,JOD
514037444-7,JAVA,0,,0,1,366.09,JOD
119223901-6,,2,0,0,0,461.07,USD
031145943-9,PYTHON,1,1,1,1,356.27,USD
581707474-5,R,0,0,2,2,381.31,USD
148941435-5,PYTHON,2,0,2,0,170.17,Euro
400596147-9,Python,1,2,0,0,176.13,Euro
826446466-1,C++,2,2,0,2,269.34,Euro
729549981-4,java,0,1,0,2,356.11,JOD
784595536-1,c++,0,0,2,0,288.39,USD
305794674-7,java,2,2,2,1,475.81,JOD
114037812-0,java,0,0,1,0,441.25,USD
043107961-7,JAVA,1,1,1,0,309.44,Euro
703342556-2,java,2,2,1,1,166.50,USD
456065823-4,c++,1,0,1,1,120.71,Euro
595777825-7,java,2,0,0,1,439.93,JOD
449684178-9,java,0,1,1,0,333.72,JOD
786257856-2,java,1,1,1,1,149.55,Euro
734310361-X,c++,2,0,2,2,396.25,USD
467685945-7,PYTHON,0,2,1,1,471.71,JOD
377207953-9,c++,2,0,2,1,415.18,USD
182549402-9,Python,2,2,0,0,321.17,Euro
491015273-3,java,2,0,0,2,303.71,USD
690341222-0,C++,2,1,1,0,168.75,Euro
962337136-5,Python,1,2,2,1,299.20,JOD
566853686-6,JAVA,1,2,0,0,387.50,JOD
108801831-9,PYTHON,2,0,2,0,227.33,JOD
533190526-9,R,1,0,2,1,425.75,Euro
391667082-4,Python,2,2,0,1,144.97,JOD
604975600-7,c++,0,2,0,0,197.03,USD
905051646-7,R,2,1,2,0,480.29,JOD
419777227-0,R,0,1,0,1,218.05,USD
216682730-6,PYTHON,0,0,0,0,205.54,JOD
666078905-7,C++,1,1,0,1,150.58,JOD
041118004-5,Python,1,2,0,2,267.35,JOD
233479120-2,R,1,1,1,2,179.26,USD
339957788-5,c++,2,1,0,2,216.26,USD
248426452-6,java,2,0,0,2,369.66,JOD
140467300-8,C++,0,1,0,0,261.92,JOD
193914069-2,,2,1,1,2,443.60,USD
002966389-X,c++,1,0,0,1,314.13,JOD
734520796-X,R,1,2,2,0,236.52,JOD
277253900-8,PYTHON,0,0,2,1,253.50,Euro
040998181-8,PYTHON,1,1,0,1,462.20,JOD
965537275-8,JAVA,2,2,2,2,480.25,JOD
311477208-0,R,2,2,1,0,384.52,JOD
239470606-6,R,2,0,0,1,447.34,Euro
167015722-9,C++,1,0,2,2,127.64,USD
101501703-7,Python,0,2,0,2,296.65,USD
087389237-2,PYTHON,0,2,1,1,128.27,JOD
290918325-4,R,0,1,1,2,114.39,USD
655473864-9,JAVA,1,1,1,2,281.41,Euro
499050524-7,JAVA,2,1,1,1,471.10,Euro
733335375-3,java,2,1,0,2,493.93,USD
696768289-X,C++,2,2,2,1,387.16,JOD
100342906-8,java,1,2,0,2,276.28,Euro
589914534-X,R,0,1,2,2,300.81,JOD
125301391-8,PYTHON,2,2,2,0,264.54,JOD
712087977-4,c++,1,0,2,0,443.97,Euro
342881264-6,JAVA,0,2,0,0,259.86,USD
568243447-1,PYTHON,2,2,2,0,445.42,USD
968423062-1,JAVA,0,2,2,2,164.62,USD
967345794-8,Python,0,1,2,2,218.08,Euro
270218276-3,c++,1,1,1,0,174.73,Euro
606540688-0,JAVA,0,2,0,2,198.17,USD
084305034-9,Python,2,2,1,2,284.16,JOD
155672525-6,c++,2,2,2,2,148.96,Euro
440300406-7,C++,2,2,2,2,287.06,JOD
028860968-9,C++,2,2,2,0,468.24,JOD
326171750-5,Python,2,0,0,2,390.08,Euro
273314124-4,C++,2,2,2,0,100.80,USD
994534647-4,R,2,1,0,0,217.19,USD
650023769-2,R,1,2,1,0,202.00,JOD
430224246-9,Python,1,1,1,0,115.73,JOD
881906933-4,C++,1,0,1,0,447.66,USD
344059679-6,java,0,2,0,1,402.16,USD
025228822-X,c++,2,0,1,1,434.74,Euro
390048644-1,Python,2,0,2,2,460.48,USD
331773237-7,c++,0,1,2,0,322.07,JOD
757864200-6,c++,2,1,0,2,345.10,USD
503885208-4,R,2,0,0,1,240.18,USD
794238010-6,C++,1,2,1,0,196.02,USD
824647839-7,R,1,1,1,2,280.39,JOD
564772475-2,c++,1,1,1,0,393.38,Euro
384125219-2,R,2,0,1,1,125.90,Euro
647053999-8,C++,1,1,2,1,396.99,Euro
127169558-8,PYTHON,1,0,0,0,312.46,USD
096396903-X,JAVA,1,0,2,2,454.62,Euro
782542648-7,JAVA,2,2,1,1,350.01,Euro
812290432-7,C++,1,2,0,1,237.73,USD
790690667-5,JAVA,1,1,0,0,453.30,USD
459399596-5,R,1,2,1,2,390.40,Euro
816179430-8,C++,1,0,1,1,317.52,Euro
246720051-5,JAVA,2,,1,2,357.87,Euro
294962501-0,Python,0,2,1,1,224.11,JOD
490455137-0,PYTHON,1,0,0,0,142.76,JOD
411070337-9,C++,0,1,2,1,275.64,JOD
629381655-2,PYTHON,0,1,0,1,203.97,Euro
303336334-2,Python,0,2,0,0,118.43,JOD
406606505-8,,1,0,1,1,316.80,JOD
305701942-0,java,2,1,0,2,207.64,JOD
659849607-1,PYTHON,2,2,1,2,128.57,JOD
036080041-6,PYTHON,2,2,0,0,119.04,Euro
533676406-X,java,2,1,0,0,398.65,Euro
729882695-6,c++,2,2,1,0,464.16,Euro
000104907-0,JAVA,1,1,2,0,324.99,Euro
536530630-9,Python,0,2,1,2,389.27,JOD
817613769-3,java,1,2,0,2,212.60,JOD
787602377-0,R,2,1,0,0,359.65,Euro
422524339-7,c++,2,2,0,2,101.70,Euro
037461926-3,C++,0,2,0,0,166.30,JOD
365891813-6,PYTHON,0,2,2,2,224.45,USD
699342247-6,JAVA,2,0,0,1,320.94,USD
630731604-7,PYTHON,1,0,2,0,470.45,Euro
242963783-9,R,2,2,2,1,297.60,Euro
085779303-9,C++,0,0,2,2,326.29,Euro
522220930-X,Python,1,2,0,1,192.37,JOD
199686677-X,Python,2,0,2,2,354.63,USD
436969885-5,java,2,2,2,1,174.43,JOD
381664092-3,c++,0,2,1,1,112.87,JOD
627248053-9,c++,1,2,0,2,219.73,Euro
218014642-6,C++,1,0,2,0,262.99,JOD
549376160-2,c++,0,0,2,0,213.16,USD
608111195-4,c++,1,0,2,1,148.84,USD
923309236-4,PYTHON,2,2,1,0,266.23,JOD
770662350-5,R,1,0,2,0,107.72,Euro
724394145-1,R,1,0,0,1,267.24,JOD
349948408-0,C++,0,1,1,1,309.21,USD
249292655-9,C++,2,1,2,1,334.47,USD
523688161-7,,2,1,1,0,338.13,Euro
090179312-4,JAVA,0,1,2,0,312.46,JOD
490801165-6,R,0,2,0,0,347.65,JOD
208661285-0,c++,0,2,0,2,482.69,JOD
294762655-9,c++,2,1,2,2,299.98,JOD
929225364-6,JAVA,0,1,0,1,485.08,JOD
437289268-3,java,1,1,0,0,104.74,Euro
763761869-2,java,2,0,2,2,287.19,JOD
937455491-7,JAVA,1,0,0,0,491.74,Euro
773487588-2,JAVA,2,1,2,2,155.17,Euro
547955039-X,JAVA,2,2,1,0,461.96,JOD
113933187-6,PYTHON,1,1,1,1,193.56,USD
734910413-8,PYTHON,1,2,2,2,232.80,Euro
945705057-6,Python,2,0,1,1,491.81,Euro
699081597-3,Python,0,1,0,2,291.61,Euro
849535767-4,Python,1,0,2,0,215.85,USD
899668317-5,R,1,,2,1,288.90,Euro
953347048-8,c++,2,2,1,1,274.78,USD
176444220-2,R,0,1,1,2,413.20,USD
822471925-1,C++,2,,1,2,161.61,USD
997552459-1,PYTHON,2,0,1,1,457.16,Euro
613033605-5,java,1,2,0,1,319.08,Euro
127012704-7,c++,1,1,1,1,400.71,Euro
926601465-6,R,2,2,1,2,286.55,USD
876053198-3,JAVA,0,2,0,1,222.76,Euro
265867731-6,PYTHON,2,1,0,0,273.01,USD
914117495-X,java,1,1,1,0,236.40,USD
213087380-4,java,1,2,1,2,410.88,JOD
591943146-6,R,0,0,0,2,138.27,Euro
761396489-2,Python,0,0,0,0,351.80,USD
874960245-4,PYTHON,0,0,2,1,196.60,JOD
713080147-6,c++,2,1,2,2,188.79,USD
389223221-0,JAVA,2,1,2,0,446.00,Euro
809866607-7,c++,0,,0,0,216.67,USD
522939637-7,Python,2,1,2,2,289.83,JOD
841714430-7,java,0,1,2,2,230.79,JOD
019561098-9,c++,2,1,0,2,201.24,USD
191504521-5,R,1,2,2,2,460.39,USD
079014442-5,c++,2,1,0,2,202.98,USD
335111552-0,java,2,,2,2,346.54,USD
787201974-4,Python,0,1,0,1,338.24,JOD
730938704-X,c++,1,1,2,1,133.15,USD
208186920-9,Python,0,0,0,2,315.94,USD
954520473-7,c++,0,2,0,2,449.65,Euro
970051899-X,java,1,,1,2,469.98,USD
661267220-X,Python,0,2,1,0,140.47,USD
691612616-7,C++,0,0,2,2,447.19,USD
212984914-8,PYTHON,2,1,0,2,210.59,USD
162699422-6,Python,2,0,1,0,242.40,USD
310444127-8,JAVA,1,1,2,0,490.89,USD
518608961-3,C++,0,0,1,0,136.86,Euro
900418162-8,C++,0,1,1,0,383.51,Euro
038343864-0,R,2,0,1,1,390.72,Euro
730545201-7,PYTHON,2,2,1,1,236.61,JOD
627155838-0,R,1,1,1,0,288.45,USD
317651329-1,PYTHON,2,1,0,1,320.00,USD
454356447-2,JAVA,2,2,2,2,456.18,USD
934448464-3,Python,2,1,2,0,264.12,Euro
261202576-6,PYTHON,2,0,0,2,374.68,Euro
046479497-8,JAVA,0,,2,0,295.11,Euro
447816972-1,java,0,2,1,1,318.20,USD
622875883-7,C++,0,2,1,2,489.02,USD
162459891-9,c++,2,0,2,0,337.25,Euro
146526025-0,java,2,0,0,0,160.25,JOD
241977473-6,R,1,2,0,1,414.18,JOD
263931650-8,R,1,2,1,1,414.45,JOD
408482586-7,Python,0,2,0,0,267.80,Euro
497214944-2,C++,1,1,2,1,297.85,USD
859267422-0,Python,2,1,2,0,424.13,Euro
964488944-4,R,0,2,2,2,204.84,USD
993750967-X,JAVA,2,2,0,1,272.46,Euro
696716250-0,R,2,1,1,0,211.07,Euro
582381545-X,C++,0,2,0,1,245.81,JOD
315845779-2,c++,1,0,1,0,436.49,Euro
572705670-5,C++,2,0,0,0,113.84,JOD
718121627-9,R,0,2,1,2,341.94,Euro
911147915-9,Python,2,0,1,1,111.56,USD
114921701-4,java,0,2,1,0,282.09,Euro
880526791-0,java,1,0,0,2,135.15,USD
761202396-2,PYTHON,1,0,0,1,188.80,USD
566958661-1,c++,2,1,2,0,365.91,Euro
648458019-7,c++,2,1,1,0,190.23,USD
353790161-5,Python,2,0,1,1,497.72,JOD
254778801-2,PYTHON,1,0,1,2,212.74,USD
658109757-8,java,2,1,0,2,407.03,JOD
054864800-X,PYTHON,1,0,0,1,428.32,USD
402778068-X,java,0,0,1,1,333.66,Euro
547940721-X,R,1,1,2,2,190.48,JOD
398744833-4,Python,2,1,2,0,104.84,JOD
921337739-8,c++,0,0,1,1,135.60,Euro
407618599-4,c++,2,0,0,2,152.82,USD
738102381-4,Python,2,2,2,1,407.44,USD
870401675-0,java,1,0,0,0,244.14,Euro
202716733-1,c++,1,0,1,1,445.32,JOD
249553668-9,JAVA,0,0,1,2,367.35,USD
826857422-4,Python,1,2,1,1,498.87,JOD
123827860-4,R,2,2,0,1,160.64,Euro
646814178-8,c++,2,2,0,0,173.49,Euro
342011722-1,java,0,2,1,1,448.25,JOD
881229359-X,c++,1,0,2,2,325.48,USD
713168031-1,JAVA,1,1,1,2,306.85,Euro
040754662-6,R,2,0,0,1,353.28,JOD
371736076-0,C++,1,0,1,0,417.82,JOD
366962479-1,Python,2,0,0,0,233.54,Euro
393518423-9,R,2,2,0,1,481.96,USD
046452205-6,java,1,1,2,2,411.81,JOD
398840063-7,java,0,2,2,2,307.17,Euro
052862790-2,JAVA,1,0,1,0,210.61,USD
362585766-9,C++,2,2,0,1,218.65,JOD
423636892-7,C++,1,,1,0,343.18,Euro
938297782-1,c++,0,1,1,0,364.64,Euro
005887100-4,Python,0,2,2,2,213.51,Euro
591643298-4,c++,1,0,2,2,109.09,USD
524405824-X,JAVA,2,0,1,1,392.25,Euro
980265934-7,C++,0,0,0,1,352.15,Euro
285265288-9,JAVA,1,2,0,2,408.90,Euro
461108523-6,c++,2,1,1,0,115.43,JOD
205001771-5,C++,0,2,0,2,125.14,JOD
849234847-X,R,0,,0,0,365.77,USD
438857878-9,java,2,1,2,0,454.92,USD
315977729-4,R,1,0,0,2,174.11,Euro
684520914-6,C++,1,0,1,0,317.38,Euro
277156666-4,PYTHON,0,0,2,2,223.88,USD
605477201-5,java,0,2,1,2,432.98,USD
493897231-X,PYTHON,1,1,0,0,294.32,USD
741814651-5,java,2,0,0,2,195.50,JOD
986418339-7,Python,2,0,2,0,181.97,USD
939298994-6,PYTHON,2,2,1,1,295.45,USD
101826870-7,c++,2,0,2,1,265.69,Euro
164946740-0,R,1,1,2,0,184.81,JOD
745531219-9,Python,1,0,2,2,391.24,Euro
602607499-6,java,2,2,2,2,155.88,Euro
033298304-8,PYTHON,1,0,0,1,383.00,JOD
357768953-6,C++,0,1,2,0,131.10,USD
491438609-7,R,2,0,1,1,346.08,JOD
662437366-0,C++,0,0,2,0,130.85,JOD
153251387-9,C++,2,2,0,0,395.74,JOD
734163073-6,PYTHON,1,1,2,0,358.86,USD
184736502-7,PYTHON,1,2,2,1,406.26,USD
937315715-9,java,2,0,0,2,474.39,Euro
374478257-3,R,2,2,1,2,271.68,JOD
352712850-6,C++,2,2,1,1,371.64,USD
183492737-4,JAVA,0,2,1,2,189.55,USD
270659136-6,Python,1,0,0,0,395.58,JOD
222049677-5,R,0,2,1,2,301.33,USD
741420785-4,R,0,0,2,2,194.43,USD
380162315-7,c++,2,1,0,1,235.35,Euro
153644432-4,R,1,1,1,2,359.52,USD
529880024-6,c++,1,,1,0,486.42,USD
937312224-X,R,2,1,2,2,418.41,USD
316058510-7,PYTHON,2,1,0,2,235.00,USD
246174088-7,,2,1,1,0,461.30,USD
093722324-7,c++,0,2,1,0,227.31,Euro
253092224-1,JAVA,1,0,2,2,466.74,Euro
414966228-2,R,2,0,1,0,235.69,JOD
587263166-9,PYTHON,0,1,0,1,268.93,JOD
329488087-1,C++,0,,2,0,445.65,Euro
835770051-9,PYTHON,0,2,0,0,280.09,USD
732651767-3,c++,1,0,2,0,329.19,Euro
256013644-9,java,1,2,0,0,386.97,Euro
295430508-8,Python,1,0,0,2,403.87,USD
854481303-8,R,1,0,0,2,296.99,USD
065449102-X,C++,1,0,1,2,315.02,USD
454803627-X,c++,2,0,0,1,128.19,USD
928100526-3,C++,0,0,0,1,150.86,USD
037881918-6,R,2,2,1,0,410.85,USD
233753984-9,PYTHON,0,2,0,1,125.64,JOD
149429644-6,Python,0,2,1,1,164.98,USD
410923539-1,Python,1,2,2,0,130.14,Euro
043381340-7,c++,2,0,2,2,170.93,JOD
524809722-3,c++,1,0,1,0,189.68,USD
292455103-X,Python,0,1,0,0,277.44,USD
392094717-7,Python,2,2,2,2,450.34,JOD
292766056-5,PYTHON,0,2,1,1,144.37,JOD
423957500-1,JAVA,0,1,2,1,493.93,USD
193744715-4,JAVA,2,1,2,2,469.33,USD
785427502-5,JAVA,1,1,0,0,479.51,USD
269545412-0,R,1,2,1,1,291.25,USD
723976894-5,Python,0,1,1,2,130.19,JOD
394057135-0,PYTHON,1,0,1,1,120.11,JOD
414119966-4,PYTHON,0,2,1,0,305.72,JOD
990893229-2,C++,0,2,0,0,312.50,Euro
347335929-7,R,2,1,1,1,473.69,USD
093433621-0,c++,2,2,2,0,405.66,USD
606410453-8,C++,2,2,0,2,306.07,Euro
583477909-3,JAVA,0,2,2,0,372.42,USD
595052409-8,R,2,1,0,2,463.45,Euro
083701829-3,c++,0,2,2,2,481.71,Euro
589451536-X,Python,2,2,1,0,334.58,JOD
433372875-4,java,0,0,0,0,408.02,JOD
066919074-8,R,1,0,2,1,249.18,JOD
805878927-5,Python,1,0,0,1,272.79,JOD
529026655-0,java,1,1,2,0,390.62,USD
624848760-X,java,1,1,0,1,278.68,Euro
675470840-9,PYTHON,1,1,2,0,162.92,Euro
875273252-5,JAVA,1,2,0,2,251.07,Euro
199401158-0,Python,0,2,2,2,362.72,Euro
987839274-0,R,0,2,0,1,280.54,USD
739436222-1,c++,0,0,0,2,154.53,JOD
732207800-4,c++,2,1,2,0,250.01,Euro
366757173-9,R,1,2,0,1,479.76,USD
778131846-3,PYTHON,1,0,1,2,374.14,JOD
540289900-2,R,1,0,2,1,247.01,Euro
929803234-X,java,0,0,1,1,398.15,Euro
520812352-5,Python,1,0,2,2,220.54,USD
982941977-0,Python,2,1,0,2,411.99,Euro
631151822-8,C++,1,2,1,1,240.48,Euro
517035699-4,c++,0,0,0,0,156.15,JOD
076092800-2,java,1,0,0,1,208.63,JOD
886521480-5,JAVA,0,1,1,1,259.36,USD
551047333-9,PYTHON,0,1,1,1,211.28,JOD
134564004-8,java,0,0,1,1,393.26,USD
091005486-X,JAVA,0,,2,0,461.65,JOD
571995996-3,Python,2,2,0,2,154.23,USD
193694850-8,JAVA,0,2,2,0,237.74,JOD
055005987-3,Python,1,2,0,1,310.40,USD
161533757-1,java,0,2,2,0,405.81,USD
650867811-6,R,2,0,0,2,440.04,USD
804551702-6,R,1,2,1,1,251.11,Euro
567758847-4,PYTHON,0,,2,0,232.82,Euro
817513235-3,JAVA,1,1,2,0,312.16,USD
347993684-9,PYTHON,2,2,1,1,318.61,JOD
310606210-X,PYTHON,0,1,0,2,331.76,JOD
545250664-0,,0,2,0,0,182.83,USD
276871013-X,PYTHON,0,2,1,1,390.86,JOD
285324493-8,C++,2,1,0,0,485.50,USD
058190357-9,c++,0,1,0,1,300.12,JOD
728159970-6,PYTHON,2,0,1,1,495.37,USD
285284608-X,c++,1,1,2,1,372.44,Euro
499289534-4,PYTHON,2,2,0,2,116.59,USD
380190525-X,R,0,,1,1,141.10,Euro
276394536-8,c++,2,1,0,0,270.20,JOD
323388646-2,C++,2,2,0,1,291.50,USD
508192619-1,java,0,2,0,1,141.23,Euro
504710399-4,R,1,0,2,0,404.50,JOD
749117491-4,C++,1,1,0,2,449.99,Euro
208861264-5,JAVA,2,0,0,2,464.66,Euro
863850249-4,JAVA,0,2,2,2,144.86,JOD
266256897-6,C++,1,1,2,1,416.79,Euro
297474117-7,R,1,0,1,1,495.56,USD
084355948-9,Python,0,0,2,0,368.06,JOD
162670281-0,JAVA,2,0,2,2,300.30,Euro
952517467-0,JAVA,2,1,1,0,173.54,USD
738823966-9,JAVA,1,0,1,0,385.83,Euro
008326591-0,JAVA,2,0,0,1,384.50,USD
134108593-7,PYTHON,0,1,0,2,228.62,JOD
909645538-X,PYTHON,1,0,2,2,211.98,Euro
083674946-4,c++,2,0,1,0,351.01,USD
858585473-1,C++,1,1,0,1,225.37,Euro
706819292-0,C++,1,0,2,1,404.26,USD
488832796-3,Python,0,1,2,0,260.83,USD
861998368-7,c++,0,2,0,0,190.87,USD
287343651-4,C++,1,0,2,1,225.30,Euro
792144818-6,PYTHON,1,1,0,0,220.23,USD
156188973-3,R,1,0,0,1,408.12,USD
697828434-3,PYTHON,2,2,2,0,217.31,JOD
934006888-2,JAVA,2,0,2,2,394.72,USD
757411901-5,PYTHON,0,0,2,2,364.20,USD
131417974-8,c++,2,0,1,0,115.60,Euro
595625120-4,Python,2,0,0,1,246.22,JOD
701620371-9,java,1,1,0,2,332.02,JOD
758278133-3,Python,0,2,1,1,376.41,JOD
506855010-8,C++,2,0,1,2,367.71,JOD
885632668-X,Python,1,0,0,2,262.62,Euro
674966066-5,,1,1,0,0,337.16,USD
725339598-0,c++,1,1,0,1,166.25,Euro
889267592-3,JAVA,1,0,2,1,275.45,USD
709603430-7,R,1,2,2,0,262.92,USD
566898651-9,PYTHON,0,2,1,2,459.28,Euro
836233757-5,c++,1,,1,0,260.22,JOD
847153198-4,C++,2,1,2,0,257.13,JOD
314332722-7,PYTHON,2,0,1,2,242.74,JOD
560519155-1,C++,2,0,0,2,267.38,Euro
516271546-8,C++,1,1,1,2,406.74,JOD
264902845-9,C++,1,,1,2,251.28,USD
902892699-2,R,0,0,2,2,471.93,Euro
