Project-ID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
980851674-2,C++,2,0,0,2,313.08,USD
170858586-9,C++,1,2,2,0,383.40,Euro
147699142-1,C++,1,2,2,1,498.04,Euro
514953310-6,Python,2,0,1,0,252.08,USD
353728595-7,JAVA,0,2,0,0,102.36,Euro
204716055-3,java,2,2,2,1,307.94,USD
938625531-6,C++,1,0,2,0,340.65,USD
189159999-2,Python,1,0,1,0,164.21,Euro
468196279-1,PYTHON,1,2,0,0,447.30,Euro
124934178-7,java,2,2,2,1,256.93,USD
870564134-9,PYTHON,2,2,0,0,225.72,Euro
077871694-5,JAVA,2,1,2,1,490.30,JOD
884447939-7,java,1,2,2,0,461.84,Euro
580846301-7,java,2,0,2,2,238.67,USD
484517533-9,JAVA,0,1,1,1,454.63,Euro
735730392-6,java,0,0,2,0,210.70,Euro
987195400-X,java,2,0,0,0,138.96,JOD
873103963-4,c++,2,1,0,0,496.14,USD
234396787-3,java,2,0,0,1,212.91,USD
977841842-X,C++,2,1,2,2,185.37,USD
290544602-1,java,2,1,1,0,188.53,Euro
864929778-1,Python,1,1,1,0,481.89,Euro
033755398-X,Python,1,1,1,1,376.65,JOD
770489871-X,c++,0,1,1,2,161.51,USD
969949725-4,PYTHON,0,0,0,2,444.81,Euro
975583854-6,PYTHON,0,0,2,0,362.88,Euro
717282369-9,java,2,1,0,2,105.31,Euro
649276084-0,R,1,2,2,2,417.28,Euro
686618227-1,JAVA,2,0,1,1,177.67,USD
697579882-6,java,1,0,1,2,224.47,JOD
423028728-3,java,1,0,2,2,300.29,USD
183462831-8,C++,1,2,0,0,137.67,Euro
397960811-5,JAVA,2,1,0,1,366.93,Euro
258808952-6,JAVA,1,1,2,2,401.47,USD
177310347-4,C++,1,1,0,2,435.26,JOD
590139906-4,c++,2,2,1,0,209.70,JOD
750148353-1,R,1,1,2,0,363.44,USD
716051241-3,C++,0,2,0,2,459.57,JOD
256907420-9,PYTHON,1,0,0,0,449.99,USD
772052041-6,java,0,1,0,0,283.75,Euro
143772952-5,PYTHON,2,1,0,2,304.19,Euro
557146491-7,PYTHON,2,1,0,1,238.27,USD
544982701-6,JAVA,0,2,0,1,394.66,JOD
050610846-5,PYTHON,0,0,2,2,315.48,Euro
632819993-7,JAVA,0,1,0,1,188.30,JOD
217473622-5,java,2,0,0,1,122.39,JOD
356187123-2,R,0,1,0,2,413.48,JOD
306495251-X,JAVA,2,1,1,1,106.58,Euro
858154716-8,PYTHON,2,0,2,2,141.26,USD
947827885-1,c++,1,1,1,0,123.46,USD
564655681-3,C++,1,0,0,1,189.56,Euro
524433651-7,JAVA,0,2,2,1,301.06,USD
346164887-6,C++,2,2,1,2,345.39,Euro
572524602-7,java,0,0,1,1,319.04,USD
348496255-0,c++,2,1,2,2,313.10,USD
897081064-1,PYTHON,1,1,0,2,315.84,JOD
121220466-2,PYTHON,2,2,0,2,157.02,Euro
893946002-2,C++,0,1,0,2,245.09,JOD
471183159-2,PYTHON,2,0,0,1,233.66,Euro
416766769-X,R,0,1,1,1,301.92,JOD
767528765-7,Python,0,0,0,2,449.37,Euro
053995423-3,C++,1,2,2,2,238.21,Euro
264351889-6,PYTHON,2,1,0,1,402.48,JOD
021235907-X,R,2,1,1,0,192.93,Euro
403741522-4,C++,1,1,1,2,425.98,Euro
434600372-9,c++,1,1,0,1,399.73,USD
175937196-3,JAVA,1,2,2,2,202.41,USD
132705995-9,Python,0,1,1,2,316.74,Euro
640523182-8,PYTHON,0,2,2,2,283.00,Euro
684835348-5,java,1,0,1,0,447.07,Euro
928334662-9,C++,2,2,0,2,172.65,Euro
743695381-8,PYTHON,0,0,2,2,192.46,USD
462728456-X,R,2,,1,2,324.10,USD
765756387-7,C++,0,2,2,2,396.86,JOD
901108925-1,PYTHON,0,0,2,0,450.85,Euro
153123174-8,PYTHON,0,0,0,2,190.70,JOD
362245165-3,R,0,1,2,2,294.29,JOD
560340130-3,PYTHON,2,1,1,2,352.89,Euro
874681274-1,Python,2,1,1,2,110.32,Euro
935862702-6,c++,2,0,2,1,333.19,Euro
914959275-0,R,2,1,2,0,340.89,JOD
655148860-9,c++,1,2,2,1,241.36,USD
890514743-7,Python,0,2,0,0,202.29,JOD
097658593-6,C++,1,2,0,1,177.39,USD
961544508-8,R,1,0,0,0,317.00,JOD
309568433-9,PYTHON,1,1,2,0,122.36,USD
224421119-3,JAVA,2,1,1,1,436.66,Euro
536474310-1,JAVA,0,2,0,1,394.13,JOD
508121843-X,JAVA,2,2,0,0,237.81,USD
304643557-6,java,2,2,2,2,106.80,Euro
628207758-3,C++,1,2,0,1,252.94,JOD
300361506-8,c++,0,2,2,0,264.03,Euro
429114618-3,JAVA,0,0,0,2,164.43,USD
016298404-9,PYTHON,2,2,0,1,299.90,Euro
612554449-4,R,2,0,0,2,350.53,USD
036876775-2,JAVA,1,2,1,1,194.66,USD
893285671-0,C++,1,2,1,0,429.96,Euro
544751753-2,,2,1,1,0,319.68,JOD
444113399-5,java,1,1,0,1,396.25,Euro
432363194-4,JAVA,2,2,0,0,478.23,Euro
653944193-2,R,2,0,1,1,107.11,JOD
467528291-1,JAVA,0,2,0,2,317.42,USD
043999307-5,c++,2,2,0,2,449.81,Euro
939395825-4,JAVA,1,1,1,2,294.97,USD
612522793-6,PYTHON,1,0,0,0,484.60,JOD
607716075-X,Python,2,2,1,1,376.57,JOD
146150468-6,Python,0,2,0,2,230.53,Euro
390540027-8,c++,1,,0,1,214.97,USD
552120146-7,Python,1,1,1,1,419.96,Euro
363921358-0,Python,1,1,1,1,453.31,Euro
763456602-0,JAVA,0,2,2,2,473.96,JOD
005961399-8,PYTHON,1,1,1,0,330.02,JOD
360128728-5,java,1,0,1,0,340.43,Euro
176314510-7,JAVA,0,,0,2,454.96,JOD
813079321-0,java,2,0,0,2,200.91,Euro
508181464-4,c++,2,1,0,0,251.68,JOD
769516233-7,C++,0,2,2,0,421.78,JOD
084086652-6,C++,2,0,2,1,165.77,USD
220986024-5,Python,2,2,2,1,409.08,Euro
169006161-8,PYTHON,2,,2,2,157.63,USD
334322277-1,R,0,1,0,0,114.08,USD
187001955-5,PYTHON,2,1,2,2,482.74,JOD
784720100-3,Python,0,1,1,0,452.10,USD
348926879-2,Python,0,0,1,2,418.68,USD
879698446-5,c++,0,0,1,1,250.28,USD
957328232-1,Python,1,1,2,1,398.77,Euro
561820025-2,Python,0,2,1,2,188.94,JOD
589141619-0,PYTHON,2,1,0,2,464.09,USD
550347074-5,c++,1,0,2,2,225.23,JOD
911208467-0,Python,0,1,2,2,340.13,USD
380079953-7,c++,1,2,1,1,399.17,Euro
642495383-3,PYTHON,2,0,2,2,228.73,Euro
103260452-2,java,2,0,0,2,370.13,JOD
841440744-7,C++,2,2,0,1,468.40,USD
392789307-2,JAVA,2,2,1,2,408.77,USD
404411830-2,Python,0,1,0,2,455.74,USD
257879686-6,c++,0,1,0,0,405.00,USD
825919383-3,R,0,0,2,0,196.46,USD
596050342-5,PYTHON,0,2,2,2,319.63,JOD
020524395-9,C++,2,0,2,0,302.55,JOD
819339309-0,c++,2,2,2,2,307.47,JOD
993691948-3,c++,1,2,1,2,376.71,USD
373302319-6,PYTHON,2,0,2,2,281.94,USD
976036181-7,c++,1,1,2,1,423.63,JOD
473370419-4,R,0,0,1,2,102.15,JOD
261180779-5,c++,0,2,0,0,362.89,USD
655839509-6,java,2,2,1,0,305.98,Euro
751054938-8,JAVA,1,2,0,1,314.17,USD
200603790-0,c++,0,0,1,1,219.37,USD
287440058-0,Python,2,0,2,0,467.05,USD
362921795-8,C++,1,0,1,2,133.60,JOD
581000558-6,R,0,0,1,0,277.62,JOD
031897969-1,JAVA,2,1,0,2,375.68,JOD
148623494-1,Python,1,1,2,2,297.39,Euro
852726771-3,Python,2,1,0,1,383.89,USD
743361448-6,R,2,1,1,2,438.83,Euro
718294889-3,java,0,1,0,0,114.92,Euro
883609766-9,R,0,0,2,2,291.95,JOD
939814934-6,C++,1,0,1,0,419.08,Euro
435259897-6,C++,1,1,2,2,418.56,Euro
805765344-2,java,0,1,2,1,176.97,JOD
093267389-9,c++,0,1,1,1,375.44,USD
609039854-3,C++,2,2,1,2,252.27,JOD
068527378-4,PYTHON,0,0,0,1,269.95,USD
915515652-5,JAVA,2,2,1,1,233.21,USD
727250312-2,JAVA,1,1,1,2,336.06,USD
639922465-9,c++,2,0,0,0,374.36,USD
492130899-3,c++,2,0,1,2,276.66,USD
408267014-9,c++,2,2,2,1,266.91,USD
173619196-9,C++,0,2,0,2,384.29,USD
100563027-5,Python,0,1,0,1,161.54,JOD
244290147-1,java,2,2,0,2,177.98,USD
186904260-3,java,0,0,0,1,267.18,Euro
368215622-4,R,0,2,2,1,293.97,Euro
734700707-0,R,1,0,1,1,491.69,JOD
481468542-4,c++,0,2,0,1,105.01,USD
988780041-4,c++,2,2,0,1,218.76,USD
714724264-5,java,1,0,0,1,126.50,USD
827520391-0,c++,2,1,2,2,167.40,USD
381198762-3,Python,2,2,0,0,147.72,Euro
365038781-6,PYTHON,0,0,1,2,250.44,JOD
408714854-8,Python,1,2,1,0,245.35,Euro
786323022-5,java,2,2,1,0,141.62,USD
942923915-5,C++,0,1,2,1,387.25,Euro
345142062-7,C++,1,0,2,2,317.08,USD
296238134-0,C++,2,0,2,2,453.43,Euro
555326415-4,JAVA,2,1,0,0,345.76,Euro
706828282-2,JAVA,2,2,1,1,213.26,Euro
585008786-9,JAVA,1,2,2,1,111.87,Euro
347212889-5,Python,2,,1,2,233.96,USD
656748529-9,C++,0,0,0,0,281.04,Euro
183021468-3,C++,1,1,2,0,326.66,JOD
691532469-0,JAVA,0,1,0,2,190.52,Euro
423233115-8,PYTHON,0,0,0,1,472.33,JOD
162604073-7,PYTHON,1,2,2,2,138.87,JOD
648503503-6,java,2,1,2,0,404.09,Euro
642413972-9,Python,2,2,2,2,464.55,Euro
333012144-0,c++,1,1,1,0,172.97,Euro
416986005-5,R,2,1,2,1,164.10,Euro
176588619-8,C++,2,2,2,2,238.06,USD
561906110-8,C++,0,1,1,2,324.50,JOD
508239263-8,java,0,1,2,2,389.61,JOD
969771860-1,R,1,0,2,2,338.89,JOD
157918495-2,PYTHON,1,0,1,0,279.02,Euro
239802647-7,R,0,1,1,1,323.78,USD
390956756-8,java,1,,1,2,164.99,Euro
953011026-X,Python,1,0,2,1,151.85,Euro
529588528-3,R,0,1,0,0,464.14,JOD
031810433-4,Python,1,1,0,1,390.54,JOD
599833246-6,Python,0,0,0,0,276.23,Euro
854664214-1,Python,1,0,2,1,459.77,JOD
439521996-9,JAVA,2,0,0,2,105.58,Euro
079576705-6,c++,2,0,0,0,251.63,Euro
296592495-7,PYTHON,1,1,1,1,370.96,JOD
906712614-4,C++,0,0,0,1,491.18,USD
161305621-4,c++,0,0,2,2,195.65,JOD
762153291-2,java,2,1,0,0,114.44,Euro
396381742-9,PYTHON,1,,1,0,252.71,Euro
477234005-X,Python,2,0,2,1,472.60,USD
953399105-4,JAVA,1,1,2,1,284.95,Euro
696210842-7,JAVA,2,2,2,0,175.52,Euro
113810643-7,R,1,1,1,2,199.71,JOD
264129568-7,C++,0,2,1,0,140.88,JOD
397985732-8,PYTHON,1,1,2,1,424.17,JOD
587860613-5,java,0,0,1,1,111.08,Euro
073782723-8,java,0,2,2,2,123.61,JOD
707741482-5,c++,2,1,0,2,416.78,Euro
639309296-3,Python,1,2,0,0,240.51,JOD
495044955-9,PYTHON,1,1,2,1,456.54,JOD
863096516-9,C++,2,1,2,0,319.07,Euro
154022604-2,C++,2,2,0,0,263.60,Euro
450920536-8,C++,0,1,2,2,117.66,Euro
192869992-8,,0,2,2,0,267.14,Euro
328479811-0,Python,1,1,1,2,496.90,JOD
119976101-X,R,1,0,0,0,224.88,JOD
513380392-3,Python,1,1,0,2,194.84,USD
805544625-3,R,2,1,2,1,484.32,USD
208212168-2,JAVA,1,2,1,2,141.28,Euro
761915592-9,java,1,1,0,1,165.47,JOD
843448325-4,JAVA,0,2,0,2,359.08,JOD
559929128-6,c++,1,0,2,0,325.55,JOD
509624195-5,Python,2,0,0,1,150.34,USD
202992488-1,java,0,0,1,0,198.25,JOD
087483587-9,C++,1,2,1,2,221.93,USD
740667249-7,Python,0,0,2,0,428.53,Euro
049865175-4,c++,1,1,1,0,156.19,USD
731367301-9,c++,2,2,0,2,455.28,USD
108606487-9,JAVA,0,1,2,1,110.93,Euro
745618336-8,Python,1,,0,1,298.42,USD
431515392-3,PYTHON,1,1,1,0,366.83,USD
811423349-4,c++,2,1,0,0,375.62,USD
869115983-9,java,1,2,2,2,112.85,JOD
557091316-5,C++,0,2,0,2,264.39,JOD
430394167-0,C++,0,,0,2,244.84,USD
476592197-2,R,1,2,1,0,102.98,USD
751198075-9,JAVA,2,2,2,1,347.79,JOD
376338765-X,PYTHON,0,1,0,2,178.48,Euro
974122929-1,R,2,1,1,1,327.95,Euro
089894783-9,Python,1,0,0,1,475.51,JOD
130527090-8,JAVA,2,1,0,1,423.39,Euro
428459124-X,PYTHON,1,1,0,1,123.44,Euro
756728141-4,JAVA,2,1,1,1,468.29,JOD
392782343-0,Python,1,0,0,2,306.98,JOD
803525473-1,R,2,0,0,1,230.51,Euro
983447912-3,R,2,0,1,2,213.61,JOD
545933501-9,c++,1,0,2,0,392.31,JOD
329220222-1,JAVA,0,2,0,0,361.68,USD
222995371-0,java,0,2,2,0,196.32,USD
384170929-X,C++,1,0,1,0,133.11,JOD
690038993-7,JAVA,0,1,1,2,464.43,JOD
200986016-0,R,2,0,2,1,193.79,Euro
514599227-0,java,1,0,2,0,125.99,JOD
855459859-8,JAVA,2,2,0,2,235.41,USD
454646733-8,Python,1,,2,2,173.36,JOD
234111373-7,C++,2,2,0,2,137.10,Euro
816054645-9,C++,1,,0,1,215.44,Euro
546131990-4,Python,1,2,0,2,208.25,Euro
842629743-9,c++,0,1,2,0,312.87,JOD
245857628-1,Python,0,0,2,2,391.62,USD
219481609-7,c++,2,0,0,0,269.28,JOD
180460671-5,R,2,1,1,0,251.92,USD
788281559-4,C++,0,2,0,2,277.18,USD
911519888-X,JAVA,1,1,2,0,286.53,JOD
936914459-5,C++,1,0,0,2,326.47,JOD
862262888-4,JAVA,0,1,2,1,418.93,JOD
787405199-8,c++,0,2,2,2,488.71,USD
775790514-1,PYTHON,0,1,0,2,239.37,USD
304419256-0,Python,0,1,1,1,207.58,USD
389027318-1,C++,1,2,1,1,479.09,JOD
106048587-7,R,0,2,2,0,399.67,USD
595505337-9,C++,2,1,0,0,317.61,Euro
171802565-3,JAVA,2,2,2,2,276.59,Euro
463286467-6,PYTHON,0,2,2,0,338.20,Euro
250101453-7,Python,0,2,1,2,385.54,Euro
776923319-4,c++,0,0,1,0,389.06,USD
343817470-7,c++,0,0,0,1,275.56,JOD
051822878-9,PYTHON,0,0,2,2,159.48,USD
083742887-4,R,1,2,0,0,341.03,JOD
991230911-1,Python,2,1,2,1,320.34,USD
345927434-4,C++,0,1,1,0,244.61,Euro
993266495-2,java,1,1,1,1,289.00,Euro
232313456-6,java,1,1,1,1,256.49,JOD
430900658-2,C++,2,0,0,1,182.98,Euro
052376919-9,c++,1,2,2,1,429.46,JOD
079902937-8,java,0,2,2,0,420.77,USD
542537175-6,JAVA,1,1,1,1,139.51,Euro
589567295-7,c++,0,1,2,0,388.66,Euro
551535664-0,PYTHON,0,1,1,1,182.72,USD
086939380-4,Python,1,0,1,0,212.89,Euro
672034255-X,c++,2,0,0,1,129.02,JOD
118027499-7,java,1,0,1,1,283.30,USD
135421329-7,java,1,0,2,2,399.84,USD
651726343-8,R,1,1,2,1,283.11,USD
778430096-4,PYTHON,2,2,0,1,315.48,JOD
024360284-7,Python,1,1,1,2,248.29,Euro
194061272-1,Python,1,0,0,0,341.99,USD
849775304-6,C++,1,0,0,0,272.34,Euro
837310307-4,PYTHON,0,1,2,2,358.10,USD
567613605-7,C++,2,0,2,0,379.93,Euro
544423610-9,java,0,2,2,1,210.84,Euro
483196958-3,R,2,,1,1,266.27,Euro
245922942-9,R,2,0,0,2,329.31,Euro
655708141-1,JAVA,1,2,2,2,381.60,USD
333819396-3,R,1,2,1,2,341.00,USD
709590875-3,R,0,2,0,2,149.61,JOD
538868961-1,R,0,2,0,0,268.48,JOD
460221558-0,R,1,2,0,1,208.04,Euro
597261305-0,R,1,0,2,2,283.04,JOD
452732848-4,Python,2,0,2,1,410.47,JOD
514599730-2,java,0,2,2,1,424.73,Euro
097396217-8,PYTHON,0,2,1,0,166.77,JOD
707964146-2,JAVA,2,1,2,1,458.42,Euro
431767707-5,C++,2,2,0,1,176.83,Euro
728904042-2,R,1,2,0,2,468.63,Euro
616119874-6,C++,0,,2,2,496.86,JOD
872614685-1,R,1,1,2,2,442.11,USD
580754715-2,R,1,0,2,2,458.91,Euro
753837994-0,C++,2,2,1,1,263.42,JOD
197711328-1,JAVA,1,0,2,0,271.15,Euro
503023535-3,JAVA,2,0,0,2,332.09,USD
150623337-6,java,0,2,1,1,480.51,USD
108795824-5,c++,2,2,0,0,150.95,USD
332112581-1,C++,0,1,2,2,332.96,Euro
290998784-1,PYTHON,0,1,0,1,182.48,USD
415543279-X,c++,2,0,2,2,488.27,USD
697309076-1,java,2,0,0,0,436.11,JOD
732391148-6,Python,1,1,2,2,372.58,Euro
761500476-4,Python,0,0,1,2,384.45,JOD
741420745-5,java,2,1,1,0,125.96,USD
798567292-3,PYTHON,0,0,2,1,261.99,USD
775238418-6,java,1,2,0,0,348.84,JOD
308645688-4,Python,2,2,1,0,150.34,Euro
683264237-7,PYTHON,2,0,2,2,202.62,JOD
489398261-3,,0,0,2,0,332.75,JOD
444556950-X,c++,1,0,0,0,119.80,Euro
743096201-7,Python,1,0,0,1,411.28,JOD
480623948-8,Python,2,2,2,2,340.10,Euro
080673629-1,C++,0,0,0,2,272.69,Euro
716607613-5,c++,2,0,1,2,120.16,USD
257601632-4,C++,1,0,2,0,428.02,JOD
376419328-X,C++,1,2,1,2,100.45,Euro
092083470-1,PYTHON,1,1,1,1,114.99,USD
343138368-8,R,2,0,2,0,495.93,JOD
793419467-6,c++,2,2,2,0,112.88,Euro
022002530-4,PYTHON,1,,0,0,416.16,USD
691047637-9,Python,1,2,0,0,368.37,Euro
140977931-9,java,1,0,0,0,222.11,Euro
064159855-6,JAVA,0,1,2,2,399.79,USD
512898811-2,c++,2,1,2,1,239.00,JOD
282596855-2,java,1,2,1,2,335.02,JOD
161981396-3,PYTHON,2,1,1,2,409.67,USD
125146047-X,,2,2,0,2,126.71,USD
251930802-8,PYTHON,0,1,2,2,493.94,Euro
384916300-8,JAVA,1,1,2,2,492.73,USD
360692377-5,c++,1,0,1,2,247.89,JOD
283959390-4,,0,2,1,2,461.88,Euro
045557902-4,PYTHON,2,2,2,0,138.11,Euro
992549606-3,Python,2,1,0,0,496.90,JOD
803823746-3,Python,0,1,1,2,183.41,JOD
801391402-X,Python,1,1,2,1,166.12,Euro
910708309-2,JAVA,0,0,2,2,316.86,JOD
034756762-2,JAVA,0,,0,1,318.61,JOD
042034962-6,C++,0,2,0,1,400.02,USD
558251442-2,java,0,1,2,2,155.30,USD
264939431-5,Python,1,1,2,0,493.85,JOD
014044708-3,PYTHON,2,1,0,2,232.70,USD
446590805-9,PYTHON,1,0,1,1,387.48,USD
999373734-8,c++,2,2,0,2,233.12,Euro
214301234-9,PYTHON,2,1,2,2,181.94,Euro
764907445-5,c++,0,0,2,2,231.64,JOD
477782700-3,,2,1,1,2,149.37,JOD
950270047-3,JAVA,0,1,0,1,146.28,USD
406018176-5,C++,1,1,1,2,291.51,Euro
445449425-8,R,2,1,1,0,257.60,USD
985308638-7,R,0,0,1,0,189.23,Euro
300296234-1,Python,0,2,2,1,213.67,USD
291325814-X,PYTHON,1,1,2,0,215.46,Euro
105671495-6,R,0,0,1,2,478.36,JOD
049599984-9,PYTHON,1,1,2,0,387.38,JOD
176758267-6,java,1,0,0,2,316.53,JOD
005324977-1,C++,0,0,0,2,477.69,Euro
889895377-1,JAVA,0,0,0,2,486.80,USD
605813920-1,R,2,1,1,1,358.05,Euro
092997861-7,C++,0,1,1,1,201.68,JOD
012801278-1,R,0,2,1,0,418.26,USD
957820925-8,R,2,0,1,2,363.97,JOD
733250241-0,JAVA,2,0,1,2,460.24,JOD
583766162-X,,2,2,0,1,145.06,USD
988576647-2,PYTHON,1,1,0,0,382.22,Euro
736456589-2,java,1,2,1,0,334.32,USD
323539711-6,PYTHON,1,2,0,2,334.81,Euro
085885752-9,Python,1,1,1,1,402.09,JOD
464005822-5,c++,1,2,0,1,370.12,USD
745159795-4,c++,2,1,2,0,154.06,USD
308544918-3,java,2,0,1,1,190.83,JOD
768831219-1,PYTHON,0,0,1,2,420.40,JOD
771747390-9,Python,1,0,0,2,234.60,JOD
346173714-3,PYTHON,0,2,1,2,350.31,Euro
139528558-6,PYTHON,2,2,0,0,489.64,JOD
873794290-5,c++,2,1,2,1,186.65,USD
412932134-X,,1,0,0,1,287.76,JOD
691137299-2,Python,2,0,2,1,317.00,JOD
275300830-2,C++,2,0,0,1,392.35,USD
409823694-X,java,2,2,1,0,384.92,USD
957061327-0,c++,0,2,0,0,226.34,JOD
831555494-8,Python,0,1,1,2,327.94,USD
171313370-9,Python,0,1,2,0,387.53,Euro
935302441-2,C++,1,0,2,0,405.62,USD
504453771-3,PYTHON,1,0,1,0,328.65,Euro
954705835-5,JAVA,0,0,0,2,420.91,Euro
840335406-1,R,0,2,2,1,184.84,USD
537981266-X,R,0,1,1,1,410.41,JOD
680790884-9,PYTHON,2,1,0,0,206.51,JOD
459746920-6,C++,2,2,1,1,382.73,JOD
042211956-3,PYTHON,0,0,2,0,284.11,Euro
536353790-7,c++,0,1,2,1,191.56,USD
314264767-8,PYTHON,0,1,2,1,472.69,Euro
787354519-9,java,0,2,2,0,354.95,Euro
487657497-9,C++,2,1,1,0,291.34,Euro
954700535-9,c++,1,0,0,1,277.66,Euro
226854956-9,java,0,1,0,1,154.18,USD
291456576-3,R,2,2,1,2,123.57,Euro
115229580-2,C++,1,0,0,2,237.79,Euro
658452004-8,PYTHON,0,0,1,2,262.20,Euro
079678432-9,java,1,1,0,1,175.88,USD
325530395-8,c++,0,0,1,2,450.06,USD
626220267-6,java,2,2,1,0,237.07,Euro
378002982-0,JAVA,0,1,2,0,471.65,USD
733441565-5,PYTHON,1,2,0,2,187.23,JOD
454692782-7,Python,1,2,0,0,350.09,Euro
691054272-X,Python,2,1,1,2,333.63,JOD
582336863-1,java,2,0,1,2,246.94,USD
529853462-7,c++,1,2,0,0,283.92,Euro
623266614-3,java,2,0,0,1,376.95,Euro
437433674-5,C++,1,2,0,0,283.68,JOD
978004619-4,JAVA,1,1,1,0,342.01,Euro
598350766-4,C++,2,2,1,1,279.16,JOD
214564350-8,PYTHON,0,0,0,1,126.44,USD
979040037-3,Python,2,1,1,0,171.39,Euro
605351700-3,Python,1,1,2,1,473.63,Euro
339321139-0,java,0,1,1,1,171.04,USD
487240425-4,C++,0,1,2,2,121.06,USD
166094909-2,JAVA,0,0,2,0,146.59,USD
654934658-4,C++,2,2,2,2,229.99,JOD
669590450-2,java,2,2,1,1,108.10,Euro
523050126-X,JAVA,2,1,2,1,449.86,USD
135561468-6,R,2,0,2,0,245.97,Euro
764931866-4,PYTHON,1,1,1,0,332.65,JOD
406811930-9,c++,1,1,1,0,194.27,JOD
305302948-0,java,2,2,2,2,211.03,USD
814966033-X,R,1,0,2,0,424.08,USD
553739232-1,JAVA,2,2,0,1,300.49,USD
588318351-4,JAVA,2,0,2,0,455.57,JOD
999494948-9,c++,2,1,1,0,464.74,Euro
071661047-7,Python,1,2,2,0,150.75,Euro
524019821-7,Python,0,0,0,2,412.55,USD
365394028-1,PYTHON,1,2,1,1,212.12,USD
216481271-9,Python,0,0,2,0,333.96,USD
949880347-1,java,0,1,2,1,248.92,USD
267940480-7,JAVA,1,1,1,1,450.40,USD
541009432-8,c++,0,0,1,1,453.30,USD
461014144-2,java,1,0,0,1,377.67,USD
105726801-1,java,2,1,0,0,157.32,USD
482761844-5,R,1,0,0,0,245.72,USD
266701995-4,Python,0,0,1,1,155.89,JOD
245626817-2,C++,1,0,0,2,340.43,USD
120738416-X,PYTHON,2,2,1,0,484.54,USD
658627417-6,R,2,,0,1,332.42,JOD
438462781-5,java,0,0,0,1,300.35,Euro
258286294-0,Python,1,1,0,0,491.14,JOD
768508945-9,PYTHON,2,0,0,2,209.26,JOD
282601156-1,PYTHON,1,1,2,0,412.77,USD
477518185-8,PYTHON,0,1,0,2,416.82,Euro
610146346-X,c++,1,1,2,0,493.06,JOD
496666815-8,c++,0,1,1,1,238.26,Euro
651356813-7,C++,0,0,2,2,100.90,JOD
772389277-2,C++,1,2,0,2,116.01,JOD
869604721-4,C++,1,2,1,1,486.87,Euro
181794710-9,c++,1,1,1,0,279.35,Euro
221997145-7,JAVA,2,2,1,1,453.25,JOD
253849656-X,c++,2,,0,1,295.68,Euro
966513992-4,R,1,1,2,2,480.64,USD
781026534-2,c++,1,2,1,1,238.48,USD
683444872-1,Python,0,2,1,0,315.82,Euro
800007379-X,java,2,1,0,0,311.43,JOD
603211401-5,c++,0,1,1,1,388.08,USD
686441997-5,C++,1,0,0,1,331.19,USD
780415887-4,JAVA,2,1,1,2,325.15,JOD
066850771-3,java,0,0,1,2,385.42,USD
463677771-9,PYTHON,2,1,0,1,499.89,USD
303978452-8,c++,0,1,1,0,235.57,JOD
539338289-8,PYTHON,0,1,0,1,293.61,Euro
076914643-0,java,0,1,1,0,464.95,Euro
525146366-9,c++,0,2,0,2,220.31,JOD
056024277-8,PYTHON,0,0,0,2,184.38,USD
149313399-3,R,1,2,1,2,331.20,Euro
505692512-8,R,2,0,0,1,449.15,JOD
898830310-5,c++,2,0,0,0,354.91,USD
798217322-5,PYTHON,0,1,1,0,336.25,Euro
014689284-4,R,2,0,1,2,441.45,Euro
883644729-5,R,1,0,2,0,406.67,USD
762221102-8,PYTHON,2,2,0,0,437.71,JOD
836106052-9,R,0,1,1,1,393.63,USD
326579064-9,Python,1,0,1,1,439.88,JOD
910093919-6,Python,1,1,1,0,143.75,USD
188484381-6,C++,1,2,1,1,439.51,USD
749886697-8,Python,2,1,0,2,197.43,Euro
472565612-7,java,0,0,1,2,112.76,Euro
053575857-X,JAVA,0,2,0,0,395.90,Euro
620988718-X,PYTHON,2,0,0,1,382.00,Euro
365421133-X,c++,1,2,1,2,253.71,USD
895802524-7,java,0,1,2,0,409.50,USD
320085208-9,C++,2,1,1,1,286.94,Euro
423300915-2,Python,0,2,2,2,329.96,USD
026302656-6,Python,0,2,0,1,447.63,JOD
777034314-3,JAVA,0,0,0,2,140.50,Euro
399240789-6,C++,1,1,1,0,350.72,Euro
677200105-2,R,2,1,0,0,464.91,Euro
770274038-8,c++,0,0,0,0,151.81,JOD
719218223-0,C++,1,2,0,1,293.24,USD
408745736-2,c++,1,0,1,0,348.14,USD
485942273-2,PYTHON,2,1,2,0,302.55,Euro
733641625-X,C++,1,0,1,2,238.26,USD
592989872-3,R,1,0,0,0,244.11,JOD
283925248-1,c++,0,0,0,1,211.28,USD
557368105-2,R,0,2,2,0,237.55,JOD
202650681-7,java,2,0,1,2,245.51,Euro
037027024-X,c++,1,2,1,2,141.40,USD
514552378-5,R,1,1,2,1,418.21,JOD
731139814-2,Python,0,1,2,1,254.26,JOD
908019198-1,c++,2,1,0,1,250.01,USD
126984239-0,JAVA,1,0,2,0,161.18,JOD
519122242-3,C++,2,0,0,0,416.03,Euro
448475186-0,PYTHON,1,2,1,0,139.83,USD
726073129-X,R,0,1,2,1,386.50,Euro
582162332-4,C++,0,2,2,1,251.70,JOD
370128125-4,c++,1,0,2,1,287.05,Euro
