ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
602163497-7,R,0,2,1,2,137.58,euro
544785408-3,PYTHON,1,0,0,0,229.88,jod
377951138-X,PYTHON,0,2,0,0,439.53,Euro
600105457-6,,2,1,1,0,425.00,Euro
347833020-3,c++,1,2,2,0,446.12,euro
342186617-1,python,2,2,0,1,437.15,euro
167533597-4,Python,1,2,2,0,143.72,jod
889151699-6,R,2,2,0,1,334.99,Euro
818537632-8,java,2,2,0,0,216.74,JOD
840108510-1,Python,2,0,2,1,197.08,Euro
920216253-0,JAVA,0,1,1,0,158.30,Dollar
687487187-0,PYTHON,1,2,1,2,434.38,jod
703910348-6,java,2,1,1,1,297.98,jod
388806783-9,r,2,1,1,1,387.44,USD
406480085-0,java,2,1,1,1,122.71,JOD
945985603-9,R,1,2,2,0,214.38,USD
806383655-3,r,2,2,0,1,300.97,USD
110240633-3,Python,2,2,1,0,475.97,euro
122489113-9,python,0,1,0,2,467.55,USD
754448386-X,PYTHON,0,0,1,1,347.14,jod
852981082-1,C++,2,0,0,1,213.97,jod
187903356-9,,2,0,1,0,462.07,Euro
372852621-5,Python,2,0,0,2,469.08,Euro
420238447-4,JAVA,2,1,2,1,159.42,Euro
406843670-3,python,0,1,2,1,166.26,Euro
621254570-7,C++,2,1,0,0,254.63,USD
545565412-8,R,2,2,0,2,300.74,USD
405219770-4,PYTHON,2,2,1,1,138.38,Dollar
493634299-8,r,0,2,1,1,362.86,jod
321018177-2,Python,1,1,0,0,464.85,Euro
077155051-0,R,0,0,2,1,221.57,Dollar
898260450-2,python,0,0,1,0,484.74,euro
408422808-7,Python,2,2,2,0,456.64,jod
708227697-4,java,0,0,1,1,371.84,jod
702980667-0,Python,1,0,1,1,433.19,USD
894730233-3,java,1,2,1,1,100.85,jod
682477099-X,java,0,1,1,1,465.53,USD
520601458-3,python,0,0,0,2,160.11,USD
685918683-6,R,1,2,2,1,298.74,USD
993926926-9,Python,2,1,2,2,167.55,JOD
707661113-9,JAVA,0,0,0,1,220.78,USD
886352026-7,java,0,2,0,1,404.24,USD
256438280-0,JAVA,2,0,2,1,444.95,JOD
245349084-2,java,2,0,1,1,316.24,Euro
861191703-0,R,1,0,1,1,100.42,Dollar
425021674-8,JAVA,2,0,0,2,182.72,jod
445282773-X,C++,1,2,0,1,267.85,jod
008918942-6,python,2,0,1,0,138.57,euro
693006249-9,C++,0,2,2,1,424.92,Euro
646840037-6,python,1,1,0,2,348.80,Euro
329952012-1,java,2,2,2,1,422.91,JOD
671561594-2,Python,2,2,0,2,185.37,Dollar
764345191-5,R,2,2,1,1,217.87,euro
198051680-4,Python,0,0,0,2,453.98,JOD
938613140-4,java,0,0,1,2,388.58,JOD
121990371-X,PYTHON,2,2,0,1,400.42,euro
364689808-9,r,0,1,0,0,115.63,euro
404387551-7,java,0,0,2,0,464.09,Euro
298344149-0,JAVA,1,1,0,1,368.42,JOD
467376229-0,c++,1,2,2,2,247.29,JOD
166049569-5,java,0,1,2,1,154.85,euro
953059680-4,PYTHON,2,2,1,0,274.68,JOD
577778530-1,Python,0,2,1,0,431.26,Dollar
710404089-7,python,1,0,1,0,154.31,Dollar
783868512-5,C++,2,2,0,1,381.63,euro
989833182-8,r,1,2,2,2,374.79,USD
814480112-1,JAVA,1,0,1,1,337.39,Euro
857535390-X,R,1,1,2,2,325.43,JOD
708136370-9,,2,2,2,1,416.76,euro
172947835-2,Python,0,1,1,0,193.76,euro
759378606-4,C++,2,1,1,0,141.75,USD
952675129-9,c++,0,2,0,1,311.93,euro
021136013-9,PYTHON,1,2,1,0,462.46,Dollar
204580881-5,C++,1,2,2,2,132.83,Euro
014479611-2,R,2,2,2,0,342.40,JOD
699842881-2,C++,0,0,0,2,330.83,Dollar
260520019-1,Python,0,0,2,0,200.35,Dollar
361439107-8,python,0,0,1,1,179.93,USD
895810108-3,r,0,2,0,1,209.34,Dollar
721278294-7,Python,2,0,1,2,124.12,jod
083114341-X,C++,2,0,1,2,291.45,JOD
439728049-5,PYTHON,1,0,0,0,173.78,Dollar
249268195-5,C++,2,1,2,2,430.19,jod
244929734-0,java,2,2,0,0,149.83,JOD
748929057-0,JAVA,1,2,2,1,440.29,JOD
658539507-7,java,1,2,2,2,241.68,JOD
477678730-X,R,2,0,0,1,414.01,USD
403568692-1,R,2,1,0,1,482.25,Euro
147136630-8,java,0,2,1,1,479.07,Euro
004347850-6,JAVA,2,2,1,2,316.03,jod
911363699-5,C++,0,1,2,0,126.94,USD
766225005-9,R,2,2,2,2,193.99,USD
081295554-4,JAVA,0,0,2,2,195.53,jod
912377196-8,PYTHON,1,2,1,0,418.40,euro
367604881-4,r,2,2,0,2,364.79,Dollar
419728400-4,C++,1,2,1,2,304.98,jod
612481157-X,r,0,2,1,0,263.11,JOD
542544143-6,c++,1,1,2,0,331.59,JOD
698907551-1,r,1,2,0,1,434.04,USD
868309351-4,PYTHON,2,2,2,2,350.54,Dollar
767643166-2,python,2,1,1,0,488.33,Euro
290224036-8,c++,0,2,1,2,421.02,JOD
775620813-7,r,2,1,1,2,469.56,jod
764758693-9,R,0,1,1,1,126.75,Dollar
617794677-1,python,1,2,0,1,419.90,euro
458943443-1,PYTHON,2,0,1,2,423.08,Dollar
765467947-5,c++,1,2,2,2,427.15,USD
425593922-5,java,1,0,1,0,137.12,jod
628425021-5,java,1,0,1,2,305.79,JOD
667046821-0,java,2,1,2,0,465.84,jod
888083341-3,r,1,1,2,0,429.53,euro
210323134-1,Python,0,0,0,2,189.73,JOD
009787148-6,c++,1,2,0,0,301.15,Dollar
741613038-7,c++,2,2,2,2,486.02,jod
948572209-5,r,2,0,0,0,185.87,USD
898713677-9,PYTHON,1,1,0,1,429.83,Dollar
317700460-9,R,2,0,1,0,154.02,Euro
749881370-X,r,2,0,1,0,453.05,USD
272564835-1,,2,0,1,0,460.81,Euro
543699643-4,C++,1,0,2,0,174.29,Dollar
825250043-9,PYTHON,1,1,2,0,296.10,JOD
704145758-3,JAVA,1,1,0,0,390.31,jod
444138860-8,R,1,0,0,1,309.90,Dollar
018165515-2,c++,2,1,2,0,485.44,USD
535589279-5,PYTHON,2,0,1,0,480.45,USD
310069755-3,PYTHON,2,2,1,0,442.19,Dollar
005506945-2,c++,1,2,1,2,447.97,jod
591874368-5,r,2,2,1,2,152.90,Euro
958711628-3,python,1,1,2,0,111.42,Dollar
617545503-7,PYTHON,2,1,1,2,493.38,Euro
723220653-4,JAVA,1,1,1,1,192.21,USD
720391277-9,R,1,1,2,1,460.63,JOD
318573183-2,c++,1,1,2,1,437.69,USD
631917298-3,PYTHON,2,0,1,1,120.63,USD
680578581-2,c++,1,0,2,0,424.74,euro
745696632-X,r,1,2,0,2,179.27,Euro
742805352-8,c++,0,0,0,0,354.26,Euro
935179031-2,R,1,0,1,2,231.65,euro
381110303-2,python,2,2,1,0,258.27,euro
710557866-1,python,2,1,1,0,481.11,JOD
792403687-3,PYTHON,2,1,0,0,240.92,Dollar
228998618-6,python,2,2,2,1,100.40,JOD
607010296-7,C++,0,0,1,0,328.03,Dollar
289179522-9,r,1,2,2,2,372.41,Dollar
493470275-X,C++,0,1,2,2,267.01,euro
860501700-7,r,2,1,0,2,227.89,USD
406816527-0,R,2,2,1,0,479.56,Euro
745403134-X,python,2,2,1,1,298.46,JOD
316756811-9,r,2,2,1,0,308.69,USD
383434210-6,PYTHON,1,2,2,0,341.13,jod
190773612-3,r,1,1,0,0,469.43,euro
446005426-4,PYTHON,1,0,1,1,403.63,euro
249209367-0,PYTHON,1,0,1,0,103.94,USD
292773259-0,c++,2,2,2,1,228.46,euro
066824002-4,R,2,0,1,0,208.58,JOD
805311989-1,python,0,0,2,1,349.51,Euro
158175004-8,C++,1,2,1,1,106.44,jod
894478157-5,r,0,2,1,0,276.67,USD
457508193-0,R,1,0,0,2,164.83,USD
675605667-0,PYTHON,1,1,1,0,450.16,USD
332587403-7,r,1,2,2,2,156.03,Dollar
429445613-2,JAVA,2,0,2,0,365.32,USD
934113240-1,,0,2,0,0,354.94,JOD
482743328-3,c++,0,1,1,2,273.22,euro
140833433-X,PYTHON,0,1,0,2,268.32,Euro
220603720-3,C++,2,1,1,2,263.53,JOD
780008088-9,c++,2,1,2,2,117.64,euro
981604705-5,python,0,1,0,2,162.51,jod
800641770-9,java,0,2,0,0,157.48,Dollar
105169183-4,java,1,0,0,1,132.15,jod
484168893-5,python,1,2,2,1,128.69,Euro
866439035-5,R,2,0,0,0,301.84,euro
144389264-5,c++,1,1,1,2,489.51,USD
343480555-9,R,2,0,2,1,155.63,euro
139999409-3,C++,2,2,0,0,433.98,USD
362636870-X,r,2,0,1,1,488.43,jod
153804429-3,python,1,0,1,0,479.00,JOD
240705601-9,R,2,2,2,2,268.29,jod
663110825-X,JAVA,1,0,2,0,155.98,euro
951336781-9,c++,2,2,2,0,388.23,JOD
525377879-9,JAVA,0,1,1,1,458.40,Euro
961614109-0,JAVA,2,2,2,2,375.83,USD
101441602-7,python,0,1,0,1,450.43,jod
445007225-1,Python,0,1,1,1,396.69,euro
885358202-2,JAVA,2,0,0,1,370.18,Dollar
956703991-7,Python,1,0,0,1,441.17,euro
735274850-4,Python,2,2,0,1,287.10,euro
944831195-8,PYTHON,2,0,1,1,263.89,euro
845267150-4,r,1,0,1,0,161.02,JOD
091376768-9,python,2,2,1,2,413.40,euro
893336184-7,java,1,0,0,0,170.59,euro
523087124-5,PYTHON,1,1,0,2,184.05,USD
225336551-3,JAVA,0,1,0,1,223.17,Euro
869070288-1,python,2,1,0,2,421.58,Euro
757525104-9,r,2,1,2,0,499.35,Dollar
636200364-0,,2,0,2,1,161.40,JOD
263892717-1,python,1,1,1,2,349.36,JOD
079049104-4,python,2,0,0,0,388.45,euro
997909200-9,c++,1,2,2,0,424.66,Dollar
346963943-4,JAVA,0,2,1,0,214.29,JOD
472990321-8,Python,2,2,1,2,398.77,euro
963426420-4,c++,0,1,2,2,256.39,jod
736846006-8,java,1,0,1,1,407.08,Dollar
015442336-X,r,2,0,0,0,100.69,euro
110295734-8,R,1,2,1,1,336.16,Dollar
333984159-4,JAVA,2,2,0,2,266.18,euro
717673500-X,c++,1,0,2,0,306.61,euro
374849041-0,java,1,2,2,0,375.89,Dollar
830507135-9,C++,2,1,0,0,336.02,USD
484162233-0,R,0,1,2,0,485.95,euro
360609571-6,java,2,2,1,2,293.24,JOD
529610797-7,r,1,0,0,1,485.14,euro
006437991-4,c++,2,2,2,2,264.14,jod
096633085-4,C++,0,2,2,0,302.13,Euro
967566430-4,Python,1,2,1,0,296.78,Euro
619628077-5,Python,0,1,1,1,268.38,Euro
418268006-5,java,2,2,2,2,373.50,Dollar
662291556-3,C++,2,1,2,2,252.75,Euro
233170596-8,c++,0,0,0,2,329.01,Euro
791578533-8,c++,0,2,0,1,212.84,Euro
011518603-4,C++,1,0,1,2,240.60,jod
952145317-6,PYTHON,0,1,1,0,349.66,JOD
416791351-8,Python,0,1,2,2,327.05,Euro
833138108-4,c++,1,1,2,0,221.88,euro
086932851-4,r,1,1,1,2,256.18,Euro
061824928-1,JAVA,1,1,2,1,496.89,Euro
293729186-4,Python,1,1,1,1,191.08,jod
155261757-2,JAVA,1,0,2,1,286.99,Dollar
389424508-5,C++,1,0,2,0,238.08,Dollar
515749522-6,C++,2,1,1,2,328.72,jod
547882124-1,C++,1,2,2,0,341.69,JOD
358452330-3,R,2,2,0,2,261.69,jod
354203380-4,PYTHON,1,2,2,1,319.59,Dollar
002760840-9,C++,2,1,0,2,204.03,Euro
216439316-3,c++,2,0,0,2,160.62,jod
007989794-0,c++,1,0,1,2,123.88,jod
938270181-8,python,1,0,2,2,418.12,JOD
083244939-3,python,0,1,0,0,422.22,Dollar
091324944-0,c++,1,1,2,2,397.69,JOD
511123808-5,python,2,1,1,2,444.58,USD
508548424-X,java,2,0,2,1,235.56,USD
292936210-3,R,1,0,1,1,308.33,Dollar
510474791-3,r,0,1,1,2,163.22,Euro
967494526-1,R,2,2,2,0,369.14,Euro
228973847-6,r,0,2,2,2,178.62,Dollar
756680939-3,C++,1,2,0,0,169.67,Dollar
868197684-2,java,2,1,2,0,309.22,Euro
924747567-8,r,2,1,1,0,457.92,Euro
513334812-6,r,2,2,2,2,409.85,USD
087929941-X,c++,0,0,0,2,232.58,Euro
690669485-5,R,1,2,0,2,410.07,Dollar
678178971-6,c++,0,2,0,1,352.64,euro
291021258-0,r,0,2,1,2,389.96,jod
017810768-9,PYTHON,1,2,0,2,121.52,Euro
410668335-0,r,1,1,0,0,249.35,JOD
705354621-7,Python,2,1,1,0,260.83,JOD
738883749-3,Python,2,2,0,1,342.37,Dollar
750543386-5,java,2,1,2,1,419.63,Euro
846142738-6,r,1,1,2,0,273.75,euro
262099384-9,R,2,2,2,0,100.13,USD
223687309-3,R,2,1,1,0,343.75,euro
396074626-1,java,2,1,0,1,213.03,euro
346526223-9,Python,0,1,2,0,135.84,jod
460955796-7,JAVA,0,0,0,2,213.14,euro
222979971-1,java,2,1,0,0,206.71,USD
119177315-9,R,2,1,1,2,420.73,Dollar
393536950-6,JAVA,2,0,1,2,407.14,jod
536489204-2,R,0,1,0,1,315.93,jod
382379824-3,Python,1,0,2,1,428.68,USD
966725794-0,Python,2,2,1,1,137.26,Dollar
208636876-3,,2,0,2,2,102.11,Dollar
942285813-5,PYTHON,0,0,1,2,294.08,JOD
114013656-9,c++,0,1,1,1,487.17,euro
436726344-4,C++,2,2,0,0,252.70,jod
113822488-X,PYTHON,1,1,2,0,185.13,jod
331634990-1,JAVA,0,2,1,0,393.60,euro
713559424-X,PYTHON,2,2,1,1,217.88,JOD
653356984-8,C++,0,1,1,2,426.33,USD
030458021-X,,0,1,2,0,274.71,USD
044310130-2,Python,0,1,1,2,404.16,euro
928018380-X,r,2,2,2,2,435.83,USD
600907805-9,c++,1,1,0,0,207.91,euro
954930763-8,C++,2,1,2,0,162.78,JOD
742384636-8,Python,1,2,2,0,358.99,jod
434936178-2,Python,0,1,0,1,451.14,jod
810541304-3,python,2,2,0,1,469.97,Dollar
286504169-7,R,1,0,1,0,272.73,Euro
997454430-0,r,0,0,1,0,362.29,Dollar
640794862-2,C++,0,1,0,0,148.97,Dollar
442535396-X,JAVA,1,0,0,0,116.09,Euro
197931065-3,python,0,2,0,2,359.34,jod
943604231-0,JAVA,0,0,0,1,216.39,euro
574445283-4,java,1,2,0,0,454.42,jod
479497149-4,r,0,0,2,2,403.72,Dollar
418491903-0,r,1,2,1,2,253.60,euro
766818571-2,,0,1,0,2,489.99,USD
574903645-6,R,0,1,2,0,189.79,euro
111819656-2,python,0,2,1,1,473.55,jod
943967912-3,R,0,0,1,2,468.93,JOD
901154862-0,c++,0,2,1,2,316.03,euro
268734939-9,java,1,2,0,1,280.01,Dollar
265143521-X,c++,2,1,0,1,411.24,jod
136947908-5,C++,1,0,0,0,464.34,Euro
193743294-7,java,2,2,0,0,155.46,jod
331749074-8,java,1,2,2,2,312.37,Euro
459694859-3,PYTHON,0,1,0,2,498.71,euro
108506552-9,Python,0,2,0,0,400.85,Dollar
694153052-9,PYTHON,0,2,0,2,428.84,USD
026412592-4,r,1,2,0,2,217.90,JOD
536460418-7,r,0,1,1,0,488.07,USD
901873283-4,,0,0,2,2,247.03,euro
763770789-X,PYTHON,1,2,1,1,203.44,Dollar
554454385-2,java,2,2,0,1,100.11,euro
501731990-5,java,1,0,1,0,214.07,Euro
225552989-0,PYTHON,0,1,0,2,446.95,euro
990050854-8,JAVA,2,2,2,1,205.58,jod
069506919-5,c++,0,1,1,0,351.75,Dollar
664746787-4,R,2,1,0,2,172.94,Dollar
878961214-0,C++,0,0,1,1,126.04,Euro
704088847-5,Python,0,0,1,1,252.06,Dollar
369564444-3,C++,0,0,2,0,445.27,Euro
993607872-1,PYTHON,0,2,2,2,499.02,jod
958589318-5,r,0,2,1,2,200.72,Dollar
777438944-X,Python,1,2,2,1,478.14,USD
637622781-3,R,2,0,0,1,445.76,Euro
032978915-5,r,1,1,2,2,372.56,jod
990798557-0,python,0,1,1,2,355.63,jod
217659699-4,C++,0,0,0,1,478.96,Euro
110835492-0,c++,1,2,0,0,357.48,JOD
517115945-9,R,1,0,1,0,194.16,Dollar
956198656-6,R,1,1,1,2,169.16,euro
310225400-4,C++,1,0,2,1,160.16,euro
026307658-X,r,1,1,2,2,241.62,JOD
723342922-7,Python,0,1,2,0,444.85,jod
406371998-7,JAVA,1,0,2,2,160.86,jod
806245832-6,Python,0,1,0,0,217.00,USD
365599587-3,R,2,2,0,0,136.28,jod
316682643-2,python,2,1,2,2,221.25,jod
162639241-2,C++,1,1,0,0,472.58,Dollar
867373736-2,java,0,0,2,1,287.73,JOD
960177796-2,R,1,0,2,1,112.56,USD
432928797-8,,0,0,0,0,322.47,jod
444783227-5,C++,1,2,1,1,155.95,JOD
332895516-X,Python,1,2,0,2,198.25,Dollar
181765433-0,,1,1,0,2,253.82,Dollar
651838614-2,r,2,1,2,2,437.36,Dollar
917662222-3,r,2,2,0,0,190.15,Dollar
218000091-X,java,1,0,2,0,232.07,Dollar
067442979-6,JAVA,0,2,2,0,243.23,Dollar
197219496-8,java,1,0,1,2,465.26,JOD
033645154-7,PYTHON,2,1,2,2,335.89,USD
224093028-4,JAVA,1,2,1,0,170.46,Dollar
304080156-2,c++,0,0,2,1,249.95,JOD
039756102-4,python,2,2,1,1,200.23,jod
066273222-7,python,2,2,2,2,445.70,Euro
559221706-4,R,1,2,2,0,151.48,USD
967085744-9,r,0,0,0,0,324.86,jod
617562020-8,r,0,0,0,2,111.60,euro
995766273-2,R,2,2,2,1,212.82,euro
358926668-6,python,1,1,0,1,320.39,USD
209476065-0,r,2,1,2,0,313.36,euro
942256933-8,r,1,1,1,2,129.35,USD
840615758-5,R,2,2,2,2,202.76,JOD
573337596-5,java,2,1,1,1,221.98,jod
216824249-6,JAVA,0,0,0,0,489.74,jod
707509403-3,java,0,0,0,0,340.19,USD
051701524-2,java,0,2,0,2,192.73,euro
183242430-8,java,1,0,1,2,405.52,euro
543875712-7,python,2,0,2,0,153.59,Dollar
060656297-4,PYTHON,2,2,2,2,483.59,Dollar
074091381-6,c++,2,0,2,0,239.20,Euro
692839995-3,Python,0,0,0,0,258.82,Euro
633976875-X,Python,1,1,2,1,271.74,USD
929172430-0,python,1,1,1,2,136.98,USD
426967026-6,C++,1,2,0,2,421.59,Euro
378328693-X,c++,2,1,1,2,263.03,USD
340167351-3,C++,2,0,0,1,185.43,Dollar
791174058-5,PYTHON,0,0,0,0,239.36,Euro
169937501-1,JAVA,2,2,1,2,235.02,jod
428496845-9,python,0,0,0,2,418.65,Euro
194690911-4,Python,2,2,1,1,263.10,JOD
094014873-0,R,0,2,2,1,351.86,JOD
733799941-0,c++,2,2,1,0,330.86,euro
019846241-7,Python,2,2,0,2,456.97,Euro
694465810-0,PYTHON,1,1,1,0,293.42,jod
990790704-9,java,0,0,1,0,442.66,jod
748828374-0,java,0,0,1,2,376.43,USD
119289665-3,r,2,1,1,0,260.50,USD
269801299-4,python,0,0,0,2,276.61,JOD
124902903-1,C++,2,0,0,2,420.92,JOD
556024726-X,python,2,2,2,1,361.35,jod
182819153-1,c++,1,0,2,2,199.02,euro
535990832-7,c++,1,1,1,2,347.34,USD
958958698-8,C++,2,0,2,2,358.39,Dollar
670672936-1,JAVA,0,0,0,1,123.19,JOD
752935467-1,JAVA,1,0,0,2,260.03,JOD
891624971-6,C++,2,0,2,2,414.95,euro
336734246-7,C++,0,1,0,2,268.63,Dollar
849554883-6,PYTHON,1,2,2,2,416.23,jod
525316817-6,c++,1,1,0,2,329.33,USD
586006954-5,c++,0,1,2,0,203.00,euro
730618089-4,c++,2,1,2,0,262.51,JOD
531255855-9,c++,0,0,1,1,493.07,jod
569928071-5,python,0,1,0,1,149.20,Dollar
423484616-3,,2,1,1,0,197.55,JOD
264505085-9,r,2,1,0,0,491.38,jod
475454817-5,Python,0,0,1,0,183.09,Dollar
835578246-1,R,2,2,1,0,307.85,Dollar
530581375-1,Python,1,2,2,2,153.11,euro
054242637-4,python,2,0,1,0,193.15,USD
242005905-0,r,1,0,2,0,173.14,JOD
886183377-2,Python,0,1,1,1,126.45,euro
003134585-9,java,1,1,2,1,218.56,Dollar
600746613-2,java,1,2,2,1,264.07,USD
018399206-7,PYTHON,2,1,2,2,157.91,Euro
541089801-X,c++,0,0,0,1,436.92,Euro
099399609-4,python,1,0,1,1,384.57,JOD
315499127-1,PYTHON,0,1,1,0,207.33,Euro
691713121-0,Python,2,0,1,1,183.72,JOD
548972954-6,java,1,1,0,0,178.65,Euro
508292239-4,r,2,1,1,0,394.50,Euro
466884776-3,java,0,2,2,2,248.05,JOD
382692515-7,C++,2,2,1,2,123.51,Euro
523452426-4,C++,0,0,1,2,210.66,Euro
791312265-X,c++,1,0,2,1,389.47,euro
181933677-8,,1,1,0,2,120.36,Euro
988565683-9,r,1,2,0,2,346.87,euro
335919098-X,PYTHON,2,1,0,2,461.12,USD
829118225-6,java,0,2,0,0,206.84,Dollar
110571524-8,R,0,0,2,1,337.67,euro
464216913-X,JAVA,1,0,0,1,169.58,Euro
415969188-9,r,2,1,1,1,486.57,euro
796089422-1,C++,1,0,0,0,422.86,jod
990080552-6,c++,0,1,1,0,462.01,euro
972701616-2,JAVA,2,2,1,1,317.05,jod
033169983-4,Python,1,0,2,1,397.24,euro
273673770-9,,0,0,2,2,305.28,Dollar
250617583-0,r,1,1,1,0,220.95,JOD
345675645-3,Python,1,0,0,2,230.51,JOD
797052383-8,Python,1,0,1,0,312.08,Dollar
533490565-0,PYTHON,0,1,1,0,300.18,euro
907925157-7,R,2,0,2,0,225.11,jod
161784593-0,,0,1,1,1,285.09,jod
029612937-2,JAVA,1,2,0,1,499.47,Dollar
755270740-2,r,0,2,1,0,457.15,jod
636249636-1,PYTHON,0,1,2,2,373.27,jod
626581675-6,R,1,0,0,2,491.65,Euro
430665384-6,java,0,2,0,2,113.37,euro
557905445-9,r,1,1,2,1,434.66,euro
803465036-6,python,1,2,0,2,344.02,JOD
194198439-8,r,0,2,2,2,314.96,jod
583816390-9,C++,2,1,1,2,304.43,jod
248984339-7,R,2,1,1,2,168.56,JOD
194016702-7,JAVA,2,0,2,1,288.49,Dollar
662482339-9,,0,2,0,0,304.02,Dollar
496455629-8,PYTHON,0,1,0,2,342.32,Euro
044346349-2,c++,1,1,0,1,400.24,JOD
052480583-0,java,0,2,2,1,188.51,euro
929188241-0,c++,2,2,0,0,197.72,USD
630971262-4,Python,0,2,2,2,434.35,JOD
873032565-X,java,0,0,2,2,106.57,JOD
954613420-1,python,2,0,1,1,307.03,JOD
732024408-X,R,2,0,0,1,491.17,euro
838844765-3,python,0,2,1,2,267.68,USD
996692417-5,r,1,0,0,1,485.37,Dollar
935683025-8,r,1,1,2,1,428.25,USD
226937473-8,python,1,0,0,0,359.36,JOD
700151942-1,r,2,2,2,1,452.89,Euro
192109460-5,Python,1,2,1,2,196.43,USD
864093874-1,JAVA,1,2,2,1,285.51,jod
348337536-8,R,0,1,0,2,424.68,JOD
447277752-5,PYTHON,2,1,2,2,349.73,JOD
443466256-2,Python,2,2,0,1,171.10,JOD
030222851-9,Python,0,0,2,0,227.38,jod
197589412-X,PYTHON,0,0,1,2,401.69,Euro
079908136-1,c++,0,0,2,1,272.70,jod
204428966-0,JAVA,2,1,2,1,444.68,jod
822211287-2,PYTHON,1,0,1,0,263.16,Euro
825034759-5,java,1,1,2,1,243.89,Dollar
358196622-0,,0,2,2,2,305.19,Dollar
959143363-8,r,2,1,2,1,236.80,jod
516561275-9,java,0,0,1,0,487.80,USD
851146296-1,PYTHON,1,0,2,1,446.40,Dollar
903207222-6,python,1,2,0,1,385.51,Euro
503725705-0,C++,1,0,2,0,254.99,USD
109495184-6,java,0,0,1,0,303.86,JOD
861929836-4,R,1,0,0,1,308.94,JOD
079795050-8,r,2,0,1,1,228.07,Dollar
631230213-X,java,0,2,0,0,369.23,USD
072706672-2,r,1,0,0,2,441.73,jod
908838161-5,JAVA,1,2,0,2,455.10,USD
040718231-4,java,2,0,2,0,206.17,Euro
532188000-X,java,0,2,2,0,156.70,euro
636063021-4,JAVA,2,1,1,0,383.22,Euro
915518220-8,PYTHON,0,0,1,1,494.05,JOD
874028551-0,c++,1,0,1,1,268.38,JOD
272796843-4,C++,0,2,2,1,425.27,Dollar
886689269-6,python,2,0,0,0,456.48,Euro
685353755-6,c++,2,1,2,2,261.55,jod
595125861-8,R,1,1,0,0,431.93,euro
625395695-7,python,2,0,2,0,134.51,euro
465325123-1,C++,0,0,2,2,177.16,jod
626218245-4,PYTHON,0,2,1,0,287.50,USD
895328538-0,JAVA,1,2,1,2,306.71,Euro
571296844-4,R,0,1,1,0,480.65,JOD
134735331-3,C++,0,0,1,0,385.34,Dollar
690159240-X,r,0,1,1,2,333.41,euro
365116427-6,R,2,0,0,0,495.40,euro
471086286-9,PYTHON,0,2,1,0,135.37,jod
719509843-5,Python,2,2,2,0,444.42,euro
229490679-9,java,0,0,1,2,263.56,Euro
180979967-8,R,0,0,1,0,232.04,JOD
201434031-5,c++,1,1,1,2,436.54,USD
453609445-8,R,2,1,0,1,161.89,JOD
917857182-0,C++,2,2,2,1,310.22,Euro
605294920-1,python,2,0,2,1,257.06,euro
060285028-2,Python,2,2,1,1,484.83,Dollar
916287627-9,r,0,2,0,0,424.54,euro
303320790-1,,0,2,1,0,137.63,jod
492178301-2,java,0,0,1,1,241.77,jod
604844038-3,r,2,2,0,2,219.74,USD
195675165-3,PYTHON,2,2,2,2,450.22,JOD
379024154-7,c++,2,1,2,0,395.50,JOD
628192619-6,java,1,1,1,2,165.69,Dollar
107815143-1,JAVA,2,2,1,2,384.61,Dollar
821433664-3,PYTHON,0,2,2,0,278.40,JOD
120941430-9,Python,2,0,2,1,494.77,euro
641251646-8,java,2,2,0,2,275.45,euro
164776642-7,,0,2,0,1,326.33,Euro
123423453-X,c++,1,0,1,0,207.74,JOD
669592094-X,PYTHON,2,0,1,0,477.40,jod
247652867-6,C++,1,0,2,0,450.57,euro
655041870-4,c++,1,2,0,0,188.49,JOD
226785979-3,,1,0,2,0,349.18,euro
966719369-1,PYTHON,0,1,1,1,401.68,Euro
293408086-2,PYTHON,0,1,0,0,113.52,jod
077191592-6,python,1,0,0,0,278.14,USD
450708075-4,C++,0,1,0,2,244.47,Dollar
468739017-X,PYTHON,1,2,2,0,308.86,Dollar
196064634-6,python,2,2,2,1,359.46,JOD
036614812-5,PYTHON,0,2,2,0,102.63,euro
847030549-2,java,0,1,2,1,210.08,jod
840041573-6,C++,0,1,1,1,497.17,JOD
955217695-6,Python,1,2,1,2,154.78,euro
484418480-6,Python,0,2,0,1,206.36,Euro
475744707-8,C++,2,0,2,2,136.02,jod
798168656-3,r,2,2,1,2,342.79,JOD
262691529-7,python,2,0,0,2,259.39,Dollar
972176179-6,java,0,2,1,1,169.71,USD
861300241-2,R,1,0,0,1,260.36,euro
719985084-0,PYTHON,1,1,2,1,310.09,euro
045979557-0,c++,1,2,1,1,253.30,Dollar
164629412-2,python,2,0,2,0,413.51,euro
481712411-3,java,2,2,2,1,395.65,Euro
814401162-7,PYTHON,1,1,0,1,115.16,Euro
486888242-2,PYTHON,0,0,2,0,105.34,Dollar
382593181-1,c++,1,0,1,0,396.49,Dollar
643544198-7,Python,2,1,2,1,119.40,JOD
037899625-8,PYTHON,1,1,0,2,236.30,jod
891405252-4,r,2,0,2,0,305.49,jod
240079164-3,JAVA,1,0,2,2,493.88,euro
350799184-5,C++,0,1,1,0,313.95,jod
542399844-1,r,2,2,2,0,284.20,Euro
300975987-8,java,0,2,1,0,192.00,USD
829036358-3,,2,1,1,2,486.01,jod
584548723-4,java,2,1,1,0,288.14,Dollar
