Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
966748769-5,c++,1,0,1,1,408.81,Dollar
673609966-8,r,0,0,1,1,240.21,jod
830674987-1,R,2,2,1,1,114.67,JOD
247389378-0,,1,1,1,1,192.20,Euro
734603170-9,Python,1,1,2,2,221.24,jod
842667430-5,r,1,2,2,1,109.26,Dollar
422991654-X,C++,0,2,0,1,385.12,euro
799841816-8,R,0,1,0,2,168.31,Dollar
406415913-6,r,1,1,1,2,278.59,USD
534192131-3,r,0,0,0,1,463.25,Euro
113664944-1,JAVA,0,2,2,0,201.93,JOD
311265475-7,R,1,2,2,2,418.72,Dollar
233796900-2,java,2,0,0,0,130.07,USD
486999361-9,,0,0,1,0,345.99,jod
980156666-3,Python,1,0,1,2,122.17,USD
785161366-3,Python,1,0,2,0,345.35,JOD
023770409-9,python,0,2,0,2,374.79,JOD
471033215-0,python,1,2,2,1,406.33,euro
001436643-6,java,2,1,1,0,254.81,USD
366356599-8,PYTHON,0,2,0,0,155.98,Dollar
693977787-3,python,2,2,1,2,487.76,Euro
069733741-3,PYTHON,0,1,1,2,385.95,USD
151839613-5,C++,1,2,1,2,407.92,euro
388045200-8,C++,1,0,2,0,149.33,Euro
006618316-2,r,1,0,0,0,121.46,JOD
977552361-3,R,2,0,1,0,360.94,USD
354681954-3,R,0,1,0,1,323.94,Euro
529288080-9,c++,2,0,0,2,436.78,Euro
133182366-8,C++,1,0,1,0,191.88,jod
543812101-X,R,0,2,2,1,317.21,USD
707087874-5,c++,1,2,2,2,136.19,jod
840309634-8,c++,0,1,0,1,208.38,Dollar
044500148-8,R,1,2,0,1,267.86,jod
894739377-0,r,1,2,0,1,253.83,Dollar
518709474-2,C++,2,1,2,2,312.27,euro
766563382-X,C++,1,1,1,0,481.87,Dollar
870717664-3,java,2,2,1,0,429.34,Dollar
674529081-2,r,0,1,0,1,429.40,jod
329021223-8,c++,0,1,1,1,131.99,Dollar
304016261-6,java,2,2,2,0,341.36,jod
931550016-4,Python,2,0,2,0,303.13,Dollar
454087921-9,JAVA,2,1,2,2,348.81,Euro
669960416-3,java,2,1,1,1,248.13,Dollar
483513879-1,PYTHON,0,2,1,2,458.04,Dollar
703829289-7,PYTHON,2,0,0,1,342.89,Euro
497307546-9,c++,2,1,0,2,160.55,Euro
293927551-3,r,2,0,0,2,303.43,USD
428500004-0,c++,1,2,0,0,394.46,JOD
292440689-7,java,0,1,0,2,116.77,Euro
785042544-8,,1,2,1,2,108.22,USD
331053887-7,java,1,0,2,2,206.62,euro
194587158-X,java,1,0,2,2,331.48,euro
402644795-2,PYTHON,1,1,0,0,134.49,euro
217732741-5,Python,1,1,1,1,472.77,jod
929120175-8,java,0,2,1,0,299.44,JOD
221629909-X,,2,1,0,0,425.05,euro
387316425-6,c++,2,0,0,0,320.06,Euro
772341659-8,R,2,2,0,2,204.20,euro
090761149-4,r,2,0,0,0,413.35,jod
402554514-4,Python,0,0,1,1,297.76,JOD
760703577-X,Python,0,1,1,2,389.86,Euro
128589268-2,C++,2,1,1,0,269.30,jod
781855838-1,R,1,0,2,2,201.68,Euro
476033481-5,Python,2,2,2,1,363.83,Dollar
300319176-4,java,1,0,1,0,243.58,jod
929100142-2,r,2,1,0,0,201.41,JOD
843022137-9,R,0,1,0,1,352.25,euro
603382932-8,,2,2,1,0,366.43,Dollar
365465359-6,R,2,1,0,2,280.18,Euro
719013478-6,c++,1,1,0,2,343.62,jod
130124775-8,R,2,2,2,1,143.05,jod
503245417-6,PYTHON,1,1,1,2,349.88,jod
317693001-1,r,2,0,2,1,397.08,USD
274206699-3,c++,0,2,1,2,479.40,Dollar
652934260-5,R,2,1,2,1,194.11,euro
235561327-3,C++,1,0,1,1,147.04,jod
325054712-3,python,0,1,2,2,165.31,euro
076206224-X,PYTHON,2,1,2,1,365.98,Euro
473306746-1,java,1,2,2,2,209.73,Dollar
588772294-0,python,2,0,1,2,178.81,Euro
622437149-0,R,1,0,1,0,272.92,euro
808751667-2,C++,2,2,1,0,240.26,Euro
264912611-6,r,2,1,2,1,141.63,euro
085966665-4,PYTHON,1,2,0,0,444.73,jod
216430948-0,,2,0,1,2,347.86,jod
955216004-9,JAVA,0,2,0,2,128.05,jod
196378721-8,PYTHON,2,0,1,2,389.00,jod
938624532-9,,0,2,0,2,206.84,jod
339822958-1,Python,1,2,2,0,151.44,JOD
232501198-4,,2,1,2,2,354.48,JOD
570879152-7,,1,1,2,2,160.40,USD
431656436-6,PYTHON,0,0,0,2,170.23,jod
698477469-1,c++,1,0,0,0,358.56,jod
812695072-2,python,2,1,1,0,430.09,USD
293358251-1,Python,1,1,2,1,182.82,Euro
903464586-X,C++,0,2,1,0,480.91,USD
586076140-6,C++,0,2,2,2,200.55,Euro
781889936-7,c++,1,0,2,0,158.17,euro
800458416-0,C++,2,0,1,2,469.82,JOD
448021379-1,python,1,1,1,0,179.72,JOD
601336996-8,PYTHON,0,0,0,0,354.49,euro
772982978-9,r,0,1,1,0,264.98,USD
574369769-8,java,0,2,2,1,266.13,jod
964110651-1,PYTHON,1,2,0,0,234.00,Dollar
987294311-7,JAVA,0,1,2,2,452.24,USD
468455641-7,R,2,2,1,2,192.21,Dollar
152464272-X,R,1,1,0,0,167.73,euro
786125809-2,java,2,1,0,0,122.02,Euro
842159605-5,C++,1,0,0,1,205.98,USD
241236301-3,PYTHON,2,2,2,2,158.34,jod
029219261-4,JAVA,2,0,0,2,119.49,JOD
932773693-1,R,0,0,2,1,266.60,jod
308814056-6,JAVA,0,0,2,2,342.71,USD
517648674-1,python,1,1,0,0,254.68,Euro
695219310-3,C++,2,0,0,0,381.19,Euro
595799752-8,c++,2,0,1,2,240.30,JOD
750057832-6,r,2,1,1,2,341.00,jod
526381687-1,PYTHON,2,1,1,0,437.00,USD
104343911-0,Python,1,1,0,0,226.46,JOD
732065861-5,java,1,2,2,0,145.79,JOD
503304604-7,C++,2,0,1,2,168.51,USD
482684020-9,java,1,1,1,2,388.04,JOD
265976356-9,C++,2,1,0,1,153.98,Dollar
474847454-8,r,1,0,0,2,438.22,Euro
621509677-6,r,2,1,0,1,234.46,USD
771776784-8,C++,1,2,2,2,263.70,Euro
002216064-7,Python,0,2,2,1,440.94,Dollar
606569622-6,C++,0,2,0,0,194.52,USD
993763041-X,Python,0,0,2,1,291.25,JOD
888922877-6,PYTHON,1,1,2,2,204.45,jod
518917509-X,c++,1,1,2,0,380.34,JOD
173322370-3,java,1,2,2,0,412.60,euro
357902877-4,R,1,1,0,2,467.64,JOD
812723368-4,C++,1,0,2,2,434.18,USD
412407947-8,PYTHON,1,1,2,1,463.90,Euro
851788606-2,C++,2,2,2,2,236.74,jod
945264911-9,C++,1,2,2,0,234.53,jod
977699833-X,PYTHON,1,0,1,1,216.26,Euro
976617860-7,,2,0,0,1,405.87,euro
159334748-0,r,1,2,1,0,451.35,JOD
272472987-0,PYTHON,2,1,1,2,196.67,JOD
203744940-2,Python,1,1,1,2,323.68,Dollar
664872842-6,r,1,1,1,0,273.63,Dollar
672422622-8,Python,1,2,1,2,427.07,Euro
225522178-0,JAVA,2,1,1,2,342.68,jod
048156915-4,python,1,1,0,1,313.83,USD
211167673-X,java,2,1,1,2,116.86,USD
460394794-1,python,1,0,0,0,481.29,Dollar
350925859-2,C++,1,0,2,0,188.32,jod
841237920-9,R,2,1,1,0,347.01,jod
937985291-6,R,2,1,1,2,292.65,JOD
349283216-4,R,0,1,0,2,480.45,USD
945787632-6,PYTHON,0,0,2,0,406.93,JOD
965671977-8,java,1,0,2,2,427.24,euro
092447774-1,c++,2,2,1,2,134.27,USD
738418260-3,java,0,1,0,1,425.77,euro
502029595-7,c++,0,2,1,2,360.99,JOD
566908027-0,JAVA,0,1,0,2,438.50,JOD
583912508-3,C++,2,1,0,1,494.38,jod
832341920-5,r,2,2,1,1,462.28,Dollar
243348072-8,Python,0,2,2,1,403.59,jod
147069327-5,PYTHON,0,0,1,1,403.25,euro
002367142-4,,0,2,0,1,254.44,Dollar
492795661-X,R,2,0,0,0,148.96,jod
800751868-1,java,2,2,1,2,169.49,euro
398153033-0,C++,2,0,1,0,119.10,euro
564287986-3,java,1,2,2,1,222.47,jod
974804061-5,python,0,0,1,0,328.54,USD
343186459-7,C++,2,2,1,2,256.01,USD
807624103-0,PYTHON,0,0,2,0,412.91,jod
368866601-1,PYTHON,1,1,0,1,261.09,Euro
563541365-X,c++,0,2,0,0,126.19,JOD
592029822-7,JAVA,0,2,2,1,418.25,euro
236525356-3,C++,1,1,2,0,239.24,JOD
299591157-8,java,2,1,0,2,297.41,Dollar
449252608-0,python,2,2,1,0,102.27,Dollar
676622056-2,c++,0,1,1,0,165.32,JOD
522328020-2,R,0,0,0,1,447.62,euro
013923916-2,C++,1,2,0,2,114.18,euro
278332957-3,python,2,0,0,0,224.89,euro
250256266-X,,2,0,2,2,301.92,Dollar
502115019-7,R,0,0,1,0,292.39,euro
778040144-8,r,2,1,1,0,409.24,Euro
470394486-3,C++,1,2,0,0,462.75,Dollar
893696444-5,JAVA,2,1,2,2,375.49,JOD
131733122-2,PYTHON,1,1,0,1,220.08,JOD
257955299-5,JAVA,0,2,0,1,250.89,JOD
904284815-4,C++,1,1,2,0,356.59,USD
376368490-5,r,0,2,1,2,427.63,jod
600794971-0,r,0,1,0,0,171.65,JOD
363618182-3,R,0,0,1,0,290.45,jod
765528651-5,r,1,2,1,2,413.35,Dollar
745235071-5,Python,0,2,1,2,214.41,euro
801734567-4,c++,1,2,2,2,400.68,Dollar
935851158-3,java,0,2,1,0,208.11,USD
573025582-9,python,2,1,1,2,157.55,jod
956738414-2,c++,2,1,1,2,197.66,euro
681657560-1,java,2,2,2,0,197.78,jod
494818425-X,c++,0,0,1,1,206.36,Euro
089442026-7,python,0,0,1,2,251.43,euro
425783022-0,PYTHON,2,0,2,1,196.14,JOD
971290722-8,java,1,1,1,1,151.71,Euro
917990595-1,R,2,0,2,0,392.69,JOD
894977170-5,,2,0,1,0,393.68,USD
341891061-0,c++,1,2,2,2,168.73,Dollar
500805394-9,JAVA,2,1,2,1,430.11,JOD
241271631-5,R,2,0,2,0,346.10,Dollar
577347133-7,JAVA,1,1,1,0,489.67,Euro
812199182-X,PYTHON,1,0,2,1,279.39,JOD
165818913-2,,2,1,1,2,347.82,USD
651227017-7,PYTHON,0,1,0,1,231.24,jod
160817174-4,python,1,1,0,1,150.00,USD
356359615-8,java,1,0,0,0,291.65,jod
173941225-7,C++,1,1,2,0,189.34,Euro
512348000-5,Python,1,0,1,2,108.85,USD
181847658-4,r,0,0,2,2,103.13,euro
675966538-4,python,1,1,0,1,297.91,USD
160769612-6,Python,0,0,2,0,426.72,euro
748693092-7,c++,1,1,0,2,435.53,jod
518120902-5,c++,1,1,1,2,308.25,JOD
227166122-6,,2,2,0,1,415.91,euro
256096134-2,R,1,0,0,2,405.31,USD
435589996-9,R,1,1,2,2,249.24,euro
399366874-X,R,2,1,2,2,352.18,USD
196585317-X,java,2,2,2,1,365.29,USD
557663320-2,python,0,1,2,1,162.66,Euro
215595881-1,Python,1,1,1,0,117.26,Dollar
827285297-7,Python,2,2,0,2,490.28,jod
245960421-1,Python,2,1,1,1,433.98,jod
767497297-6,python,0,0,0,1,460.34,jod
903483826-9,java,0,0,1,2,440.03,euro
893267630-5,java,1,0,0,2,448.68,jod
828420034-1,PYTHON,2,2,1,2,275.76,USD
370068561-0,C++,1,0,2,0,153.85,Euro
849159840-5,R,1,0,1,1,158.08,Euro
877513527-2,c++,1,2,0,0,414.70,Euro
136651047-X,JAVA,1,0,2,0,131.88,USD
624109200-6,r,2,2,2,0,242.13,euro
424725804-4,C++,1,1,0,1,418.24,USD
491608646-5,java,2,0,1,0,159.97,jod
061806536-9,python,0,2,2,0,298.30,JOD
134862832-4,,1,1,0,2,221.10,JOD
083882125-1,JAVA,2,1,2,2,435.91,jod
648655177-1,python,0,0,0,2,196.84,Dollar
945784611-7,c++,1,1,1,0,294.48,JOD
762853278-0,PYTHON,0,0,1,0,235.11,Dollar
006742704-9,java,2,1,1,2,240.13,Dollar
712698920-2,PYTHON,0,1,1,0,423.27,euro
453001112-7,JAVA,1,2,1,1,102.09,Euro
615625870-1,C++,1,0,1,0,131.06,Dollar
049682891-6,c++,1,0,0,2,397.76,USD
144050831-3,PYTHON,0,0,2,1,445.05,JOD
659081008-7,r,0,0,0,0,419.50,JOD
947893346-9,r,2,2,2,2,182.16,Dollar
650255816-X,python,2,0,0,1,355.51,Euro
177419875-4,r,2,1,0,0,431.81,jod
005223270-0,r,1,2,0,2,360.33,JOD
035626048-8,PYTHON,1,0,1,2,434.67,USD
971239208-2,c++,0,2,1,2,483.62,euro
226491182-4,PYTHON,2,1,1,2,214.54,JOD
207669029-8,,1,2,2,2,367.29,euro
694587986-0,PYTHON,2,0,1,0,489.89,Dollar
800756754-2,python,0,2,2,2,257.75,Dollar
189852883-7,c++,0,1,1,2,455.63,JOD
828445890-X,r,0,2,2,0,456.51,JOD
915552628-4,r,1,2,2,2,431.24,USD
477507246-3,Python,2,0,2,1,380.87,jod
042949065-8,PYTHON,1,1,1,2,408.53,euro
850606790-1,java,0,1,1,2,235.67,USD
795718582-7,,2,1,1,0,117.69,JOD
997668451-7,r,2,0,1,0,314.95,Euro
533018394-4,java,1,1,1,0,155.32,jod
682411892-3,C++,1,2,1,2,410.84,JOD
674094446-6,c++,1,1,2,1,230.13,Euro
759995105-9,R,2,2,1,0,190.11,Dollar
544053436-9,r,0,1,1,2,119.21,JOD
108519334-9,PYTHON,2,1,0,1,160.73,Euro
216166489-1,c++,2,0,0,2,489.22,Dollar
942121700-4,R,2,0,2,1,373.00,Dollar
156004429-2,R,1,1,0,1,355.69,Dollar
532646464-0,python,1,0,0,0,363.42,Euro
699918178-0,,0,2,1,0,258.60,jod
167733395-2,c++,1,0,1,0,168.09,jod
908588244-3,java,0,1,1,0,228.23,Dollar
461165559-8,PYTHON,2,2,1,1,377.30,euro
829297823-2,R,1,1,0,1,270.10,USD
179204128-4,java,2,0,1,2,477.00,Euro
036159635-9,r,1,0,1,0,258.33,Dollar
217532482-6,C++,2,2,1,0,339.00,euro
505400106-9,c++,0,2,0,0,364.41,Euro
626520774-1,c++,2,0,2,2,297.36,Dollar
989150206-6,Python,2,0,1,2,274.50,jod
125590077-6,java,2,2,2,0,450.24,jod
402973350-6,c++,1,0,1,1,212.04,Dollar
109422379-4,java,2,0,2,2,446.68,jod
992362588-5,Python,1,0,1,1,374.17,euro
805807328-8,java,0,1,0,1,178.69,euro
463522651-4,r,0,1,2,2,336.42,Dollar
619446903-X,Python,0,1,0,1,443.71,jod
580081894-0,Python,0,0,0,1,495.83,Dollar
464575562-5,java,1,0,2,2,291.95,Euro
749522005-8,C++,1,0,0,2,159.44,euro
789098522-3,java,1,0,1,0,473.81,USD
120797555-9,C++,0,2,1,2,141.98,euro
655178956-0,python,0,2,0,1,438.18,euro
694395132-7,,1,1,2,1,351.04,JOD
631170020-4,r,0,0,0,1,421.70,Dollar
771600506-5,R,0,2,0,1,349.49,euro
961613359-4,PYTHON,1,1,0,2,169.01,USD
800141677-1,c++,0,1,1,2,456.36,jod
167511247-9,JAVA,0,2,1,0,307.47,USD
149296896-X,python,0,1,1,0,212.49,jod
191489479-0,PYTHON,1,1,2,0,129.87,Dollar
034914744-2,Python,1,2,1,2,360.58,jod
918448291-5,java,1,1,0,1,446.23,USD
505923417-7,,1,2,0,2,240.97,USD
363696693-6,python,0,0,1,1,416.28,JOD
967241082-4,r,0,0,1,1,442.31,JOD
651815842-5,R,0,2,1,2,282.51,USD
903497416-2,JAVA,0,0,0,0,151.92,USD
938082403-3,JAVA,1,1,0,0,192.28,Dollar
612567131-3,JAVA,0,1,1,2,434.56,Euro
757724614-X,r,1,1,1,0,470.90,Dollar
409384874-2,PYTHON,0,1,2,0,335.86,Euro
351553372-9,java,2,1,0,0,306.42,Euro
983488538-5,c++,2,2,0,0,479.71,euro
223841202-6,PYTHON,0,1,1,0,407.16,Euro
837251573-5,python,1,1,2,2,433.75,jod
642053975-7,,2,2,2,1,219.98,euro
908941499-1,C++,0,2,1,0,244.10,USD
010972607-3,PYTHON,1,1,0,1,150.31,USD
947177207-9,r,2,0,2,0,236.94,USD
491594183-3,python,1,0,0,2,371.43,jod
295731867-9,r,1,2,1,1,161.24,JOD
197124428-7,Python,1,0,0,0,307.51,Dollar
741607130-5,java,1,2,0,2,329.57,Dollar
839051386-2,JAVA,1,1,0,2,445.33,USD
708505517-0,r,2,0,1,2,240.94,JOD
559701016-6,c++,2,0,2,1,151.00,Dollar
034059878-6,python,1,0,1,2,118.04,Euro
113099363-9,r,1,0,2,1,347.65,Euro
340253346-4,java,1,2,1,2,270.84,euro
759360435-7,python,2,0,1,1,255.07,euro
336676615-8,R,0,2,0,0,365.56,jod
973173037-0,C++,1,1,1,1,205.52,JOD
988257384-3,Python,0,1,1,0,104.00,Dollar
977585922-0,r,1,2,1,2,307.29,Euro
058668920-6,C++,1,1,2,2,349.81,Euro
521260368-4,python,0,0,0,2,176.96,jod
864141465-7,java,1,1,1,1,149.45,Dollar
244014493-2,python,0,1,0,0,461.04,USD
832925364-3,python,0,0,2,2,448.16,Euro
361923423-X,R,1,2,1,0,170.71,JOD
380550149-8,Python,0,1,1,1,409.13,USD
159767035-9,C++,0,2,2,2,201.58,USD
607036545-3,R,2,1,2,1,168.62,euro
091161246-7,java,0,0,1,2,240.84,euro
464938476-1,Python,1,0,1,1,395.61,Euro
883001114-2,python,2,1,2,0,332.08,Dollar
275846673-2,C++,0,2,0,1,361.08,USD
880005027-1,Python,1,0,2,1,391.18,Euro
041808215-4,,2,0,1,1,334.19,euro
427724039-9,java,1,0,0,2,486.59,Dollar
194635409-0,PYTHON,1,2,1,1,437.09,jod
047833772-8,,0,0,1,0,360.45,USD
461373910-1,C++,1,1,0,0,384.39,JOD
898858133-4,C++,0,0,0,1,161.45,USD
201167316-X,C++,0,2,2,1,112.35,euro
159463401-7,JAVA,1,0,1,0,101.40,euro
190680507-5,JAVA,1,1,1,0,121.79,JOD
541665913-0,R,2,0,1,0,224.83,JOD
420700631-1,java,2,1,1,1,121.71,Euro
001914851-8,Python,0,1,2,1,426.82,jod
227077820-0,,2,0,1,2,439.36,Dollar
178494119-0,,0,0,2,2,129.30,jod
791508671-5,JAVA,1,1,1,1,101.78,JOD
741728118-4,R,0,2,2,0,124.83,USD
731565294-9,JAVA,1,2,1,2,369.29,Euro
267801714-1,C++,0,1,0,0,410.62,Dollar
683284597-9,java,0,1,2,2,413.02,jod
353581223-2,c++,2,2,2,2,206.45,JOD
045421627-0,java,0,2,2,0,440.41,jod
089588476-3,JAVA,1,1,2,0,172.60,Dollar
637342440-5,,1,1,0,2,166.40,USD
137841038-6,PYTHON,0,2,1,1,297.94,Dollar
151725930-4,JAVA,0,0,0,0,183.90,jod
924318448-2,r,2,1,0,1,261.50,JOD
910387659-4,JAVA,1,2,1,1,454.39,Dollar
068093601-7,PYTHON,2,1,0,2,404.61,JOD
380868492-5,R,1,0,1,2,103.65,euro
419380934-X,Python,0,2,1,2,393.66,Euro
761136207-0,C++,1,0,2,0,441.11,USD
028254844-0,R,2,0,0,2,281.49,jod
283464962-6,r,0,0,2,1,106.15,Dollar
556375319-0,C++,1,2,2,2,109.45,jod
262327226-3,Python,0,1,1,0,188.17,JOD
556452150-1,Python,2,0,2,0,146.47,USD
335732649-3,java,1,1,2,0,340.11,USD
852201059-5,R,0,2,0,1,410.91,euro
506086818-4,Python,1,2,1,2,465.64,Euro
208807645-X,Python,2,0,2,1,414.49,JOD
129163117-8,java,0,1,2,1,231.35,Dollar
118417393-1,Python,0,1,0,2,262.29,USD
361941992-2,C++,0,2,1,1,295.26,Euro
256202517-2,Python,2,2,0,0,197.33,Dollar
887107211-1,c++,0,1,1,2,181.01,Dollar
136100767-2,R,1,1,1,1,100.79,euro
608386598-0,Python,2,1,0,2,217.18,Dollar
178132907-9,R,1,1,0,2,168.82,USD
088533775-1,Python,0,2,0,1,270.57,euro
294357578-X,Python,1,0,0,2,109.00,Euro
371534880-1,PYTHON,2,0,2,1,281.20,Dollar
043132474-3,C++,2,0,1,0,471.16,euro
409150108-7,Python,0,1,2,0,195.07,Euro
414840366-6,JAVA,0,2,2,1,274.60,USD
299681386-3,c++,0,0,1,1,439.92,USD
012408298-X,Python,2,1,0,0,136.58,JOD
018377490-6,Python,2,1,1,2,333.47,Euro
643854486-8,r,1,0,2,1,387.97,JOD
211801948-3,JAVA,0,0,0,0,313.36,JOD
971720482-9,PYTHON,1,2,1,2,279.68,JOD
114219248-2,JAVA,1,2,0,0,483.13,jod
714351597-3,R,0,2,1,1,465.63,Dollar
449574084-9,R,1,2,2,1,275.25,jod
609179376-4,Python,2,1,0,2,432.24,jod
841625871-6,PYTHON,0,0,0,1,321.29,euro
818429422-0,R,1,0,1,2,123.39,Euro
366626386-0,r,0,1,0,1,363.86,JOD
602492910-2,R,0,0,1,0,456.54,USD
024995834-1,JAVA,0,2,2,0,340.92,JOD
947965255-2,PYTHON,2,1,2,1,462.87,Dollar
011206250-4,c++,2,1,0,1,270.10,jod
954595032-3,java,0,1,0,0,355.48,euro
432503937-6,r,2,2,1,0,171.36,Dollar
847846012-8,python,2,0,2,1,188.74,JOD
698959207-9,,1,1,1,2,361.47,USD
639219253-0,R,1,2,1,1,279.19,Dollar
887520774-7,r,2,1,1,1,234.56,JOD
983593269-7,PYTHON,2,1,0,2,370.88,JOD
296336221-8,PYTHON,1,1,1,0,144.34,Dollar
720952554-8,Python,2,2,0,0,475.73,jod
123805112-X,r,0,0,0,1,311.83,jod
136266069-8,PYTHON,2,1,2,1,110.36,Euro
270116815-5,R,1,2,1,0,378.90,jod
606533784-6,R,2,2,1,1,344.95,jod
711965672-4,R,0,1,0,0,224.14,Dollar
023324109-4,Python,0,0,2,0,145.68,euro
924112015-0,Python,1,1,1,1,246.30,jod
099749867-6,python,0,2,2,1,253.93,Dollar
021252588-3,java,1,1,1,2,474.65,JOD
122400238-5,Python,1,0,0,1,486.93,Dollar
043466597-5,C++,0,2,2,1,461.37,Euro
223509303-5,PYTHON,1,0,2,2,338.31,JOD
526783519-6,R,0,0,2,0,271.18,jod
954479352-6,r,2,1,2,0,165.17,euro
548938104-3,r,0,0,2,1,255.85,JOD
972323518-8,Python,2,2,0,0,350.98,Dollar
303451383-6,c++,2,2,1,2,377.95,Dollar
419387897-X,r,1,0,1,1,487.85,euro
148544543-4,r,0,1,2,2,204.39,JOD
532932595-1,java,1,1,1,1,421.66,jod
134448095-0,Python,0,2,2,0,108.92,jod
277804045-5,Python,2,1,2,0,357.67,Dollar
296000906-1,R,1,2,1,0,127.92,Euro
658063776-5,python,1,1,1,2,262.91,Euro
350462418-3,Python,1,0,2,2,355.40,Euro
654036923-9,PYTHON,0,2,0,2,471.77,Dollar
479777226-3,R,1,2,0,0,265.10,jod
042958067-3,c++,1,1,2,2,344.51,Euro
505326905-X,C++,0,2,0,1,247.11,USD
929790405-X,Python,1,0,1,1,204.38,USD
932877162-5,PYTHON,0,1,2,1,224.96,jod
728106083-1,java,1,0,1,2,360.63,USD
124882894-1,java,0,0,2,2,120.22,Euro
840047022-2,r,0,0,0,1,166.38,jod
604908822-5,JAVA,2,1,0,0,239.60,jod
660828804-2,PYTHON,1,2,1,2,302.04,Euro
532114788-4,Python,2,0,1,2,245.88,euro
512450802-7,R,1,2,2,0,174.30,jod
636181321-5,JAVA,1,0,2,2,496.50,euro
671507492-5,PYTHON,0,2,1,1,179.67,Dollar
268867121-9,PYTHON,1,0,0,1,246.53,Euro
054256308-8,,0,1,2,0,375.18,USD
316289290-2,python,2,2,2,0,476.94,JOD
476268127-X,r,2,1,1,0,324.84,jod
870016814-9,python,1,2,0,1,370.27,USD
984139866-4,JAVA,0,0,2,2,282.53,jod
423576365-2,Python,0,0,0,1,433.72,Dollar
835817905-7,python,1,1,2,2,180.19,euro
570839929-5,Python,2,0,1,2,169.09,Euro
099410632-7,PYTHON,1,0,2,1,426.95,Euro
112811666-9,java,0,1,1,2,212.76,jod
611532903-5,python,1,1,0,0,360.66,USD
243455824-0,C++,0,1,1,2,330.10,jod
112080539-2,C++,2,0,2,2,458.59,euro
004889616-0,C++,2,2,0,2,498.80,JOD
167234871-4,R,2,2,1,1,156.45,jod
925570701-9,c++,0,1,0,1,103.11,JOD
628446788-5,R,2,2,1,2,132.31,JOD
532615172-3,C++,0,1,1,1,302.53,USD
960875280-9,R,2,2,0,1,497.22,Dollar
580678230-1,R,1,0,1,0,270.54,Dollar
966225485-4,java,2,0,0,1,453.08,USD
930804036-6,c++,2,0,2,2,375.66,USD
468232376-8,Python,2,2,0,2,202.89,jod
809761286-0,PYTHON,1,1,0,0,217.67,JOD
505237795-9,,1,1,0,1,109.06,Euro
175475980-7,r,1,0,1,0,174.51,JOD
352605676-5,r,1,2,0,1,168.79,USD
069352335-2,java,1,2,0,1,263.66,JOD
523097250-5,JAVA,1,1,1,0,311.74,jod
815577085-0,JAVA,0,2,1,2,417.85,Dollar
798641473-1,Python,0,2,1,0,214.66,JOD
387212054-9,java,0,2,2,0,466.77,USD
358382330-3,Python,2,1,2,0,356.02,euro
096329500-4,c++,2,0,1,2,334.67,Euro
257492429-0,PYTHON,0,1,1,0,498.92,JOD
056163931-0,JAVA,0,2,1,1,240.51,Euro
302762063-0,,0,0,2,0,424.84,JOD
998411401-5,C++,0,2,0,0,215.82,Dollar
264970586-8,python,1,0,0,0,283.06,Dollar
865308867-9,Python,2,1,0,0,347.81,jod
158858271-X,Python,1,1,2,0,314.23,JOD
633287941-6,R,1,1,0,1,169.16,Dollar
465159435-2,python,2,0,2,1,489.07,JOD
291184373-8,R,2,0,2,0,284.93,JOD
825198575-7,Python,2,1,1,2,151.31,Dollar
286143053-2,JAVA,2,1,0,0,176.15,jod
149475916-0,Python,1,0,1,0,377.66,jod
664192519-6,PYTHON,0,0,2,1,423.87,JOD
246835645-4,JAVA,2,0,0,2,127.58,Euro
796342297-5,java,2,0,0,2,333.14,euro
799531575-9,c++,0,0,1,0,314.55,jod
333814264-1,java,0,2,1,2,170.25,Euro
943102422-5,JAVA,2,2,1,2,492.99,Dollar
747586719-6,java,1,1,2,1,217.37,jod
591496390-7,PYTHON,2,0,2,0,296.77,USD
549225983-0,PYTHON,0,1,2,0,377.37,Dollar
323804312-9,r,2,0,2,1,412.88,jod
550194780-3,c++,0,0,2,2,370.98,JOD
361409943-1,JAVA,2,1,1,0,399.25,USD
611773823-4,JAVA,2,1,1,2,345.12,JOD
077756763-6,R,1,1,2,1,455.33,JOD
976834377-X,JAVA,1,0,0,1,357.75,Dollar
879031191-4,c++,0,0,2,2,483.63,Euro
079495920-2,C++,1,2,2,0,313.49,euro
098148186-8,R,0,1,2,2,162.44,jod
880782085-4,Python,1,0,2,2,444.73,USD
754823923-8,C++,1,0,2,0,118.96,Dollar
611446195-9,java,2,1,0,2,221.30,JOD
832407477-5,c++,0,2,2,0,277.48,JOD
654874945-6,R,1,1,2,2,430.52,JOD
041396318-7,java,0,0,0,1,173.67,euro
049598400-0,c++,0,1,0,0,162.30,USD
738319982-0,r,2,1,1,2,475.93,JOD
069781242-1,JAVA,2,2,1,1,315.81,USD
266776304-1,java,0,1,0,2,285.53,JOD
298309698-X,r,1,0,2,1,176.11,JOD
519597030-0,R,1,0,2,2,355.37,Dollar
809052360-9,JAVA,0,0,2,0,492.73,Dollar
187927382-9,C++,1,1,0,2,436.67,jod
494493836-5,r,2,1,0,0,231.26,euro
974250958-1,R,0,2,2,2,141.10,Euro
033010960-X,Python,2,2,0,0,339.76,euro
917540527-X,R,1,0,0,2,177.73,JOD
845901023-6,Python,1,2,1,2,299.29,JOD
