ProjectID,Programming Language,Employee1,Employee2,Employee3,Employee4,Award,Currency
608072391-3,Python,2,1,1,0,248.71,Euro
976615031-1,c++,2,2,0,0,115.26,Euro
911864335-3,PYTHON,0,1,0,2,457.57,Euro
408791820-3,java,2,1,1,1,323.96,Euro
526658377-0,java,0,0,1,1,217.48,USD
253456187-1,PYTHON,0,0,2,1,190.78,Euro
811126411-9,R,0,1,0,0,343.75,JOD
959568769-3,C++,1,0,0,1,307.32,USD
536618814-8,R,0,2,0,2,356.64,USD
352855634-X,java,2,0,2,0,324.16,USD
038063053-2,java,0,1,0,1,286.83,Euro
873198829-6,JAVA,0,0,0,1,499.76,Euro
315392564-X,c++,1,0,0,1,236.42,USD
174484338-4,R,1,2,1,1,249.93,Euro
893108584-2,JAVA,0,0,0,1,252.57,JOD
012363195-5,PYTHON,0,0,2,0,258.47,JOD
430895327-8,R,0,1,0,0,164.43,JOD
315180219-2,java,0,2,2,2,229.53,USD
846261096-6,C++,0,0,2,2,334.78,Euro
775674512-4,JAVA,1,0,1,1,459.33,JOD
666983354-7,,1,1,0,1,437.86,USD
396620778-8,c++,1,0,1,1,148.93,JOD
123160329-1,c++,2,1,1,0,134.80,USD
126321975-6,,0,0,2,0,253.26,USD
358735128-7,PYTHON,1,1,2,0,443.53,JOD
969620488-4,R,0,0,1,1,106.32,USD
830767796-3,java,1,0,2,2,289.79,Euro
081476377-4,R,2,2,1,1,170.37,Euro
080924021-1,PYTHON,1,1,0,1,296.68,JOD
989241952-9,Python,2,0,1,2,468.58,Euro
731045283-6,c++,0,2,0,0,244.50,Euro
312340861-2,R,2,1,0,1,138.55,Euro
864893137-1,c++,2,0,0,0,288.37,USD
416915194-1,c++,1,0,2,1,499.30,USD
151564138-4,R,1,1,0,0,293.51,Euro
912696837-1,JAVA,1,0,2,2,118.04,JOD
816559644-6,R,2,0,2,1,324.24,USD
007471241-1,C++,0,0,1,1,131.71,JOD
049691875-3,c++,0,1,1,2,265.40,Euro
167409729-8,C++,0,0,1,1,391.43,Euro
849466527-8,c++,1,2,0,2,344.62,USD
411265727-7,R,2,1,2,2,410.91,USD
374003049-6,Python,0,2,2,1,430.34,Euro
634683100-3,PYTHON,0,0,0,0,426.91,USD
779582360-2,R,1,2,0,2,364.22,USD
255165125-5,JAVA,2,1,0,1,453.13,USD
916171223-X,PYTHON,2,0,2,1,326.94,Euro
361769070-X,R,0,1,1,1,471.77,USD
229759136-5,Python,1,0,1,2,381.72,JOD
649304611-4,C++,0,0,1,1,206.15,Euro
246883083-0,java,1,2,2,1,391.65,USD
766680669-8,C++,2,2,0,1,158.56,JOD
793035905-0,c++,2,0,0,1,294.41,Euro
164448803-5,java,2,2,2,1,304.92,JOD
039676910-1,java,0,1,0,2,316.28,USD
874097869-9,c++,0,1,2,2,199.17,USD
139796777-3,java,0,0,0,2,282.01,USD
750779925-5,Python,0,1,1,1,420.67,JOD
402601194-1,Python,2,0,2,2,430.85,USD
596647432-X,JAVA,0,2,1,0,183.97,Euro
549833967-4,Python,1,2,0,2,379.14,USD
483564634-7,PYTHON,1,2,1,1,119.07,JOD
885287483-6,R,1,0,2,0,144.43,JOD
792830757-X,R,0,2,0,1,418.33,Euro
200051029-9,R,0,1,1,1,241.22,Euro
448105670-3,C++,2,2,0,1,287.48,USD
242079173-8,JAVA,1,2,0,0,322.90,JOD
873989849-0,c++,2,0,0,2,448.13,USD
573091680-9,Python,1,1,0,2,291.74,USD
671638201-1,C++,2,1,1,1,111.58,USD
155114754-8,C++,0,0,1,2,315.15,JOD
214085307-5,Python,0,2,0,2,157.23,USD
500931543-2,C++,1,2,0,0,113.51,USD
093265759-1,java,0,2,0,1,481.32,Euro
692998047-1,PYTHON,1,2,1,0,430.14,Euro
731858782-X,JAVA,2,0,0,2,388.10,Euro
097509709-1,java,1,2,1,1,296.64,USD
131244516-5,c++,1,2,2,2,407.33,USD
115572244-2,R,2,1,0,2,171.97,JOD
956022452-2,c++,0,1,2,0,148.76,USD
325817350-8,PYTHON,0,2,1,2,394.40,JOD
999602306-0,Python,2,1,2,2,422.05,JOD
498933016-1,java,2,0,2,1,425.65,USD
792756445-5,PYTHON,2,1,1,2,376.83,JOD
182337572-3,Python,0,0,1,0,295.85,Euro
043916066-9,C++,2,1,2,1,436.19,JOD
065308562-1,PYTHON,2,0,2,1,393.65,Euro
767747224-9,Python,2,0,2,0,431.00,JOD
852359663-1,JAVA,1,0,2,2,367.91,Euro
687714236-5,PYTHON,0,0,0,0,279.64,Euro
848591920-3,c++,1,1,2,1,244.97,USD
498770167-7,JAVA,2,0,0,1,150.21,JOD
129538568-6,Python,0,0,0,1,488.77,USD
724965370-9,PYTHON,2,2,0,0,480.61,Euro
395123716-3,JAVA,0,2,1,0,325.75,Euro
465286237-7,JAVA,2,1,1,2,394.21,JOD
558428405-X,c++,2,0,0,0,204.16,USD
061088087-X,java,2,2,0,0,313.41,USD
501332068-2,c++,2,0,2,1,151.54,JOD
739043419-8,C++,2,2,0,1,162.87,JOD
847343555-9,C++,1,1,0,2,450.20,Euro
599897965-6,Python,2,1,2,0,432.89,JOD
278048909-X,java,1,0,0,1,252.63,USD
850626080-9,JAVA,0,0,0,2,118.03,Euro
679552598-8,C++,1,2,2,1,170.84,Euro
690723084-4,Python,1,2,0,0,401.66,JOD
075893095-X,R,0,2,2,2,295.77,JOD
151726849-4,R,0,0,1,1,497.39,USD
355288380-0,java,0,2,2,0,397.13,USD
640174432-4,PYTHON,0,2,0,1,251.39,USD
320876810-9,JAVA,2,0,2,1,301.21,Euro
806657194-1,c++,2,1,2,1,402.35,USD
971657203-4,c++,0,,0,0,153.81,Euro
632900105-7,c++,2,0,1,0,340.73,Euro
249445888-9,C++,0,2,0,1,128.57,USD
348530733-5,JAVA,0,2,0,2,111.97,USD
134579191-7,c++,2,1,1,1,234.90,USD
660764137-7,java,2,1,0,1,187.97,Euro
639921163-8,c++,0,1,2,2,169.50,Euro
084085204-5,java,0,2,1,1,187.75,JOD
866133923-5,R,0,0,0,1,230.46,JOD
556418290-1,Python,1,1,1,1,193.26,JOD
115362819-8,java,0,0,0,1,399.07,USD
786152370-5,JAVA,1,0,0,2,384.22,JOD
051336179-0,C++,0,1,1,1,352.87,USD
808242001-4,R,2,0,2,0,101.42,JOD
412750539-7,c++,2,0,2,0,115.87,Euro
658745025-3,Python,2,2,0,0,370.74,Euro
628699628-1,Python,2,2,1,2,367.25,Euro
899748374-9,Python,2,0,1,2,355.41,JOD
631396684-8,java,1,1,0,2,247.17,Euro
785462998-6,JAVA,0,0,2,0,267.89,USD
000146197-4,PYTHON,1,2,1,1,196.97,USD
382555600-X,c++,2,2,0,2,336.67,JOD
511598254-4,Python,1,0,2,1,451.22,Euro
269710055-5,PYTHON,0,1,0,1,466.17,Euro
475614658-9,PYTHON,2,1,0,0,126.96,JOD
467524743-1,Python,2,0,1,2,283.27,USD
986272598-2,R,0,0,1,1,249.79,USD
920025546-9,R,0,2,1,2,334.87,USD
624675078-8,C++,0,1,2,2,315.22,Euro
884124787-8,,0,2,0,0,331.20,Euro
121643412-3,C++,2,1,2,0,271.88,USD
802778723-8,C++,0,1,2,0,406.47,Euro
182636471-4,R,0,2,2,1,450.75,USD
842375247-X,c++,0,1,1,1,264.91,Euro
070948535-2,PYTHON,2,0,2,1,473.17,USD
656345692-8,c++,0,1,0,2,466.28,USD
321941521-0,PYTHON,0,1,1,0,156.37,USD
428008831-4,JAVA,2,2,2,1,499.21,USD
431583393-2,PYTHON,2,0,1,0,215.55,Euro
587285894-9,JAVA,2,,0,2,427.52,JOD
065299972-7,c++,0,2,0,1,132.48,Euro
111151920-X,PYTHON,0,1,2,2,268.30,JOD
674964837-1,java,0,1,0,1,485.24,JOD
835872061-0,,1,0,0,1,479.13,USD
591995166-4,R,1,1,0,2,265.90,USD
831593878-9,Python,2,2,1,1,296.79,JOD
187422258-4,c++,0,0,1,0,475.57,JOD
829122849-3,java,1,2,1,2,157.33,Euro
846925141-4,PYTHON,2,2,0,0,311.49,Euro
116527680-1,R,2,2,2,0,257.72,JOD
242182060-X,Python,0,0,2,0,243.19,Euro
606236254-8,PYTHON,2,1,0,2,266.58,USD
624278896-9,JAVA,1,,0,2,173.83,USD
359474416-7,Python,1,1,2,1,364.03,Euro
211254273-7,java,0,2,1,0,452.18,Euro
135281944-9,Python,1,1,2,2,357.83,USD
361417950-8,JAVA,0,0,0,2,320.75,JOD
538792545-1,java,0,1,0,1,100.75,USD
196864870-4,JAVA,0,0,1,0,110.68,USD
912848732-X,Python,0,0,1,1,170.18,JOD
369322399-8,R,2,1,2,1,124.51,Euro
639027920-5,PYTHON,0,0,2,0,207.47,Euro
802317961-6,JAVA,1,0,0,1,208.07,JOD
859360393-9,R,0,0,0,1,426.26,Euro
301854174-X,JAVA,1,2,0,0,293.27,JOD
977737602-2,Python,2,1,2,2,218.74,USD
253765382-3,java,2,2,0,2,232.73,JOD
496652221-8,R,0,2,2,0,442.44,USD
178806473-9,Python,0,0,0,0,469.35,USD
831037592-1,java,0,1,1,2,287.14,JOD
640622499-X,JAVA,2,0,1,2,496.27,JOD
015268608-8,java,0,1,2,2,235.30,JOD
085352125-5,R,1,1,0,2,296.97,Euro
189208184-9,JAVA,0,1,0,0,325.06,USD
430162353-1,JAVA,1,2,2,1,353.01,Euro
429864111-2,C++,0,,2,0,143.71,JOD
682974378-8,c++,2,0,1,2,461.86,USD
356255133-9,JAVA,1,0,2,0,230.44,JOD
135422274-1,C++,0,0,1,0,282.00,Euro
738358352-3,R,2,1,0,2,228.52,JOD
417803415-4,c++,0,2,0,1,157.18,JOD
687168422-0,,0,1,2,1,141.88,Euro
701524737-2,R,2,0,1,2,356.26,USD
266490643-7,PYTHON,2,0,2,1,330.45,JOD
781816357-3,JAVA,2,0,0,1,173.14,USD
119228702-9,C++,1,0,0,0,272.31,USD
406421528-1,java,2,2,2,2,159.50,USD
879292514-6,C++,0,0,2,0,406.46,Euro
278128369-X,java,1,1,0,1,464.07,JOD
831223391-1,java,0,1,1,0,212.33,USD
592755910-7,Python,2,0,2,2,287.53,JOD
107621827-X,java,1,2,2,1,374.63,Euro
854143711-6,C++,0,2,0,1,115.90,USD
973105048-5,C++,2,1,0,2,359.53,Euro
435434195-6,PYTHON,2,0,0,2,259.34,Euro
991979510-0,R,1,2,0,0,202.60,Euro
593088854-X,c++,1,2,0,0,374.19,USD
332015952-6,java,1,1,2,1,237.27,USD
972995783-5,java,2,2,0,1,391.86,JOD
504798428-1,C++,1,0,2,2,410.52,USD
447882292-1,PYTHON,0,1,0,2,162.78,USD
782978646-1,PYTHON,1,2,0,0,208.59,JOD
730241013-5,JAVA,0,1,0,0,328.50,JOD
687651025-5,JAVA,2,1,2,2,473.31,Euro
078256424-0,Python,0,0,2,0,236.97,JOD
384106253-9,java,0,2,0,1,372.82,USD
307499853-9,,0,1,0,1,486.13,USD
725633790-6,JAVA,1,0,0,0,292.41,Euro
368400570-3,c++,0,1,0,1,353.14,USD
850913166-X,Python,1,2,0,0,321.06,USD
995999391-4,java,1,0,0,0,411.38,JOD
344931979-5,Python,0,1,0,2,301.15,USD
368129682-0,C++,1,0,0,2,458.48,JOD
411274518-4,R,2,2,2,1,433.21,JOD
886007519-X,Python,2,2,1,1,318.35,JOD
383140607-3,java,1,1,2,0,182.31,JOD
153052042-8,PYTHON,1,2,2,2,165.66,Euro
118064902-8,JAVA,1,1,0,0,207.73,USD
346177437-5,Python,2,1,1,0,472.83,JOD
024860143-1,PYTHON,0,0,2,0,444.88,USD
195117523-9,c++,0,0,0,0,131.29,USD
341030766-4,c++,2,2,2,2,297.96,Euro
732789270-2,java,1,2,2,2,486.33,JOD
722969215-6,c++,2,2,0,0,200.74,Euro
181191032-7,PYTHON,2,0,1,0,247.61,Euro
606729737-X,C++,1,0,1,2,447.35,USD
343290954-3,c++,1,1,2,0,276.77,JOD
879893550-X,C++,0,1,1,1,457.79,USD
319384794-1,java,0,2,1,2,496.69,Euro
993944077-4,PYTHON,2,2,2,0,376.27,JOD
290470941-X,PYTHON,0,2,2,0,336.75,Euro
209371951-7,R,0,1,2,2,248.84,JOD
223362234-0,Python,0,0,2,2,262.60,USD
928306621-9,PYTHON,2,2,1,0,419.48,Euro
885273306-X,,1,1,0,2,269.51,Euro
694206739-3,JAVA,1,1,0,1,366.14,Euro
470298663-5,C++,0,2,0,1,366.87,USD
742977378-8,PYTHON,1,1,2,1,178.31,JOD
625278120-7,JAVA,2,1,1,2,344.88,Euro
926636097-X,c++,0,2,2,2,347.77,USD
353763748-9,Python,2,0,1,1,483.05,Euro
566699011-X,R,2,1,2,0,284.43,JOD
176391202-7,Python,1,0,2,1,423.09,USD
542943063-3,R,2,1,1,0,289.69,JOD
303406719-4,PYTHON,1,0,0,1,216.06,USD
319491996-2,PYTHON,2,2,0,1,232.69,Euro
026002905-X,R,0,1,1,2,151.47,USD
973179983-4,java,0,0,0,1,103.99,Euro
451717947-8,PYTHON,0,2,2,2,249.76,JOD
323468744-7,java,2,2,1,2,387.41,Euro
552627335-0,PYTHON,1,0,2,1,442.79,Euro
842934646-5,java,2,2,2,0,126.49,USD
343322396-3,Python,0,0,1,0,172.08,JOD
095231519-X,PYTHON,2,0,1,1,472.69,USD
810497384-3,JAVA,2,0,0,2,479.05,Euro
222641948-9,,0,1,1,1,232.16,Euro
162803300-2,Python,0,1,1,1,217.75,USD
220226523-6,C++,2,0,0,2,272.51,JOD
802753289-2,c++,0,2,1,0,123.52,JOD
924884155-4,R,2,1,1,0,438.51,USD
568401534-4,JAVA,0,0,1,1,270.10,Euro
793819285-6,PYTHON,1,0,0,0,317.30,Euro
489801373-2,c++,0,0,2,2,127.21,Euro
911949544-7,c++,0,2,2,0,213.05,JOD
541445403-5,PYTHON,2,2,1,1,134.76,USD
005039486-X,java,0,1,1,1,309.10,Euro
332997650-0,PYTHON,2,2,1,0,138.04,JOD
736463540-8,Python,0,2,0,1,254.95,JOD
019622407-1,JAVA,2,0,0,2,469.33,Euro
574178724-X,JAVA,1,0,0,2,134.56,JOD
379610159-3,c++,2,0,1,1,239.68,USD
487965942-8,java,1,1,1,1,355.18,JOD
428019478-5,c++,2,2,2,2,267.39,JOD
729081474-6,PYTHON,0,0,1,2,343.86,Euro
034728207-5,PYTHON,2,2,2,1,190.39,USD
080579549-9,C++,0,1,2,2,201.55,Euro
371393625-0,java,2,0,1,2,419.95,USD
705752555-9,PYTHON,1,1,1,2,123.09,USD
759073828-X,java,1,0,2,2,232.13,JOD
832877147-0,JAVA,2,2,2,0,285.13,USD
160484164-8,Python,0,2,1,0,136.19,JOD
864194011-1,Python,0,0,2,0,183.85,USD
749631351-3,c++,1,0,0,2,446.53,JOD
951783221-4,java,0,1,2,2,201.11,USD
617117307-X,R,1,0,0,2,420.06,JOD
450610996-1,c++,1,1,2,0,295.43,JOD
014513607-8,c++,0,2,1,0,362.97,USD
169703785-2,PYTHON,1,0,1,0,221.98,JOD
300298829-4,c++,0,,1,2,453.95,USD
075770608-8,JAVA,0,0,2,1,232.45,Euro
371605290-6,C++,1,0,2,2,141.38,USD
201642689-6,Python,1,2,2,2,185.71,USD
407460864-2,c++,1,2,2,0,417.70,JOD
207184140-9,R,1,1,0,2,295.43,JOD
217698793-4,JAVA,0,1,2,2,322.51,Euro
268772671-0,JAVA,2,1,1,2,224.30,USD
216411514-7,java,2,2,1,2,381.11,JOD
031163254-8,java,1,0,2,0,198.44,USD
450463808-8,C++,0,0,2,2,292.34,USD
836894587-9,R,0,0,1,2,130.86,USD
837184092-6,c++,2,2,1,0,140.86,USD
554831443-2,c++,2,2,2,2,150.24,Euro
687838588-1,c++,0,0,0,2,467.98,Euro
361411662-X,java,0,0,1,2,169.33,JOD
660825337-0,Python,1,2,1,2,468.59,Euro
489953423-X,c++,1,0,0,1,160.02,JOD
906258475-6,java,0,2,1,0,293.31,USD
110986019-6,java,0,1,1,1,213.82,Euro
801163740-1,R,2,1,0,2,382.29,Euro
733678822-X,PYTHON,1,2,2,0,395.66,Euro
231808528-5,c++,0,0,1,1,241.17,JOD
748324534-4,R,0,2,1,0,186.76,Euro
875723343-8,c++,1,0,2,0,339.52,JOD
879089385-9,c++,0,,2,0,146.11,Euro
015654992-1,java,2,1,2,2,235.20,Euro
015213096-9,Python,1,1,0,0,173.51,JOD
381852255-3,JAVA,2,1,0,2,160.87,Euro
028151645-6,Python,2,2,2,1,410.07,USD
241785083-4,c++,0,0,2,2,280.45,Euro
274387598-4,java,1,1,0,1,383.06,Euro
662541948-6,R,1,1,2,0,147.70,Euro
362197314-1,C++,2,1,0,1,349.06,USD
483246917-7,C++,0,2,0,2,281.34,USD
091763195-1,c++,0,0,2,1,443.57,JOD
642890659-7,,1,1,0,0,166.02,JOD
792170728-9,c++,2,1,2,2,245.63,USD
421439351-1,,2,2,2,0,121.60,Euro
676390818-0,JAVA,0,0,2,1,230.31,USD
940964337-6,R,2,1,1,2,357.10,Euro
690505993-5,c++,1,1,0,1,224.11,JOD
876893541-2,java,2,2,1,0,169.64,JOD
848328710-2,c++,2,1,0,0,125.58,USD
102028064-6,JAVA,0,2,2,1,371.78,JOD
110391601-7,java,0,2,0,1,312.42,JOD
598432004-5,,0,2,2,0,365.71,JOD
063231645-4,c++,1,1,2,0,469.93,JOD
725120557-2,Python,1,0,1,1,203.48,Euro
745516459-9,java,1,2,2,0,297.31,Euro
773324603-2,,2,1,2,0,414.33,USD
906035005-7,PYTHON,0,1,1,0,253.55,Euro
353104141-X,Python,1,0,2,2,234.61,JOD
552842877-7,PYTHON,1,0,2,1,487.88,USD
811560843-2,java,1,1,2,1,392.02,Euro
992518019-8,java,1,1,2,0,138.58,USD
572898885-7,java,1,1,0,2,287.10,Euro
988498411-5,Python,0,2,0,2,235.96,Euro
601808511-9,Python,2,2,2,0,270.61,Euro
141002742-2,c++,1,0,0,1,116.76,Euro
529776648-6,PYTHON,0,1,0,1,129.71,USD
041134064-6,Python,0,0,2,2,442.64,USD
594909615-0,PYTHON,0,2,2,0,484.73,USD
731720098-0,Python,2,2,2,0,311.93,Euro
441977814-8,C++,1,0,0,1,287.28,JOD
715804870-5,PYTHON,1,0,0,1,445.10,Euro
179643085-4,c++,0,2,2,1,155.61,Euro
025057512-4,c++,2,2,2,1,408.75,JOD
903587059-X,PYTHON,1,2,1,2,176.22,USD
127319309-1,C++,0,0,0,0,161.83,Euro
513889772-1,Python,2,2,1,2,317.16,JOD
686238290-X,Python,1,1,2,0,474.32,Euro
971054953-7,PYTHON,1,1,2,1,333.28,JOD
504747965-X,R,1,0,1,2,228.09,JOD
744091170-9,java,2,0,2,0,368.13,USD
557461204-6,c++,1,1,2,1,149.90,JOD
588233969-3,C++,0,1,1,2,343.49,Euro
949829919-6,R,1,2,1,2,197.16,USD
643450298-2,R,2,2,2,2,309.45,USD
186389434-9,Python,1,0,0,0,489.00,USD
624716978-7,R,0,1,0,2,270.04,JOD
139566328-9,C++,1,1,0,1,103.81,USD
678123855-8,c++,0,,2,2,416.67,JOD
720420164-7,java,0,2,1,1,310.79,JOD
450863251-3,Python,1,2,0,1,445.40,JOD
754624988-0,R,2,1,1,0,131.61,JOD
216153485-8,c++,2,0,0,0,180.81,Euro
869005243-7,java,0,0,0,1,486.14,Euro
626149463-0,Python,0,1,0,1,171.93,JOD
532743615-2,java,1,0,1,1,366.51,JOD
083742335-X,PYTHON,1,0,0,0,228.73,Euro
655149093-X,PYTHON,2,0,2,1,163.46,JOD
499419026-7,R,2,2,2,2,325.58,USD
552704382-0,java,1,1,1,0,268.41,Euro
127148144-8,java,2,1,0,0,387.11,JOD
243816316-X,C++,0,2,2,2,317.81,USD
174626197-8,Python,1,0,0,2,469.03,Euro
464219640-4,Python,0,1,0,2,372.07,JOD
419254744-9,PYTHON,1,0,0,2,237.99,USD
836251352-7,R,2,1,2,2,337.85,USD
403463145-7,java,2,2,2,0,355.93,JOD
869600153-2,C++,1,0,1,0,129.87,USD
173827282-6,JAVA,0,2,0,0,252.44,USD
037188899-9,c++,0,2,2,2,280.05,JOD
165339178-2,JAVA,1,1,0,0,204.26,JOD
091732765-9,C++,2,0,2,0,429.01,USD
310323567-4,PYTHON,2,2,2,2,404.20,USD
979082215-4,R,0,2,1,1,475.53,JOD
390262448-5,PYTHON,2,0,2,1,176.98,JOD
219091052-8,PYTHON,1,,1,1,315.91,Euro
497475681-8,R,1,0,0,0,411.80,JOD
860832006-1,c++,1,2,1,1,305.21,Euro
615446228-X,JAVA,1,1,2,2,497.78,Euro
141729204-0,c++,1,1,1,2,437.28,USD
041575346-5,JAVA,1,0,2,0,435.02,Euro
688420858-9,JAVA,2,1,2,2,209.40,Euro
426036752-8,PYTHON,0,0,0,2,394.39,Euro
907857269-8,R,1,1,0,2,466.93,Euro
491570380-0,c++,0,0,1,1,146.40,USD
927797401-X,PYTHON,2,2,2,2,100.27,USD
808314027-9,R,0,1,1,1,430.03,USD
092204768-5,R,0,2,1,1,402.87,USD
977118972-7,C++,2,1,0,0,123.97,JOD
621098036-8,Python,0,1,1,2,462.50,Euro
955655307-X,c++,0,0,1,0,197.03,USD
937813113-1,PYTHON,1,2,0,0,343.31,JOD
137138527-0,,0,1,0,0,452.44,USD
215355131-5,PYTHON,0,0,2,1,206.76,Euro
066291183-0,java,0,0,1,2,112.25,USD
788205870-X,java,2,1,0,1,298.59,Euro
803244838-1,java,0,1,2,0,434.96,USD
746643136-4,java,2,0,1,0,373.15,Euro
090262920-4,C++,2,1,2,0,319.58,Euro
404907224-6,JAVA,2,0,2,1,134.52,USD
483802053-8,java,0,0,1,0,478.15,USD
565810076-3,c++,2,0,0,2,316.84,Euro
488959114-1,java,2,0,0,1,124.92,Euro
897123678-7,PYTHON,1,2,0,0,197.09,USD
488873305-8,PYTHON,2,2,0,2,452.67,USD
313628902-1,R,1,2,1,0,332.94,Euro
983631256-0,JAVA,0,2,2,0,172.04,JOD
489208739-4,c++,0,2,0,2,252.32,JOD
846694642-X,PYTHON,0,1,0,1,414.65,Euro
077145925-4,R,2,1,1,0,371.04,USD
517309923-2,R,0,0,1,1,370.60,Euro
012639518-7,c++,0,2,2,2,211.00,USD
224808294-0,PYTHON,2,2,0,2,477.76,USD
364500336-3,PYTHON,0,1,2,0,119.25,Euro
751201647-6,c++,0,1,2,0,179.92,Euro
108154113-X,c++,0,0,0,2,332.19,Euro
658393789-1,JAVA,0,2,1,1,301.86,JOD
787904363-2,java,2,2,1,2,337.27,USD
097896392-X,c++,2,0,1,0,443.70,Euro
080227996-1,Python,1,2,0,2,327.56,USD
297109957-1,C++,2,0,1,2,236.83,JOD
458852818-1,C++,1,1,0,2,186.21,JOD
948154507-5,c++,0,1,2,2,373.16,Euro
519982547-X,Python,2,,1,0,185.76,Euro
147662381-3,C++,0,1,1,1,136.20,Euro
366837280-2,PYTHON,2,2,0,1,377.94,JOD
280336139-6,JAVA,2,1,0,1,101.22,USD
918017081-1,R,2,0,0,0,283.65,Euro
519690420-4,JAVA,2,1,0,1,415.35,Euro
053499693-0,PYTHON,1,0,1,2,288.98,USD
231529058-9,PYTHON,0,2,0,2,164.65,Euro
583364534-4,JAVA,2,2,0,2,317.03,JOD
455319684-0,R,1,2,1,0,479.93,USD
121977211-9,java,0,2,1,1,489.39,Euro
580561952-0,R,0,1,0,1,168.79,JOD
216267558-7,C++,0,0,0,0,358.41,JOD
635286965-3,C++,0,2,0,0,458.50,JOD
255523238-9,Python,2,2,2,0,455.82,JOD
351177588-4,c++,2,1,0,0,167.47,USD
760301550-2,java,2,0,2,0,442.61,JOD
720177679-7,c++,0,2,2,2,106.07,JOD
453020738-2,C++,0,0,1,0,342.38,JOD
786226996-9,C++,2,1,0,0,431.60,USD
915050559-9,JAVA,1,2,1,1,336.89,JOD
338607027-2,PYTHON,2,0,2,1,360.25,Euro
061084529-2,JAVA,1,0,1,0,446.73,Euro
893700178-0,c++,0,1,0,1,284.78,Euro
330381718-9,C++,2,1,2,0,287.29,JOD
050138042-6,java,1,2,1,0,468.20,JOD
645760563-X,java,2,0,2,0,479.23,USD
504959973-3,PYTHON,2,1,1,0,248.33,USD
122401714-5,c++,2,1,1,1,131.35,USD
728766653-7,PYTHON,0,2,1,1,325.09,JOD
088047189-1,c++,2,1,0,2,443.12,Euro
965997276-8,C++,1,1,2,1,128.40,USD
194577377-4,java,0,1,0,0,386.45,USD
321820616-2,JAVA,0,1,0,0,330.74,USD
432561774-4,C++,1,2,1,0,354.97,JOD
759588853-0,c++,0,2,0,0,362.06,Euro
553885077-3,c++,0,0,0,1,195.10,JOD
773358813-8,C++,0,1,0,1,242.78,USD
793271166-5,R,0,0,0,1,171.10,JOD
099628670-5,JAVA,0,0,1,2,434.72,Euro
867486670-0,java,2,,0,0,292.02,Euro
825765575-9,c++,0,,2,1,458.20,USD
795032735-9,C++,0,1,2,2,389.71,Euro
796667938-1,java,1,1,0,0,425.58,Euro
631248012-7,C++,2,1,1,1,364.03,JOD
925730723-9,Python,0,2,2,1,268.77,Euro
040868971-4,JAVA,2,,1,1,420.68,USD
596312149-3,C++,1,2,1,1,125.22,Euro
047714732-1,java,2,2,1,2,260.14,Euro
701424670-4,R,2,2,0,2,279.92,Euro
907369239-3,Python,1,2,2,1,439.45,JOD
382023701-1,R,1,1,2,1,267.66,USD
857101621-6,c++,0,0,2,0,279.84,Euro
489153817-1,R,2,1,2,0,464.33,Euro
372668030-6,R,1,0,0,1,438.22,USD
539916776-X,Python,0,0,2,1,241.19,USD
450963328-9,JAVA,0,2,1,0,139.82,JOD
235896659-2,java,2,0,0,2,314.51,JOD
928350106-3,Python,0,1,1,0,221.24,JOD
892335312-4,R,1,1,1,1,183.82,JOD
683198296-4,java,2,0,1,0,259.46,Euro
319187885-8,c++,1,2,1,1,336.30,JOD
603423267-8,Python,0,1,0,1,110.31,JOD
103734865-6,c++,0,2,2,0,252.04,Euro
433589797-9,C++,1,2,0,1,249.08,JOD
575630537-8,java,0,2,1,2,269.19,USD
809607535-7,Python,0,2,2,2,181.77,USD
523487082-0,C++,0,0,1,1,193.92,JOD
068154038-9,R,1,2,2,0,427.72,JOD
645412229-8,Python,2,1,0,1,217.46,USD
149252923-0,c++,0,2,1,0,183.80,Euro
183423464-6,Python,2,0,2,2,434.02,JOD
194651471-3,c++,0,0,0,1,273.45,JOD
730212123-0,PYTHON,0,0,2,2,336.77,Euro
538162415-8,JAVA,1,2,0,2,232.97,JOD
402897433-X,c++,0,2,1,0,166.74,Euro
834532152-6,PYTHON,1,2,2,0,243.84,JOD
555103469-0,JAVA,1,0,2,1,324.20,Euro
161616268-6,java,0,0,2,0,460.67,USD
560830630-9,java,2,1,2,1,320.31,Euro
309747470-6,c++,1,0,0,2,258.24,JOD
737067753-2,PYTHON,1,1,1,2,333.89,USD
505921114-2,java,1,1,0,1,388.59,Euro
120775679-2,java,0,1,1,1,488.90,USD
847022057-8,JAVA,1,1,1,2,304.33,JOD
071841202-8,c++,2,1,0,0,173.90,USD
517339627-X,Python,2,1,1,1,245.70,Euro
089371031-8,JAVA,1,0,1,2,368.01,Euro
763394202-9,JAVA,0,1,0,2,279.41,Euro
990189487-5,c++,1,0,0,0,474.67,USD
598929764-5,C++,2,1,2,0,195.09,USD
583282394-X,JAVA,1,2,1,2,465.39,JOD
383292918-5,Python,1,0,0,2,356.78,Euro
144739568-9,java,1,0,2,0,471.78,Euro
021748088-8,PYTHON,0,2,2,0,366.44,Euro
080120709-6,C++,2,0,2,2,341.72,Euro
046578201-9,R,0,2,2,0,195.05,Euro
375523380-0,PYTHON,0,2,1,1,246.55,Euro
580916597-4,PYTHON,0,2,2,2,194.82,Euro
363045109-8,c++,0,0,0,2,308.15,Euro
000140954-9,JAVA,2,1,2,1,467.26,JOD
