Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
221705978-5,JOD,0,1,0,1,765.03,Euro
350894587-1,Jordan,0,0,1,2,1213.58,usd
099677217-0,egypt,1,2,2,2,1418.47,euro
831095448-4,egypt,1,1,2,2,1353.22,euro
771758357-7,jod,1,0,2,1,1380.82,$
189274125-3,Jordan,0,0,2,2,951.69,euro
461843891-6,jod,2,2,0,0,1297.33,JOD
640741570-5,JOD,1,2,0,2,1194.66,Euro
355000539-3,Jordan,2,1,2,1,834.04,usd
032584314-7,JOD,0,1,2,0,862.93,JOD
056343519-4,Jordan,2,0,0,1,1473.65,Euro
622151974-8,Egypt,1,1,0,2,1398.64,USD
281167485-3,JOD,1,2,1,2,1434.86,$
211798533-5,egypt,1,1,1,0,1009.26,JOD
778894629-X,Jordan,1,2,1,1,774.61,usd
445489268-7,egypt,0,1,1,1,1154.83,USD
582017383-X,egypt,0,2,1,0,809.20,JOD
417574701-X,Jordan,1,1,0,2,1186.16,euro
384309369-5,jod,0,0,1,2,900.61,Euro
771037714-9,JOD,0,1,0,1,645.90,JOD
075788869-0,Jordan,2,2,0,0,629.15,Euro
518839693-9,egypt,1,2,0,0,1483.27,JOD
725267471-1,jod,1,1,0,2,1123.20,usd
594582952-8,Egypt,2,2,1,0,1381.45,euro
181393633-1,egypt,1,1,2,0,675.02,JOD
623788784-9,Kuwait,1,1,1,2,633.66,euro
550846470-0,JOD,2,2,2,2,1414.32,JOD
260709953-6,jod,2,2,0,1,1051.48,JOD
190337724-2,Egypt,2,0,0,0,736.16,JOD
619864367-0,Jordan,2,1,0,1,994.93,Euro
983157730-2,JOD,0,0,2,1,974.85,USD
367469339-9,Egypt,2,1,2,1,1057.60,Euro
076094374-5,Kuwait,2,2,0,0,996.18,$
134680767-1,jod,2,1,0,2,635.84,euro
648787694-1,Kuwait,1,2,2,0,1247.78,$
394569928-2,jod,2,2,2,1,1411.95,euro
645271153-9,egypt,2,2,0,0,857.95,usd
901605952-0,Kuwait,2,2,0,2,1446.59,JOD
519280895-2,Kuwait,2,1,1,1,1039.16,JOD
060259899-0,jod,2,0,2,0,1140.76,usd
138177825-9,Kuwait,0,0,0,0,1483.46,USD
840632148-2,Egypt,1,0,2,2,813.59,euro
684878047-2,egypt,0,2,0,0,1013.12,USD
283910339-7,egypt,1,2,1,1,1388.85,JOD
754609647-2,Jordan,2,1,1,1,1362.74,euro
902786732-1,Kuwait,2,2,1,2,960.44,euro
450027994-6,Kuwait,2,1,0,2,1274.19,JOD
907993866-1,jod,1,2,2,2,1358.59,euro
351887658-9,Egypt,1,1,2,0,1067.37,Euro
399562238-0,Jordan,0,2,0,0,722.20,$
547719815-X,Jordan,2,1,0,0,894.21,euro
738807179-2,Jordan,1,0,1,0,737.26,JOD
582092704-4,Egypt,2,2,0,1,1388.71,USD
984588748-1,,1,1,,1,619.19,usd
803470802-X,Kuwait,0,2,2,1,1292.62,$
912328131-6,jod,2,2,0,2,646.03,euro
612576718-3,Egypt,2,1,0,2,780.61,USD
263900787-4,JOD,1,1,2,2,805.92,euro
187128089-3,egypt,0,2,2,0,1165.38,usd
144011684-9,Kuwait,0,0,1,1,1029.76,$
463112459-8,egypt,0,0,2,2,1009.14,usd
769210906-0,Jordan,1,2,0,0,647.58,USD
736386089-0,egypt,1,2,1,2,1355.46,USD
241645898-1,egypt,2,1,2,0,1196.30,JOD
496660097-9,Jordan,0,2,0,2,1333.07,$
566759751-9,egypt,0,2,2,0,1075.65,usd
166513502-6,Kuwait,2,2,0,2,1140.80,euro
872400707-2,Kuwait,1,2,1,2,1293.36,JOD
823995176-7,JOD,1,2,1,1,806.29,JOD
554959862-0,egypt,0,0,1,0,1094.92,JOD
102907499-2,,2,0,,2,1474.31,euro
003499201-4,Kuwait,1,2,0,1,1291.37,usd
621901205-4,JOD,0,1,0,2,726.76,USD
841855331-6,JOD,0,0,0,0,1314.14,$
714520386-3,Kuwait,2,0,0,0,1358.20,JOD
816663079-6,Kuwait,0,2,0,1,706.77,USD
195254933-7,Jordan,0,2,0,2,953.15,USD
468186743-8,Kuwait,0,2,2,2,1002.39,USD
386563751-5,JOD,2,1,0,1,1233.12,$
943024512-0,Egypt,0,2,0,2,954.50,JOD
200430056-6,Egypt,0,2,0,0,957.43,euro
653461719-6,egypt,0,0,1,2,874.85,usd
766244365-5,JOD,2,0,2,2,1137.55,Euro
719013144-2,Egypt,0,2,0,2,1058.87,euro
298705729-6,Kuwait,2,1,1,1,965.78,$
374048714-3,Egypt,1,0,2,2,962.93,$
740881527-9,Jordan,1,0,0,1,845.01,JOD
820435943-8,JOD,0,0,0,1,759.96,Euro
876915948-3,jod,2,1,1,2,1448.92,USD
619978921-0,jod,0,1,0,0,1051.21,$
351209903-3,JOD,0,0,0,2,776.29,Euro
443550436-7,jod,1,2,1,1,935.74,usd
430296508-8,jod,2,2,1,2,1411.62,Euro
089771950-6,JOD,0,2,0,0,1127.20,usd
689543167-5,jod,1,0,0,1,1492.91,euro
716971757-3,egypt,1,0,1,0,1253.62,Euro
001199942-X,Jordan,1,2,1,2,1385.32,Euro
395269510-6,Egypt,2,2,2,0,682.61,Euro
316596590-0,jod,1,1,0,1,1272.77,Euro
824583961-2,egypt,1,0,1,1,923.17,Euro
436578610-5,jod,1,0,0,1,802.72,$
573921842-X,Kuwait,1,0,0,0,1074.81,euro
027893984-8,Egypt,0,0,2,0,1436.55,USD
019366117-9,Kuwait,2,2,2,0,1157.47,JOD
312727754-7,Kuwait,0,1,2,0,1111.44,euro
899365471-9,jod,1,1,0,1,805.45,JOD
451243508-5,Egypt,2,1,2,2,708.53,$
657832235-3,egypt,0,2,2,2,1266.67,usd
752347294-X,Kuwait,0,0,0,0,1325.83,USD
780936197-X,Egypt,1,1,1,2,814.99,Euro
268676819-3,egypt,2,0,2,0,888.53,JOD
825751434-9,Egypt,1,1,0,0,1400.77,JOD
139358120-X,jod,0,0,1,2,770.82,euro
336474852-7,jod,0,2,1,1,640.35,JOD
253911172-6,Egypt,0,0,0,0,618.80,USD
846778858-5,JOD,1,2,2,2,767.18,usd
287159544-5,Jordan,1,1,2,0,956.47,euro
211924317-4,egypt,2,1,0,2,647.00,Euro
400056962-7,Kuwait,2,2,0,1,1177.92,euro
830673843-8,,1,1,,2,1063.19,usd
698505882-5,Egypt,1,1,2,0,856.82,usd
609878466-3,Egypt,2,1,0,1,1488.40,$
153199545-4,Egypt,1,2,0,1,943.65,euro
947907260-2,Kuwait,1,1,0,2,1175.59,Euro
176941349-9,Egypt,0,2,0,1,834.19,USD
635166001-7,JOD,1,1,0,2,934.29,usd
033767511-2,Kuwait,2,2,1,2,1112.13,usd
543336250-7,Egypt,1,2,0,2,1262.07,$
108678009-4,Egypt,1,1,1,1,1117.61,USD
167177991-6,jod,0,0,2,1,1341.46,Euro
800820794-9,Egypt,2,2,1,2,1240.29,JOD
887442946-0,Jordan,2,1,2,0,1474.78,JOD
771581097-5,JOD,1,1,2,0,877.98,JOD
845082589-X,,1,0,,2,1317.07,USD
290409679-5,Egypt,0,1,1,0,1190.70,$
365200983-5,Kuwait,1,1,1,2,1215.81,USD
562974791-6,JOD,2,0,0,1,880.11,$
710058415-9,Kuwait,1,0,0,1,1239.80,Euro
699284380-X,Jordan,1,2,2,0,1121.98,JOD
956115698-9,egypt,1,0,1,0,826.39,euro
888414589-9,jod,1,1,0,2,933.12,usd
285715670-7,Jordan,2,2,1,2,1352.71,euro
999790076-6,Kuwait,1,0,1,2,620.56,JOD
903083683-0,Kuwait,1,2,2,2,906.74,usd
038589623-9,Kuwait,1,1,2,1,849.82,$
656303234-6,jod,2,1,1,1,1019.67,euro
880585159-0,egypt,0,0,2,1,1428.88,usd
170951249-0,Kuwait,2,0,2,0,1472.50,USD
515492208-5,Kuwait,1,2,0,1,1350.68,$
782204681-0,Egypt,1,0,1,1,719.32,euro
214199942-1,jod,2,2,2,1,1203.87,USD
141295566-1,egypt,2,1,2,2,1250.03,euro
572652749-6,egypt,0,2,2,2,1275.80,JOD
404442160-9,Jordan,1,1,1,0,1214.73,Euro
415817314-0,Jordan,2,1,1,1,770.54,usd
130877677-2,Jordan,0,1,2,0,1390.49,usd
217802980-9,jod,2,1,0,0,1477.48,JOD
704993203-5,egypt,1,2,0,2,1182.41,Euro
020912131-9,Jordan,0,1,1,1,914.69,euro
562051206-1,Egypt,2,1,0,0,673.12,$
571432120-0,egypt,1,0,1,2,1167.49,JOD
370761663-0,egypt,2,2,1,2,1387.71,Euro
208725627-6,Jordan,0,0,2,2,1388.39,euro
551641767-8,egypt,2,0,1,1,1142.17,USD
381712330-2,Kuwait,1,2,0,1,1334.89,USD
200257917-2,JOD,2,1,1,1,849.03,Euro
689739003-8,Egypt,1,2,1,1,811.30,usd
123238996-X,Kuwait,1,1,1,1,859.24,euro
351624006-7,Jordan,0,1,0,2,778.26,USD
654632918-2,egypt,1,1,2,2,728.82,USD
829551206-4,Kuwait,2,2,0,2,1312.20,usd
171302094-7,Jordan,0,0,0,1,1326.68,Euro
270375155-9,JOD,2,2,1,0,932.62,usd
351890040-4,egypt,2,2,0,0,1033.62,usd
224837787-8,jod,1,1,1,0,723.67,USD
771853764-1,jod,0,1,2,2,896.36,Euro
730071079-4,egypt,2,1,1,1,636.32,USD
049922591-0,egypt,1,2,0,2,1175.23,Euro
632743825-3,JOD,1,0,2,1,878.10,euro
184249225-X,Kuwait,0,1,2,1,1406.01,usd
070038121-X,jod,1,0,1,1,760.67,usd
878028160-5,Egypt,1,1,1,0,954.53,Euro
620229739-5,Egypt,0,2,1,1,738.19,JOD
711118070-4,Kuwait,2,2,0,2,649.41,$
333203094-9,egypt,2,0,1,0,856.32,euro
866335302-2,Kuwait,0,0,1,2,1380.84,usd
601908435-3,egypt,2,0,1,1,820.76,usd
068042946-8,Egypt,1,1,1,2,824.84,Euro
449809389-5,Kuwait,2,1,0,1,1233.20,euro
355625999-0,egypt,1,1,2,2,935.96,$
209095076-5,jod,2,1,0,0,1045.60,USD
773201208-9,jod,1,0,1,0,1144.31,usd
298815490-2,,2,0,,2,1131.61,euro
512650769-9,JOD,1,1,0,1,1204.00,usd
307017087-0,jod,1,0,1,1,743.33,usd
686950798-8,Egypt,1,0,1,0,1090.18,USD
928927812-9,egypt,0,1,1,0,615.62,euro
673269099-X,JOD,1,1,0,2,1318.59,$
427185389-5,Kuwait,2,0,0,0,1381.14,USD
382078914-6,Kuwait,2,2,2,1,783.24,euro
458161186-5,egypt,0,0,2,2,1497.61,Euro
557332020-3,Egypt,2,1,0,2,1268.23,euro
802611987-8,Kuwait,2,2,1,1,1467.06,usd
794988192-5,JOD,1,0,0,0,1169.32,JOD
655686507-9,Jordan,0,1,2,0,1471.18,Euro
291858759-1,Egypt,0,0,2,0,851.88,euro
379705835-7,Jordan,2,1,1,2,1102.83,Euro
369704884-8,egypt,1,2,2,0,1454.98,USD
524764681-9,Egypt,0,1,0,0,699.53,Euro
551575564-2,Egypt,2,2,0,1,1345.65,usd
841684419-4,Egypt,0,0,0,0,1134.12,euro
647406371-8,Kuwait,0,0,0,2,898.91,Euro
453510799-8,Kuwait,0,0,1,2,838.82,USD
762760969-0,JOD,2,1,1,2,1102.40,JOD
600201308-3,JOD,0,1,1,1,733.20,usd
805491684-1,Egypt,1,2,2,0,870.43,Euro
522368127-4,jod,1,0,0,0,678.88,USD
655749225-X,JOD,1,1,1,1,1399.28,JOD
050820047-4,Kuwait,2,0,2,1,911.38,euro
336729844-1,Jordan,2,1,1,0,1400.70,JOD
796929641-6,Kuwait,0,0,0,2,1081.51,usd
388288290-5,Kuwait,0,2,2,2,1130.67,euro
559761557-2,Kuwait,1,1,2,1,811.70,euro
830492449-8,jod,1,0,1,0,1360.52,$
477353417-6,Egypt,0,2,1,2,1331.80,USD
272431703-3,jod,1,0,2,0,1252.98,usd
647806341-0,,2,1,,2,708.60,$
188164727-7,,0,1,,1,1164.06,$
845406248-3,Egypt,1,0,2,0,756.59,JOD
286864856-8,jod,1,1,2,0,620.16,$
965817607-0,jod,0,1,1,0,611.48,euro
174866806-4,Jordan,0,1,2,0,1256.91,Euro
099141903-0,egypt,1,1,0,1,1132.65,$
795858937-9,Kuwait,2,2,2,0,1493.81,JOD
685729656-1,egypt,2,2,0,0,1068.57,Euro
002128131-9,Kuwait,0,0,2,2,744.68,USD
199835542-X,egypt,2,0,1,0,1339.13,USD
776280862-0,Jordan,2,2,2,1,1160.25,usd
913343119-1,jod,1,1,0,1,1092.84,USD
636351825-3,,1,0,,0,721.20,euro
598327054-0,Kuwait,2,1,2,2,955.14,$
039512976-1,Jordan,2,0,1,0,840.75,USD
596198102-9,Egypt,2,2,0,2,734.04,usd
044935456-3,egypt,2,2,0,0,924.89,$
286287619-4,Jordan,1,0,1,1,696.69,usd
107209247-6,JOD,2,0,0,0,1357.61,usd
114223123-2,Egypt,2,1,0,2,727.27,USD
564311998-6,JOD,2,2,1,1,638.24,$
287090413-4,Kuwait,2,2,1,0,1184.79,$
958776728-4,Jordan,2,1,0,0,1058.57,USD
846339290-3,Egypt,2,0,2,0,722.49,usd
383545319-X,Kuwait,1,1,2,0,1263.42,$
096639874-2,jod,0,1,0,0,1478.93,Euro
584058075-9,egypt,2,1,0,1,1391.66,$
033330866-2,JOD,1,1,1,0,614.77,Euro
272713132-1,Jordan,0,1,0,0,1389.57,Euro
053281619-6,egypt,0,1,1,1,1454.15,usd
079037250-9,Egypt,1,1,1,0,1431.56,$
604163823-4,egypt,0,1,1,2,826.63,euro
944967305-5,JOD,2,2,0,0,752.32,usd
305285682-0,jod,1,1,1,1,1185.68,usd
737415745-2,Kuwait,0,1,0,2,805.78,Euro
431994484-4,Egypt,2,1,1,0,1079.58,USD
188192486-6,Kuwait,0,0,2,2,1022.20,usd
001421625-6,Jordan,1,0,0,2,1124.92,USD
933474722-6,jod,0,1,0,2,794.12,$
660775164-4,JOD,0,1,2,0,1377.15,euro
722006120-X,,1,0,,1,1354.22,$
240259360-1,Kuwait,0,1,1,1,1255.37,JOD
743376508-5,Kuwait,0,1,2,2,1077.40,JOD
366713670-6,egypt,1,1,0,0,1359.19,JOD
389614581-9,Egypt,0,0,1,2,1466.68,JOD
579365091-1,Egypt,2,0,2,2,1349.19,usd
251488365-2,Jordan,0,1,1,2,1141.25,JOD
736078366-6,JOD,1,2,0,1,721.88,usd
888609200-8,egypt,0,1,0,0,880.43,JOD
884555212-8,Kuwait,0,0,0,2,705.73,JOD
734274587-1,Jordan,0,0,1,1,1185.69,Euro
340957580-4,JOD,0,1,2,0,1203.00,euro
997950758-6,JOD,1,0,2,2,1038.44,euro
181248763-0,Kuwait,0,2,1,0,626.07,usd
477964635-9,JOD,0,1,1,2,915.43,euro
691423822-7,Egypt,0,0,1,1,951.71,$
364301078-8,JOD,2,2,1,1,1203.01,usd
483142457-9,Kuwait,0,2,2,1,916.85,euro
744553925-5,JOD,0,2,0,2,631.15,usd
289400824-4,Kuwait,0,1,2,1,1319.12,Euro
378715713-1,JOD,0,2,2,0,963.67,Euro
086044211-X,egypt,0,0,1,1,627.54,JOD
865057535-8,Kuwait,1,2,1,0,1466.76,euro
513711197-X,Jordan,0,2,0,0,946.69,JOD
300006135-5,jod,2,1,1,1,923.48,$
671528571-3,Kuwait,2,1,0,0,930.06,Euro
523325167-1,Jordan,0,1,1,2,1408.72,euro
085800223-X,Kuwait,0,0,2,2,1265.16,Euro
868947479-X,egypt,0,1,0,1,1013.54,usd
990906638-6,Jordan,0,2,0,1,771.50,Euro
265005432-8,Kuwait,0,2,2,1,923.11,euro
585207989-8,egypt,1,2,1,0,670.48,euro
761942092-4,Egypt,2,0,2,2,923.33,Euro
627897058-9,Jordan,0,2,2,2,848.51,$
914405308-8,Kuwait,2,1,0,1,701.83,JOD
471545697-4,egypt,1,0,2,2,1339.97,$
888334355-7,jod,0,2,0,0,1423.28,euro
764783255-7,Jordan,2,0,2,1,926.42,JOD
821374735-6,jod,0,0,2,2,1243.96,JOD
008300556-0,jod,0,1,2,0,796.46,USD
742822572-8,Egypt,0,0,0,1,1021.12,Euro
399610323-9,JOD,2,0,0,0,1411.44,$
848001603-5,Egypt,1,0,2,1,1375.57,USD
951206589-4,JOD,0,2,1,0,1418.87,$
595962449-4,jod,0,0,0,2,1169.60,usd
779265367-6,jod,1,2,0,1,670.28,$
917577641-3,egypt,1,1,2,2,1437.37,euro
213406052-2,Kuwait,2,2,1,0,1030.20,USD
998241202-7,jod,0,1,0,1,879.56,JOD
275999918-1,Jordan,2,2,1,1,1253.32,JOD
635698819-3,JOD,0,0,0,2,735.64,usd
951994973-9,egypt,1,2,0,1,1023.17,$
948339285-3,Kuwait,0,2,0,1,620.28,euro
922713592-8,Egypt,0,2,1,1,728.12,usd
342491216-6,Kuwait,1,0,1,2,659.41,USD
732033720-7,jod,2,0,0,0,907.13,euro
251876966-8,Egypt,0,2,1,0,1243.14,usd
730496889-3,JOD,0,2,1,2,700.69,euro
381576715-6,Egypt,1,2,2,2,850.96,Euro
859880647-1,Kuwait,2,1,1,0,676.68,Euro
910442080-2,Egypt,0,1,1,1,784.05,Euro
430339283-9,Egypt,0,0,0,0,1399.26,Euro
871627024-X,JOD,0,0,0,1,1299.36,usd
807736231-1,JOD,2,2,1,1,1454.00,Euro
980864708-1,jod,0,2,0,1,954.32,JOD
285607436-7,Jordan,1,0,0,2,1416.92,$
149158126-3,Kuwait,0,1,1,2,994.71,Euro
313742733-9,JOD,0,1,1,1,799.03,$
618178811-5,egypt,0,0,1,1,750.21,Euro
978851557-6,egypt,1,1,0,2,1321.14,usd
736577818-0,JOD,0,1,0,1,1326.38,usd
015269023-9,Kuwait,2,0,0,1,914.87,USD
388081988-2,jod,0,1,2,2,957.38,$
152239389-7,Jordan,1,0,2,0,636.44,USD
787430682-1,JOD,0,1,2,1,1356.79,$
139340411-1,jod,0,2,0,1,704.07,usd
233897292-9,Jordan,1,0,0,1,933.87,$
054151668-X,Kuwait,0,1,1,0,804.67,$
171417598-7,egypt,1,0,0,1,946.74,JOD
546317159-9,egypt,0,2,1,0,1074.07,euro
502049839-4,Jordan,0,1,1,2,1248.43,Euro
547803069-4,,2,2,,0,963.41,usd
379021267-9,Egypt,2,2,0,1,1429.17,JOD
039262016-2,Jordan,1,1,1,2,1490.29,Euro
232656247-X,jod,2,2,0,2,1092.47,JOD
833869001-5,Kuwait,0,1,1,2,821.23,euro
024546662-2,JOD,0,1,1,2,854.45,$
194382453-3,JOD,1,1,2,2,1144.41,JOD
473021091-3,egypt,2,0,0,0,1211.08,$
473977860-2,Jordan,2,0,2,1,1498.38,USD
215129674-1,Jordan,1,2,2,1,604.53,euro
959990810-4,jod,0,1,0,0,804.34,Euro
000460767-8,jod,0,0,1,0,1410.02,usd
063697080-9,Jordan,2,1,1,0,1111.40,USD
383856289-5,egypt,0,1,0,2,1138.61,usd
895531663-1,egypt,1,0,2,0,816.71,USD
419164477-7,JOD,1,1,2,1,1467.18,JOD
323847664-5,JOD,2,0,0,0,994.59,JOD
976639399-0,JOD,0,2,2,2,952.62,USD
887207621-8,Kuwait,1,2,2,0,711.37,USD
181952079-X,Egypt,1,2,1,1,1073.93,JOD
499640653-4,JOD,0,1,0,2,1070.10,$
963723239-7,Kuwait,2,0,0,1,1049.94,$
787232813-5,JOD,2,2,0,1,1455.30,JOD
062609713-4,JOD,1,0,0,1,735.99,USD
560347311-8,Jordan,1,2,1,1,903.81,euro
209232422-5,Egypt,0,2,2,0,884.89,Euro
198318882-4,Kuwait,1,2,2,1,1489.88,Euro
019229150-5,,1,0,,2,1305.50,usd
201900292-2,egypt,1,1,0,1,1079.08,USD
539206889-8,egypt,0,1,0,1,882.75,JOD
679633810-3,Jordan,1,0,0,1,747.80,$
056790746-5,JOD,0,0,0,1,665.28,euro
177187077-X,Egypt,2,0,1,2,1248.15,Euro
194283375-X,jod,1,1,2,0,1486.95,usd
206438807-9,JOD,2,1,2,2,1338.71,USD
265312142-5,Jordan,1,2,0,2,1354.25,USD
766448540-1,egypt,1,1,0,2,707.84,Euro
167927648-4,Jordan,0,1,2,2,1450.79,Euro
240456579-6,JOD,2,0,0,1,1430.35,$
107693094-8,Jordan,0,2,1,1,1033.88,USD
912518121-1,Egypt,1,2,2,1,1092.88,euro
067033429-4,Egypt,1,2,0,0,700.74,USD
253277660-9,Kuwait,1,1,2,2,1246.28,euro
625480837-4,jod,0,1,1,1,703.13,JOD
648626735-6,Kuwait,2,0,0,1,683.64,USD
981828473-9,Kuwait,1,0,2,2,1434.99,usd
215881419-5,JOD,0,1,2,0,690.08,euro
523189880-5,Jordan,1,0,0,0,912.71,euro
593808482-2,Kuwait,1,1,0,1,1441.58,$
173541653-3,Jordan,0,0,2,2,882.16,euro
292908927-X,jod,0,2,2,0,1387.26,$
301731757-9,egypt,0,2,0,0,1197.41,usd
644879381-X,Jordan,1,1,2,1,1112.09,usd
475366630-1,Kuwait,0,2,2,0,1078.40,euro
257668464-5,egypt,0,0,0,2,831.88,euro
303181437-1,Kuwait,2,1,2,2,712.58,USD
210791088-X,JOD,2,2,0,2,890.30,JOD
088136026-0,jod,2,0,1,1,617.61,JOD
270933407-0,Jordan,0,0,0,2,634.85,Euro
228793337-9,egypt,2,2,1,0,928.67,USD
666404967-8,Kuwait,0,2,1,0,1200.83,Euro
074878129-3,Egypt,1,1,2,0,1487.23,Euro
048104860-X,JOD,0,0,1,0,912.08,USD
322882192-7,Jordan,0,2,0,0,1144.43,Euro
834834799-2,,0,1,,1,665.39,JOD
016099021-1,Kuwait,1,0,2,1,1405.59,euro
672239159-0,egypt,1,1,1,2,642.17,euro
995357943-1,Kuwait,1,2,0,0,959.35,usd
676685897-4,jod,0,2,0,2,804.13,Euro
223723898-7,Egypt,0,2,0,2,1090.77,Euro
957689506-5,JOD,0,1,2,1,1451.40,euro
689426564-X,JOD,1,2,2,2,1223.68,JOD
557713593-1,JOD,2,2,0,0,994.42,USD
677752455-X,JOD,2,0,1,2,613.73,Euro
023160595-1,jod,0,1,0,1,774.10,euro
157077170-7,egypt,0,0,0,2,1340.80,$
850900853-1,jod,1,2,0,0,727.12,JOD
162738094-9,Egypt,0,1,1,0,782.04,euro
795479752-X,Jordan,0,1,1,2,616.97,Euro
133837479-6,Jordan,0,0,2,2,1111.80,USD
442283651-X,jod,0,2,1,0,1276.92,usd
311883383-1,Kuwait,2,0,0,1,1095.62,USD
647125137-8,jod,1,1,2,1,1448.97,euro
017898271-7,egypt,2,0,1,1,634.98,USD
251515063-2,Kuwait,0,0,2,2,974.80,euro
105387721-8,jod,1,1,1,0,702.59,JOD
239433713-3,Jordan,1,2,2,1,1235.35,JOD
269277698-4,jod,0,1,0,1,911.73,$
672702338-7,JOD,2,0,1,1,767.19,usd
342569012-4,Kuwait,1,1,0,0,1330.82,JOD
731791722-2,JOD,2,2,0,1,761.79,USD
728980581-X,egypt,2,2,2,0,612.18,JOD
742846603-2,jod,2,1,0,2,1052.38,euro
143706183-4,Egypt,0,1,1,2,888.74,$
633513467-5,Jordan,0,2,0,2,662.10,$
477585657-X,Kuwait,1,0,0,2,736.05,usd
900755224-4,jod,1,1,2,1,1493.06,$
743998019-0,,1,1,,0,690.59,Euro
929454613-6,Egypt,0,0,2,0,636.48,$
542975314-9,JOD,0,1,0,2,1446.58,Euro
037237435-2,Jordan,2,0,0,0,825.94,$
869830096-0,Egypt,1,0,1,0,741.25,Euro
375508095-8,egypt,1,2,1,1,1007.02,Euro
075334714-8,Jordan,1,0,2,2,674.08,Euro
386799222-3,Jordan,0,1,1,2,984.95,USD
980674475-6,Jordan,1,0,1,1,790.48,usd
491794722-7,jod,0,2,1,2,894.00,USD
540268412-X,Jordan,1,0,0,2,1482.08,$
309056783-0,Jordan,0,2,1,0,1351.96,$
854989982-8,jod,0,1,0,2,675.08,$
473671260-0,jod,2,0,2,0,907.25,euro
168743652-5,Kuwait,2,2,0,1,1396.12,USD
137247181-2,Kuwait,0,0,1,2,1072.99,Euro
860819524-0,Egypt,0,0,1,0,1350.21,euro
848246008-0,Jordan,0,1,2,2,1453.46,USD
534851773-9,Kuwait,0,2,1,2,1146.73,Euro
408488844-3,Egypt,0,2,1,0,953.72,JOD
044725447-2,Egypt,0,1,0,1,1027.67,Euro
695692317-3,egypt,1,2,1,2,1288.16,USD
921398319-0,Egypt,0,2,1,2,924.92,euro
485379948-6,jod,2,0,2,0,675.81,JOD
845964738-2,jod,1,0,2,2,1328.04,JOD
254840125-1,,0,0,,0,1156.44,Euro
484053792-5,Egypt,2,2,1,0,1266.33,USD
119774961-6,Kuwait,2,0,1,1,1404.08,USD
773547525-X,Egypt,2,2,0,1,604.50,euro
706456088-7,jod,2,1,1,2,1257.62,usd
949129720-1,Kuwait,0,0,2,1,1115.78,JOD
988543610-3,JOD,2,2,2,2,1306.42,USD
164842301-9,jod,2,2,0,0,710.18,usd
353140871-2,Egypt,2,0,2,1,860.69,USD
837754416-4,jod,1,2,2,2,609.81,$
482803137-5,Kuwait,2,2,2,0,829.76,JOD
892263729-3,jod,0,1,0,1,895.10,Euro
639230696-X,egypt,1,1,2,1,759.85,usd
989118097-2,JOD,2,2,2,2,1223.89,$
500607206-7,JOD,1,0,1,1,955.80,JOD
329201459-X,Jordan,1,2,2,2,1470.73,USD
896622762-7,Kuwait,1,2,1,2,846.33,$
166811146-2,Kuwait,0,1,1,1,751.69,euro
654633976-5,JOD,1,1,2,0,750.74,$
923222253-1,egypt,0,2,0,0,839.53,Euro
241870860-8,Kuwait,0,1,2,0,941.65,USD
854114881-5,jod,1,0,1,1,1060.24,$
481444014-6,Jordan,1,0,0,0,1164.71,Euro
819966431-2,jod,2,2,2,0,1333.20,Euro
330489779-8,JOD,1,0,1,0,1283.08,Euro
282307732-4,egypt,0,0,0,0,858.06,euro
441649308-8,jod,1,2,0,1,622.03,$
756088902-6,Egypt,0,0,1,2,1382.48,euro
900586309-9,JOD,1,2,2,0,1148.22,$
317500290-0,JOD,1,0,0,2,621.63,usd
685502879-9,JOD,0,0,0,0,681.12,$
765885198-1,Kuwait,2,0,2,0,1313.59,USD
164984122-1,Egypt,2,2,2,0,1265.59,JOD
433414926-X,Jordan,1,2,1,1,1174.80,euro
650804725-6,egypt,0,1,0,0,753.55,JOD
688123426-0,Egypt,1,0,1,1,684.34,USD
736076798-9,,1,1,,1,1101.90,euro
788552809-X,Jordan,2,2,2,0,793.51,$
487227603-5,egypt,2,1,1,2,712.15,JOD
912264871-2,Jordan,2,2,0,2,725.70,$
626247511-7,JOD,1,2,0,1,647.45,Euro
923240906-2,Kuwait,1,0,0,1,1343.47,USD
227575064-9,Kuwait,1,0,1,1,1127.19,usd
662076348-0,Jordan,1,2,2,1,654.94,$
896643864-4,egypt,0,0,0,1,760.22,usd
858984270-3,Kuwait,1,2,0,0,1458.44,$
307351264-0,Jordan,0,2,0,1,1427.34,USD
340234281-2,jod,0,1,0,0,1215.30,$
069613881-6,Egypt,1,0,1,0,1279.81,USD
521188960-6,Egypt,1,0,0,2,1170.77,$
693243104-1,jod,1,2,1,0,1101.85,Euro
511652499-X,Kuwait,1,2,2,0,876.92,USD
339055165-4,Egypt,0,0,2,2,1176.75,JOD
158991778-2,egypt,2,2,1,0,701.56,USD
472784719-1,egypt,2,2,2,0,758.10,$
287409746-2,JOD,0,1,1,2,1280.10,usd
196966504-1,Egypt,1,2,2,1,978.43,Euro
416902846-5,egypt,0,0,1,0,1043.01,USD
331807385-7,Egypt,0,2,0,0,1176.08,Euro
486629954-1,Jordan,1,2,0,2,1193.21,$
210738566-1,Egypt,1,0,0,1,1431.00,usd
019634484-0,Kuwait,2,1,1,1,995.95,USD
611823762-X,Jordan,1,1,2,1,856.94,JOD
511112487-X,Jordan,0,2,0,2,1142.30,usd
