Project_ID,ProgrammingLanguage,Employee1,Employee2,Employee-3,Employee-4,Award,Currency
899244746-9,python,1,2,2,0,270.80,Euro
858908126-5,JAVA,1,1,0,2,221.31,USD
066582091-7,r,0,1,0,0,454.98,euro
700722102-5,c++,0,2,2,2,491.87,Euro
246640549-0,C++,1,0,1,2,268.55,USD
355710103-7,C++,0,0,0,2,181.64,euro
707862941-8,PYTHON,0,1,2,1,105.54,JOD
385837395-8,r,0,1,0,0,461.77,euro
994734137-2,c++,0,1,1,1,240.22,Euro
720271903-7,R,1,2,2,2,107.27,Dollar
798752580-4,R,1,0,2,0,412.23,jod
344585487-4,java,0,1,2,2,454.33,USD
107081069-X,,0,0,1,2,315.08,JOD
362928462-0,JAVA,0,1,0,0,102.55,Euro
294824112-X,C++,0,2,1,0,418.45,Dollar
144262168-0,c++,1,2,2,2,323.48,USD
466678546-9,r,2,2,2,2,115.52,Dollar
248553852-2,r,2,2,0,1,398.94,euro
924193727-0,java,1,0,0,2,106.30,euro
344446298-0,C++,2,1,0,2,482.35,jod
331848063-0,,1,2,2,2,330.80,USD
761175337-1,Python,0,1,1,1,425.29,JOD
279218815-4,c++,0,1,2,0,170.87,Dollar
328107764-1,python,2,0,2,0,431.04,Dollar
629762252-3,r,0,2,0,1,480.62,JOD
140170445-X,Python,2,1,2,1,101.25,JOD
737626380-2,java,1,2,0,2,321.32,euro
379646610-9,java,1,1,2,1,236.92,jod
183990266-3,R,2,1,2,2,264.04,Euro
670719196-9,C++,1,2,0,1,203.52,Dollar
341410925-5,c++,1,2,1,1,153.34,Euro
667678583-8,JAVA,0,0,2,1,301.03,USD
390896978-6,,1,1,1,1,421.66,jod
307957489-3,python,2,1,1,1,371.89,Euro
740573694-7,c++,1,2,2,1,294.94,USD
669051837-X,JAVA,0,0,2,0,346.68,USD
443035852-4,python,1,2,2,2,433.05,jod
474899126-7,c++,1,2,2,0,221.92,Euro
405870311-3,c++,1,0,0,2,420.54,USD
477308176-7,JAVA,1,2,0,1,203.99,Dollar
499215591-X,JAVA,1,0,1,0,461.68,JOD
010818161-8,Python,2,2,2,0,336.33,euro
239266477-3,java,1,2,0,2,176.68,euro
670617209-X,Python,2,0,1,1,217.91,Euro
593340551-5,python,2,2,2,0,171.31,jod
036054850-4,PYTHON,0,1,0,1,236.68,JOD
651847239-1,C++,1,0,2,2,152.35,Euro
127863127-5,PYTHON,2,0,2,1,131.52,Dollar
482543466-5,Python,2,2,1,2,311.43,jod
703074656-2,python,1,1,2,2,325.55,euro
578762539-0,Python,1,2,2,0,413.31,JOD
321363528-6,java,0,1,0,0,225.59,euro
075431635-1,JAVA,2,1,0,1,441.43,Euro
249871736-6,c++,2,2,2,2,164.28,JOD
825426328-0,Python,2,2,2,1,367.38,Euro
770445325-4,PYTHON,0,2,2,2,341.03,jod
502423508-8,Python,0,1,0,2,466.31,jod
019113047-8,python,1,1,0,1,403.08,euro
153324381-6,Python,0,0,1,0,298.38,USD
059400529-9,R,0,2,1,0,273.04,USD
062591207-1,java,1,1,0,0,403.49,Euro
734976473-1,,1,1,0,1,495.03,Dollar
592177089-2,C++,2,0,1,1,130.78,jod
166213376-6,r,0,0,1,2,471.99,Euro
935833770-2,c++,0,0,2,1,290.10,euro
623573363-1,R,2,2,2,2,414.36,JOD
974704427-7,r,1,1,1,1,197.54,Dollar
003557382-1,java,2,2,0,0,223.62,USD
550089457-9,python,1,2,2,2,286.32,euro
419635244-8,python,0,2,0,1,259.96,JOD
906549245-3,PYTHON,1,0,2,2,118.18,USD
533466530-7,Python,2,2,1,2,264.62,USD
572142960-7,python,1,0,1,2,352.19,JOD
098368714-5,python,2,1,2,1,447.99,JOD
138586219-X,C++,0,2,0,2,123.84,USD
304120075-9,r,0,1,1,1,140.14,euro
448241727-0,java,2,0,0,2,311.22,jod
683467542-6,python,2,0,1,2,323.60,USD
839442998-X,c++,2,1,1,1,417.20,Euro
410229945-9,java,1,1,1,1,353.88,USD
056953099-7,r,0,0,0,2,470.91,euro
446266861-8,Python,0,2,0,1,456.71,Dollar
876013458-5,JAVA,1,0,0,2,380.11,JOD
819885860-1,C++,1,0,1,1,362.65,jod
793836799-0,r,0,1,2,1,219.29,jod
309705215-1,C++,0,2,1,2,414.41,Euro
846576376-3,Python,1,2,0,2,254.32,jod
123864361-2,c++,2,0,2,2,463.51,Euro
569548781-1,JAVA,1,1,1,0,317.50,Euro
161463029-1,Python,0,0,1,0,157.72,Dollar
964568691-1,r,0,1,1,0,168.78,USD
789526394-3,r,0,0,1,1,341.65,JOD
413937359-8,PYTHON,2,1,0,1,433.76,euro
333313736-4,python,0,1,1,2,450.06,USD
601488901-9,python,2,0,0,1,254.73,JOD
062871776-8,c++,2,1,2,0,350.23,Dollar
482664475-2,java,1,0,2,1,286.49,jod
335122724-8,R,0,0,0,1,292.91,jod
778421944-X,r,0,0,0,0,112.66,jod
639213842-0,java,2,2,0,0,368.73,JOD
828263804-8,c++,0,1,1,2,381.33,USD
595048537-8,JAVA,2,2,0,2,236.79,euro
671432346-8,r,1,2,1,2,191.38,USD
987147957-3,C++,0,1,1,1,476.79,JOD
914915626-8,Python,2,0,2,2,330.33,Euro
784199033-2,Python,1,1,2,2,445.48,Euro
641270215-6,PYTHON,1,1,0,2,392.58,jod
961235277-1,C++,1,0,1,1,200.00,JOD
686110852-9,python,0,0,2,0,295.70,euro
441622310-2,PYTHON,1,2,1,1,308.13,euro
090643913-2,java,0,2,0,1,188.99,Euro
761180567-3,Python,1,2,0,2,303.08,euro
073050322-4,PYTHON,0,0,2,2,256.83,Dollar
064744225-6,c++,1,2,2,0,401.55,jod
963787361-9,R,0,0,1,0,311.13,jod
812782215-9,PYTHON,2,1,1,1,338.97,USD
623425845-X,Python,0,1,2,0,231.70,USD
109003581-0,PYTHON,0,2,1,2,356.50,euro
439431044-X,java,0,0,2,2,491.77,Euro
917502210-9,python,0,0,1,2,327.11,Euro
139506803-8,java,1,0,2,1,213.94,jod
438157258-0,C++,1,1,0,2,436.21,Dollar
553986161-2,C++,0,1,1,1,231.83,Dollar
880191396-6,PYTHON,1,0,2,2,159.92,jod
936163034-2,R,0,1,2,0,332.70,JOD
744929491-5,C++,2,2,0,0,373.58,JOD
987252516-1,PYTHON,2,2,0,0,442.76,euro
938683120-1,java,2,1,0,0,113.69,jod
645617428-7,R,1,0,0,2,108.44,Dollar
176347451-8,PYTHON,2,1,2,2,352.32,jod
361566240-7,R,0,2,1,1,483.64,jod
122214478-6,c++,2,1,2,1,455.94,JOD
491265368-3,R,2,2,2,0,150.13,Dollar
803234244-3,Python,0,1,2,2,466.66,euro
320542819-6,python,1,2,1,2,178.04,euro
064709525-4,r,0,1,2,0,221.10,JOD
862652788-8,JAVA,1,0,1,2,445.12,USD
917836531-7,JAVA,2,1,0,0,459.99,Euro
829375236-X,Python,0,1,0,0,499.50,Dollar
249078620-2,PYTHON,2,1,0,0,413.46,jod
976397032-6,R,1,2,2,2,101.84,Euro
678738292-8,R,1,1,1,2,202.81,euro
491274123-X,JAVA,0,0,0,1,106.53,USD
857321555-0,r,0,2,1,1,309.15,jod
911394945-4,PYTHON,1,1,1,0,488.94,USD
588788975-6,C++,2,1,1,1,471.45,jod
731528399-4,java,2,0,0,2,323.22,USD
934606898-1,python,2,1,1,0,444.92,euro
323837231-9,PYTHON,0,2,0,0,219.38,Dollar
292139459-6,C++,2,0,2,2,119.49,Dollar
485743190-4,python,1,0,0,0,108.64,jod
261600904-8,Python,1,2,2,2,173.97,Dollar
840718015-7,JAVA,0,0,1,0,247.00,jod
726204090-1,JAVA,1,0,1,0,467.19,Dollar
070262056-4,c++,2,1,0,2,248.90,JOD
291559768-5,PYTHON,0,1,0,1,478.90,Euro
335672318-9,python,0,0,2,1,484.83,jod
256303270-9,C++,1,0,1,2,321.39,Dollar
817625805-9,,1,0,0,2,308.52,Euro
769566474-X,Python,0,1,2,1,157.63,Euro
764277761-2,,0,0,2,0,153.49,jod
855744751-5,C++,1,1,0,2,315.44,JOD
009073763-6,c++,2,2,0,2,333.67,euro
301820709-2,JAVA,1,2,2,2,183.93,euro
252218423-7,r,1,2,1,2,494.30,euro
046383366-X,r,2,0,2,2,458.27,Euro
254458202-2,java,2,2,1,2,263.01,Euro
411233059-6,Python,1,1,0,2,392.71,Dollar
808519505-4,C++,2,1,2,1,378.84,Euro
473070449-5,c++,0,1,0,1,223.54,euro
160692740-X,PYTHON,1,1,2,0,390.30,Dollar
080221913-6,PYTHON,0,1,2,0,379.71,jod
998212136-7,r,1,1,0,2,478.01,USD
342888183-4,R,0,1,0,0,478.40,jod
196517380-2,java,2,0,0,1,159.92,JOD
184850989-8,Python,2,1,1,0,111.75,euro
182648100-1,JAVA,0,1,1,2,172.64,jod
111639877-X,PYTHON,1,2,1,0,405.14,jod
578124441-7,c++,1,2,2,0,364.18,Euro
799108705-0,python,2,2,1,1,496.32,euro
329732632-8,R,0,2,0,2,164.18,Euro
474725738-1,C++,2,1,2,2,313.15,USD
858972485-9,Python,2,1,1,1,426.70,euro
990913214-1,JAVA,1,0,2,1,401.14,USD
263229924-1,Python,2,0,0,0,280.68,euro
881811525-1,java,0,2,2,2,394.76,Dollar
068517070-5,Python,0,1,1,1,487.79,USD
172727093-2,python,0,0,1,0,122.69,Dollar
780994353-7,JAVA,2,2,1,0,183.29,JOD
455455522-4,C++,2,0,0,2,434.97,Euro
511689604-8,JAVA,2,1,1,0,111.94,jod
082415990-X,Python,2,0,1,0,372.55,JOD
269263552-3,r,0,1,1,1,430.30,USD
822051887-1,C++,1,2,1,1,179.17,Dollar
031622131-7,java,0,0,0,1,235.10,jod
557568782-1,python,0,1,0,0,279.03,JOD
155150462-6,Python,1,1,1,2,223.04,Euro
762360337-X,r,1,2,2,1,404.10,Euro
833226306-9,c++,1,2,1,2,463.84,JOD
880994105-5,R,2,2,2,0,226.91,JOD
203799027-8,r,2,2,2,2,278.07,JOD
547396013-8,c++,0,0,1,1,256.83,Euro
732682380-4,c++,0,0,2,2,204.03,Dollar
030274245-X,c++,0,2,1,1,332.04,euro
127453608-1,JAVA,2,0,1,0,328.97,Euro
112109933-5,r,0,0,1,0,240.35,euro
517292579-1,PYTHON,0,1,2,1,446.11,USD
508178464-8,r,1,1,0,1,199.73,euro
120319023-9,r,0,0,1,2,340.61,Euro
794244997-1,r,1,1,0,1,490.81,Dollar
621761183-X,java,0,1,1,0,247.42,USD
400489139-6,C++,2,1,2,1,289.36,jod
757508941-1,Python,0,2,2,0,110.10,USD
782687257-X,C++,1,0,1,2,240.82,euro
903819394-7,Python,1,2,1,2,103.46,JOD
336660532-4,Python,2,1,2,0,241.32,JOD
521652519-X,R,1,2,2,0,226.73,Euro
752427403-3,PYTHON,2,1,0,1,101.50,Dollar
313015771-9,python,0,1,2,2,316.39,euro
801647107-2,PYTHON,0,0,1,2,488.64,USD
907629276-0,C++,1,2,1,2,145.57,Euro
444338691-2,java,0,2,0,1,149.92,Euro
844041388-2,PYTHON,1,2,2,2,465.56,Euro
377202893-4,c++,0,0,1,1,480.35,USD
803162550-6,Python,1,0,0,1,199.40,euro
329794380-7,,2,0,0,0,262.01,USD
777461315-3,r,2,2,0,1,269.66,Euro
928077005-5,C++,1,0,1,0,296.90,USD
356466629-X,C++,2,2,2,1,390.55,JOD
104766233-7,C++,2,2,0,0,159.68,euro
406440825-X,Python,1,1,1,0,135.12,Dollar
394187086-6,python,2,0,0,2,131.61,jod
541886036-4,R,1,0,2,1,271.75,Euro
478524583-2,c++,2,2,0,1,405.18,Dollar
927955031-4,,1,2,2,0,321.52,USD
543234375-4,python,1,1,2,1,299.42,Euro
531103566-8,PYTHON,1,2,1,1,264.91,JOD
585084226-8,JAVA,0,1,1,2,103.98,jod
673322708-8,Python,2,1,1,0,454.19,euro
190494696-8,,0,2,1,2,443.63,jod
268124267-3,r,0,0,2,0,223.59,jod
562983613-7,C++,2,1,2,0,284.26,USD
987129840-4,PYTHON,2,2,2,0,368.15,jod
019212641-5,r,2,1,2,1,153.56,jod
865168720-6,JAVA,2,2,2,2,422.56,jod
004776183-0,r,1,1,0,1,181.82,jod
643134643-2,c++,0,1,2,0,114.81,Euro
093215231-7,r,1,0,2,1,298.22,jod
076711171-0,r,1,1,0,1,341.38,Euro
878402147-0,python,2,1,2,1,335.86,Dollar
580029148-9,java,2,0,1,0,491.20,JOD
941904252-9,,0,2,0,2,195.42,USD
096589510-6,Python,0,1,1,1,420.37,USD
185408965-X,C++,2,0,1,0,408.35,Dollar
572437321-1,R,2,1,0,0,469.67,Euro
494929204-8,JAVA,0,2,2,0,459.89,Euro
639458525-4,java,1,1,2,2,221.36,Dollar
415777728-X,c++,1,0,1,2,391.22,euro
123824132-8,,0,2,1,0,155.37,euro
853903807-2,PYTHON,1,0,1,0,291.40,JOD
678600391-5,R,1,0,0,2,170.19,JOD
744189446-8,c++,1,2,1,1,344.66,euro
926844245-0,C++,1,2,0,0,152.51,JOD
366554730-X,java,0,1,2,1,190.49,euro
428442550-1,R,2,2,0,1,143.32,Euro
319970285-6,PYTHON,0,0,0,0,273.98,jod
615893368-6,java,1,2,1,2,304.87,jod
933473884-7,C++,0,1,1,2,123.51,USD
395241255-4,C++,0,2,2,1,101.25,Dollar
214927132-X,python,2,0,1,2,305.84,jod
001841771-X,R,1,0,1,0,492.02,jod
679877793-7,python,2,0,2,1,433.17,USD
761223690-7,C++,2,1,1,1,212.89,jod
358779536-3,Python,1,0,1,0,254.03,jod
551200481-6,r,2,1,0,0,441.44,USD
020080189-9,java,2,0,0,0,431.19,USD
452339059-2,java,0,2,1,1,135.75,euro
857797991-1,r,0,2,0,2,263.81,Dollar
159252986-0,JAVA,0,0,2,1,140.02,euro
077385786-9,C++,0,1,0,0,193.18,euro
113173900-0,r,0,1,2,1,112.14,USD
818452206-1,java,0,1,2,1,143.09,USD
967438331-X,r,2,0,0,1,472.43,Euro
201537363-2,JAVA,0,1,0,0,196.14,Euro
945718450-5,C++,0,2,0,1,227.83,Dollar
497953755-3,R,1,2,2,0,348.89,Dollar
037995205-X,R,0,0,1,0,145.17,jod
458888312-7,Python,0,2,2,0,260.92,jod
089406835-0,c++,0,1,2,2,474.19,USD
866578008-4,JAVA,1,2,2,2,452.20,jod
386424731-4,python,2,2,2,1,190.17,Dollar
078213771-7,PYTHON,0,2,0,0,202.62,JOD
451151432-1,R,1,0,1,0,460.74,Dollar
463485585-2,JAVA,2,1,2,2,165.53,Dollar
239641990-0,JAVA,1,0,0,2,101.41,Euro
906613190-X,JAVA,0,1,2,0,216.54,Euro
372418145-0,java,0,0,0,0,187.09,JOD
986852176-9,java,2,0,1,0,104.70,euro
751940339-4,c++,0,1,2,1,124.60,Dollar
564124627-1,Python,2,2,2,1,249.97,JOD
941329094-6,r,1,0,2,1,398.65,jod
067999970-1,c++,1,2,1,0,319.56,Dollar
379968969-9,JAVA,2,1,1,0,430.70,Dollar
710308934-5,Python,1,0,1,1,220.32,Dollar
175123616-1,java,2,2,2,0,154.49,Euro
277121618-3,c++,0,1,2,2,486.33,Dollar
659690607-8,C++,2,0,0,2,200.24,Dollar
127755575-3,R,0,2,2,0,417.31,Euro
414369269-4,PYTHON,2,2,1,1,210.80,Euro
198112076-9,r,0,0,0,0,139.42,jod
640535434-2,R,2,1,2,2,429.58,Euro
562530477-7,,2,0,1,2,233.42,Dollar
591789809-X,PYTHON,2,2,2,2,285.73,USD
327524459-0,r,2,0,0,2,141.88,Dollar
749918636-9,R,0,2,2,0,118.27,JOD
811784476-1,JAVA,1,1,0,1,489.70,jod
748127559-9,python,1,2,0,2,165.50,euro
154927996-3,python,2,2,1,2,475.49,Dollar
931005200-7,java,1,0,0,2,391.76,JOD
365281742-7,PYTHON,0,0,2,2,124.05,USD
311194254-6,Python,2,1,2,2,303.30,Euro
786276403-X,JAVA,0,0,1,1,285.34,Dollar
133879976-2,c++,1,1,0,2,266.81,jod
760381657-2,c++,2,1,1,0,164.97,JOD
092122153-3,JAVA,0,2,1,0,367.49,euro
811421933-5,PYTHON,2,2,1,0,348.20,USD
059737446-5,PYTHON,2,1,1,1,143.65,USD
950983548-X,PYTHON,0,0,0,0,222.91,euro
610675384-9,c++,2,2,1,0,275.98,USD
790428869-9,c++,2,2,1,2,460.65,USD
488223078-X,PYTHON,1,0,2,2,359.74,Euro
275056041-1,C++,1,2,2,2,144.92,USD
491879252-9,PYTHON,1,1,0,1,237.11,euro
518655783-8,c++,2,2,2,0,431.05,Dollar
348728534-7,Python,0,0,1,2,429.33,euro
327156931-2,python,1,2,2,1,384.73,jod
240626091-7,c++,0,1,1,2,389.54,jod
787082214-0,JAVA,0,1,1,1,143.80,Euro
489054429-1,python,1,1,1,0,150.40,JOD
043058471-7,C++,2,2,2,1,379.08,euro
068367860-4,c++,2,2,2,0,152.37,JOD
965301787-X,c++,1,1,1,1,378.93,jod
589464754-1,,1,0,1,1,202.92,Dollar
345414555-4,,1,1,0,1,117.02,jod
137749785-2,python,0,2,1,0,305.05,Dollar
997552549-0,r,1,0,0,2,412.45,USD
327564638-9,PYTHON,2,1,1,1,210.80,Dollar
953168163-5,PYTHON,2,2,0,1,296.20,USD
813499752-X,C++,2,1,0,2,201.61,euro
628912615-6,,1,1,0,0,139.90,USD
488043127-3,R,1,2,0,0,455.40,USD
645520538-3,r,0,1,0,2,100.80,euro
205534823-X,c++,1,2,1,1,280.65,Dollar
681184976-2,PYTHON,2,0,0,0,237.09,jod
246311962-4,Python,0,0,2,2,122.52,Euro
808830768-6,JAVA,2,0,2,2,153.48,jod
736321955-9,python,2,2,1,1,464.90,JOD
526495773-8,c++,0,0,2,2,147.58,USD
702862331-9,,0,2,0,1,125.56,euro
748762105-7,C++,0,1,0,0,460.08,USD
095564890-4,JAVA,1,2,1,1,359.90,USD
103817711-1,C++,0,0,1,2,331.15,euro
763162468-2,C++,2,0,0,0,216.40,USD
975405495-9,r,2,0,2,1,247.21,Dollar
119252771-2,python,2,2,0,1,213.64,USD
706743264-2,java,0,1,2,1,128.35,euro
498557097-4,PYTHON,2,2,0,2,463.91,Dollar
031718599-3,python,0,1,2,0,389.14,JOD
926999428-7,Python,1,1,1,2,172.50,Euro
222832153-2,JAVA,0,1,2,2,144.86,USD
861929741-4,Python,0,0,1,1,432.48,euro
861404267-1,Python,2,2,1,0,278.66,Euro
215952620-7,PYTHON,1,0,1,1,155.91,JOD
578310930-4,c++,2,0,1,1,385.51,JOD
341039732-9,java,1,0,1,0,315.74,Euro
012596652-0,JAVA,1,1,1,1,228.78,USD
116468460-4,r,1,2,2,1,182.43,JOD
435242976-7,c++,0,1,1,1,259.56,jod
077751007-3,R,1,1,1,0,118.54,USD
048329594-9,C++,1,2,2,2,379.10,Dollar
300559371-1,python,0,0,1,2,173.71,JOD
132164518-X,c++,2,0,2,0,101.43,USD
677391220-2,java,1,0,1,1,398.72,JOD
851643398-6,r,2,2,0,1,289.85,JOD
576779269-0,JAVA,1,1,2,0,163.21,Euro
481172638-3,R,1,2,2,1,420.83,JOD
413416836-8,c++,2,1,0,0,330.89,Dollar
054515189-9,r,1,0,0,0,280.77,jod
673031350-1,Python,0,1,2,0,325.54,Dollar
702070221-X,JAVA,2,1,0,2,218.90,Euro
503957393-6,JAVA,1,1,2,2,454.55,euro
626708190-7,c++,0,0,1,1,158.48,USD
879828134-8,Python,1,2,0,1,378.51,USD
007900176-9,R,1,2,1,0,146.00,JOD
837884624-5,R,0,0,0,0,314.08,euro
947841670-7,Python,0,1,0,1,487.22,JOD
294713614-4,java,1,1,1,1,292.80,euro
598606693-6,JAVA,0,1,0,1,251.01,USD
048182992-X,PYTHON,2,1,0,2,283.62,JOD
880566703-X,PYTHON,1,1,2,1,176.03,USD
255692631-7,C++,2,2,1,1,213.52,Dollar
761960776-5,R,1,2,2,2,234.34,euro
666522519-4,Python,2,1,2,0,267.55,Euro
840862519-5,C++,1,1,2,0,403.79,euro
478690399-X,C++,0,2,0,2,431.77,jod
733907022-2,r,1,2,2,2,310.35,Dollar
267600501-4,C++,1,1,1,0,418.53,USD
078359834-3,PYTHON,2,2,2,0,425.50,Euro
053050951-2,PYTHON,1,1,1,0,390.17,USD
388104004-8,C++,0,1,1,1,210.90,JOD
050217525-7,R,0,2,1,0,236.62,Dollar
203490255-6,python,2,0,0,2,443.88,JOD
515146053-6,C++,0,0,2,1,130.01,Euro
526671984-2,R,2,2,1,0,464.40,euro
549033630-7,R,2,1,0,1,417.91,JOD
295257281-X,C++,0,1,0,0,293.00,euro
097576320-2,C++,2,0,2,0,122.11,Dollar
959815923-X,R,0,1,2,2,193.85,Dollar
448032985-4,python,2,2,0,0,165.07,Dollar
219508620-3,c++,1,0,0,0,241.75,Dollar
018395670-2,PYTHON,1,1,1,1,232.97,JOD
734893169-3,JAVA,0,2,0,2,378.59,JOD
026147506-1,JAVA,2,2,1,1,149.18,jod
377097778-5,C++,0,2,1,1,437.95,euro
239332454-2,python,0,0,1,0,467.21,jod
706018614-X,java,1,1,0,2,239.92,JOD
010267532-5,C++,0,1,0,0,479.35,jod
430864797-5,c++,2,0,0,0,261.53,Dollar
724408140-5,PYTHON,0,0,0,0,395.00,jod
736758346-8,python,1,1,0,1,364.71,JOD
099986725-3,java,2,1,0,2,159.14,euro
230454011-2,R,0,2,1,1,180.28,Euro
410657698-8,r,1,2,1,1,310.34,USD
355640593-8,python,2,0,2,2,331.20,USD
519046677-9,r,1,0,0,1,210.54,USD
654723834-2,java,2,0,0,2,468.72,Dollar
358546682-6,java,0,2,1,0,143.89,jod
274244797-0,R,2,1,1,1,345.62,JOD
306672500-6,R,1,1,1,1,300.33,Euro
850924954-7,PYTHON,1,0,1,0,205.90,euro
654350858-2,java,0,1,2,2,497.83,USD
113740985-1,C++,2,0,1,0,107.12,euro
126949242-X,Python,0,0,2,0,269.53,JOD
693761008-4,,1,0,2,0,149.62,USD
068946057-0,c++,0,1,1,0,480.30,USD
425399179-3,R,1,0,0,0,165.60,USD
520324778-1,java,1,2,0,0,168.49,jod
793494061-0,JAVA,0,0,2,0,281.99,euro
808975392-2,java,1,0,2,2,108.76,euro
286890170-0,PYTHON,2,0,2,2,410.17,JOD
143976754-8,PYTHON,0,1,2,1,462.50,USD
993968897-0,c++,1,2,2,0,341.82,JOD
879078004-3,c++,1,2,2,0,492.69,JOD
019704093-4,java,0,1,1,1,108.19,Dollar
894469880-5,PYTHON,1,0,2,0,323.65,euro
051938997-2,,1,2,1,0,353.74,jod
178196337-1,c++,0,0,1,1,495.96,JOD
113225468-X,Python,1,1,0,0,268.35,euro
561379794-3,c++,0,2,1,2,142.94,JOD
813705847-8,Python,0,1,1,1,298.87,Dollar
139104658-7,Python,2,2,0,0,240.85,jod
260689422-7,r,0,0,1,0,249.74,euro
288626851-8,r,1,0,0,1,493.78,euro
825628105-7,PYTHON,0,0,0,0,109.26,USD
386131522-X,c++,1,1,0,2,297.79,euro
378879409-7,JAVA,0,0,1,0,241.30,USD
724300702-3,R,0,1,1,0,366.32,euro
561030519-5,java,0,2,0,0,358.12,euro
013378295-6,PYTHON,1,0,2,2,118.89,JOD
269681040-0,c++,1,1,1,2,133.38,USD
653866154-8,JAVA,2,2,2,1,253.36,Dollar
939343461-1,python,2,2,2,1,221.77,Dollar
414676212-X,PYTHON,1,0,0,2,181.18,JOD
482692984-6,r,2,0,0,1,241.83,euro
516774418-0,java,1,1,2,1,440.73,USD
939848550-8,JAVA,0,0,2,0,494.82,euro
533878479-3,python,0,2,2,0,432.77,jod
950387358-4,java,1,2,2,0,321.35,USD
957076693-X,r,0,0,1,0,453.29,euro
552833025-4,R,2,2,2,2,317.70,USD
131271536-7,python,0,0,0,0,438.13,USD
968727738-6,JAVA,0,2,2,2,377.48,JOD
965873851-6,C++,0,2,1,0,490.32,Euro
048116365-4,R,1,0,0,0,309.82,Dollar
317785380-0,r,1,2,2,0,126.42,Dollar
388758182-2,JAVA,0,0,1,1,288.06,Euro
820623038-6,PYTHON,0,2,1,1,393.49,Dollar
211265906-5,PYTHON,0,2,2,0,470.00,euro
956666067-7,JAVA,0,0,0,0,337.00,USD
744464968-5,c++,1,2,2,1,439.35,USD
303228045-1,r,2,2,2,2,176.48,USD
575721519-4,PYTHON,0,2,0,0,205.53,Euro
568561398-9,Python,0,1,0,2,160.05,Dollar
962702178-4,C++,0,2,0,0,317.45,Dollar
290369327-7,C++,2,2,1,2,137.36,Euro
184875424-8,R,0,0,2,0,228.99,Euro
386886469-5,PYTHON,0,2,0,0,424.62,Euro
752052908-8,R,1,1,1,0,397.88,USD
602563285-5,Python,2,0,1,2,368.94,JOD
804289036-2,PYTHON,1,1,2,2,490.56,USD
714766342-X,JAVA,1,0,1,1,234.73,USD
376880563-8,c++,2,0,2,2,214.21,euro
501370895-8,c++,0,1,2,2,289.21,JOD
024653367-6,PYTHON,1,1,1,2,438.41,Euro
347600868-1,R,1,1,2,1,118.84,jod
471907502-9,PYTHON,1,1,0,0,225.84,Euro
174917930-X,R,1,1,1,0,113.42,JOD
038273752-0,C++,2,2,0,2,191.52,USD
108947626-4,PYTHON,1,2,0,2,227.48,Euro
378856500-4,Python,1,1,0,1,478.15,euro
181028951-3,PYTHON,1,0,2,0,334.36,Euro
716117664-6,,2,1,1,1,490.60,Dollar
462843288-0,r,0,1,1,1,163.19,JOD
500946218-4,PYTHON,2,1,2,1,433.74,jod
575731201-7,c++,0,2,0,2,456.36,Euro
138245620-4,R,0,2,0,2,172.39,JOD
374398812-7,Python,2,0,1,1,119.30,Euro
465791421-9,c++,2,0,1,1,484.66,Euro
324504435-6,R,1,0,2,0,136.17,Euro
827623166-7,PYTHON,2,0,2,1,107.33,JOD
452906525-1,JAVA,0,1,2,2,417.15,euro
249564749-9,JAVA,2,0,1,1,492.75,Euro
088767517-4,c++,1,1,2,0,349.24,Dollar
848063059-0,java,2,0,2,0,356.78,Dollar
128658194-X,java,2,0,1,2,250.92,euro
153191203-6,python,2,0,1,1,144.76,jod
859679454-9,python,2,2,0,1,391.01,Euro
766625775-9,C++,2,0,2,2,290.89,Dollar
801244828-9,R,1,2,2,2,398.41,USD
913414989-9,java,2,1,1,0,128.35,jod
627170756-4,R,0,0,2,1,297.86,Dollar
555427102-2,JAVA,1,2,2,2,250.00,USD
657127065-X,C++,0,1,0,1,365.75,jod
385127288-9,java,2,0,1,0,157.51,USD
598520614-9,R,0,0,0,2,423.82,jod
956438974-7,Python,2,2,1,2,422.45,Dollar
558430925-7,C++,1,0,0,2,219.99,Dollar
167585065-8,python,1,1,1,1,427.00,USD
154106744-4,r,1,0,0,0,377.04,USD
904398584-8,C++,0,2,2,2,224.83,JOD
631425285-7,python,2,0,2,1,139.95,JOD
436267075-0,C++,0,1,1,0,473.35,jod
252823936-X,java,2,1,0,1,424.20,USD
529998691-2,java,0,1,0,0,150.82,jod
303823012-X,R,1,0,2,1,276.02,jod
797785637-9,PYTHON,2,1,2,0,181.39,Euro
400265965-8,c++,2,0,1,1,376.66,JOD
915922603-X,python,2,1,1,2,146.47,JOD
551645518-9,Python,1,1,0,1,416.94,jod
632574356-3,java,2,0,0,2,162.80,jod
193668577-9,,0,2,0,0,172.14,Dollar
839928542-0,r,2,1,2,2,498.99,Euro
939018807-5,Python,2,0,1,0,151.66,euro
722541218-3,c++,1,0,0,0,224.80,Dollar
078220744-8,c++,1,0,2,1,268.92,Euro
162448690-8,PYTHON,2,2,2,0,175.92,Dollar
819810017-2,c++,0,1,0,1,476.89,euro
711802345-0,java,0,1,2,1,234.41,JOD
939290180-1,JAVA,0,2,2,1,435.25,Dollar
321588205-1,python,0,0,2,0,421.74,jod
102425946-3,JAVA,0,0,1,1,204.71,Dollar
308806643-9,PYTHON,0,2,1,0,290.61,euro
025233099-4,R,0,2,0,2,331.10,Dollar
