Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
029139838-3,Zarqa,0,1,0,2,14075.55,USD
776658234-1,A'zarqa,2,2,1,1,30257.17,USD
386227646-5,Amman,2,0,1,2,20233.22,JOD
386648604-9,amman,1,1,0,0,25591.72,JOD
434911142-5,Capital City,1,2,0,2,15220.37,JOD
823792969-1,,0,0,1,1,21238.38,USD
589614853-4,A'zarqa,0,2,0,2,23624.10,JOD
191319125-7,amman,2,2,1,2,44467.62,JOD
959557700-6,amman,2,2,2,2,22691.00,JOD
690489754-6,A'zarqa,2,2,0,1,49129.70,USD
758673314-7,Amman,1,1,0,1,36031.79,JOD
036052222-X,A'zarqa,2,2,2,0,12022.85,USD
280875575-9,amman,1,2,2,0,29545.85,JOD
178420099-9,Capital City,0,1,1,0,38886.42,USD
532446307-8,Capital City,1,0,1,1,26940.06,JOD
884221984-3,Amman,2,0,2,2,51956.41,USD
277888917-5,Capital City,2,0,1,0,28524.25,JOD
547505213-1,A'zarqa,1,2,0,2,39213.79,JOD
780498581-9,Zarqa,1,2,2,2,26578.78,USD
008001788-6,zaqra,2,0,1,0,20967.19,JOD
491587881-3,A'zarqa,1,2,1,2,26965.12,USD
990470510-0,Zarqa,1,1,2,2,46249.26,JOD
900936707-X,Zarqa,2,2,0,0,42902.86,USD
842972981-X,Amman,2,0,1,1,15179.49,USD
021504891-1,amman,2,1,2,1,12800.24,JOD
451814893-2,Capital City,0,0,2,2,37163.14,JOD
624839569-1,Amman,2,2,2,0,51048.20,USD
754203063-9,,0,1,0,0,34292.07,JOD
510827465-3,A'zarqa,1,2,0,1,24941.57,USD
290003184-2,zaqra,1,0,0,1,46723.88,USD
517671042-0,Amman,0,0,2,1,33523.70,JOD
934195129-1,A'zarqa,0,2,2,0,30767.63,USD
868098370-5,zaqra,0,1,2,0,51137.64,JOD
988005734-1,Amman,1,2,1,2,13366.91,USD
839542263-6,A'zarqa,0,2,1,0,16839.57,USD
940782754-2,Zarqa,2,0,1,1,46280.12,JOD
160243599-5,A'zarqa,2,0,2,1,18817.12,JOD
148779790-7,Zarqa,2,1,2,1,21461.77,JOD
363796251-9,amman,2,0,2,1,20812.53,USD
834561641-0,Capital City,2,2,0,0,35673.84,JOD
517628726-9,Zarqa,1,2,1,2,36164.78,JOD
474782577-0,amman,1,1,2,1,34503.23,USD
111531399-1,A'zarqa,1,2,1,2,14665.62,JOD
022672026-8,Capital City,0,1,0,0,36544.93,USD
666150595-8,Amman,0,1,1,1,14540.30,JOD
574149455-2,A'zarqa,2,1,0,2,50520.71,JOD
425816189-6,zaqra,0,1,1,1,52985.28,USD
634181412-7,Amman,1,0,0,2,39711.54,USD
024348181-0,zaqra,0,2,1,1,43418.93,USD
639758859-9,A'zarqa,1,1,2,2,30096.19,USD
200326079-X,Zarqa,2,2,0,0,49824.88,JOD
304073035-5,zaqra,2,0,0,0,17709.87,JOD
684422732-9,Capital City,0,0,0,0,49263.96,USD
454661155-2,Amman,2,0,2,0,41204.01,JOD
429980147-4,zaqra,2,1,1,2,44110.09,USD
194370995-5,Amman,1,1,1,1,36515.86,JOD
477250890-2,amman,2,0,0,2,50333.48,JOD
035700846-4,zaqra,2,0,1,1,30376.78,JOD
602726148-X,zaqra,1,0,1,2,49096.05,USD
810257286-8,Zarqa,1,2,2,2,43413.36,USD
021965265-1,Capital City,0,1,0,2,34922.40,USD
772499035-2,Amman,2,1,2,0,16365.78,JOD
921278293-0,A'zarqa,2,2,2,1,29668.44,JOD
678040658-9,Capital City,0,1,1,2,16425.98,JOD
776329990-8,Zarqa,1,2,1,2,44817.82,USD
802080768-3,zaqra,0,1,1,0,50776.50,USD
545016352-5,Zarqa,2,2,1,0,28461.57,USD
439950049-2,zaqra,1,2,2,2,26203.38,USD
088591171-7,Capital City,2,1,1,1,42817.29,USD
311564282-2,zaqra,1,0,1,1,12609.12,JOD
038526705-3,Amman,1,1,0,0,13296.43,USD
725700627-X,amman,2,1,2,2,46022.44,USD
442378379-7,Zarqa,2,2,0,1,46077.60,JOD
571042370-X,Capital City,1,1,2,2,37589.50,USD
241367855-7,A'zarqa,1,0,0,0,42629.79,USD
135784680-0,A'zarqa,0,2,2,0,38074.91,JOD
520432653-7,amman,0,1,2,1,24115.67,USD
463787241-3,Zarqa,1,0,2,0,27064.19,USD
075713959-0,Zarqa,0,0,0,2,20156.32,USD
844801753-6,,0,2,2,1,28474.44,JOD
780082796-8,zaqra,2,1,2,0,23704.13,JOD
445033033-1,Amman,1,2,2,2,48269.44,USD
473189152-3,zaqra,1,2,2,1,25419.02,JOD
293526232-8,amman,0,2,1,2,26039.54,USD
190612478-7,zaqra,2,2,1,1,28358.75,JOD
885550154-2,A'zarqa,0,2,0,2,26915.31,USD
624320654-8,A'zarqa,1,1,0,1,32809.04,JOD
870656094-6,amman,0,2,2,0,18316.89,USD
331771932-X,amman,2,2,1,0,35630.40,USD
634438705-X,zaqra,1,1,1,0,32992.39,JOD
723680349-9,A'zarqa,1,1,0,0,13831.37,USD
939746327-6,Zarqa,0,1,0,2,40041.69,USD
979784556-7,Capital City,0,2,1,0,16564.35,JOD
904988521-7,zaqra,1,1,2,0,37098.25,USD
303042577-0,A'zarqa,1,0,2,2,14791.86,JOD
761626040-3,Capital City,0,0,2,2,26445.88,JOD
054152664-2,zaqra,0,2,2,0,35137.04,USD
355125554-7,Zarqa,1,1,0,0,47841.48,JOD
365379885-X,Zarqa,0,1,0,2,20672.01,USD
885097878-2,amman,2,1,1,0,12253.23,USD
550776264-3,Zarqa,1,1,0,1,28410.76,JOD
354571940-5,amman,2,1,1,0,30707.78,USD
720014900-4,Amman,2,0,2,1,30572.97,JOD
247661285-5,Zarqa,1,2,1,2,16591.13,JOD
017913936-3,amman,1,0,0,2,24778.06,USD
318459342-8,amman,1,0,1,0,47808.04,JOD
131572618-1,A'zarqa,1,1,1,2,17660.61,JOD
637370161-1,Zarqa,2,1,0,0,16546.49,JOD
511966371-0,,0,2,0,1,37018.93,USD
763321578-X,zaqra,2,1,0,1,28032.08,USD
853771380-5,Amman,1,0,0,2,15183.82,USD
396292002-1,zaqra,0,1,1,0,31086.87,USD
979656006-2,Zarqa,2,1,1,0,12056.09,JOD
626605995-9,A'zarqa,1,0,1,2,19133.99,USD
170543996-9,A'zarqa,2,2,1,0,29401.79,JOD
998134882-1,amman,0,2,2,2,26125.48,JOD
152037538-7,amman,0,2,1,2,34419.76,JOD
213404798-4,Amman,0,1,1,0,39959.47,USD
290633570-3,amman,2,2,1,1,27340.07,USD
841613202-X,Zarqa,1,2,2,0,35926.96,USD
247513174-8,Amman,0,1,2,2,13622.76,USD
503527719-4,amman,1,0,0,2,12067.00,USD
995084534-3,Amman,2,1,1,0,13162.42,USD
931023380-X,Amman,2,0,0,0,37840.50,USD
861801886-4,amman,1,0,0,0,51022.68,JOD
706834170-5,amman,0,0,2,1,15386.57,JOD
195386756-1,amman,0,1,1,1,21754.66,JOD
415227146-9,Capital City,1,2,1,2,23953.93,JOD
654292253-9,Zarqa,1,1,2,1,48115.85,JOD
735042088-9,Amman,0,0,2,0,28651.60,USD
423215990-8,Zarqa,0,2,2,0,33881.47,JOD
476478231-6,amman,2,2,1,1,18735.86,USD
847744580-X,A'zarqa,2,1,0,0,28853.86,USD
585149890-0,Zarqa,2,1,0,1,40992.94,USD
860549709-2,Capital City,1,2,0,1,20431.02,JOD
166127395-5,Zarqa,0,1,0,0,25315.99,JOD
805000804-5,A'zarqa,2,0,0,1,17385.38,JOD
268702903-3,A'zarqa,1,0,1,1,28479.70,USD
326017730-2,A'zarqa,0,2,1,0,18815.74,JOD
122562147-X,Amman,1,2,0,1,19394.89,USD
858445079-3,A'zarqa,2,0,2,1,39128.53,JOD
000462770-9,A'zarqa,1,0,0,2,37321.82,USD
653834025-3,Amman,2,0,2,1,15513.50,JOD
742602256-0,Zarqa,1,1,0,2,33447.39,USD
416335098-5,zaqra,0,1,0,0,43959.49,JOD
215969158-5,amman,2,1,0,0,25507.09,JOD
050246220-5,Amman,2,0,1,2,26324.25,USD
530163988-9,Capital City,1,2,0,2,25665.48,USD
359011609-9,Zarqa,2,2,1,1,50509.75,JOD
357909730-X,Zarqa,1,0,0,2,22909.21,USD
159296633-0,Amman,2,0,0,0,22212.25,JOD
457629515-2,Amman,0,1,0,0,16457.42,USD
606764018-X,zaqra,2,1,1,2,22384.49,JOD
364697250-5,Zarqa,2,0,1,1,27521.67,JOD
908221436-9,A'zarqa,0,1,2,2,49224.53,JOD
008549636-7,Zarqa,2,0,2,0,45045.60,JOD
010137549-2,Amman,2,2,0,0,48999.48,USD
815471729-8,Amman,0,0,2,1,24011.74,JOD
078042790-4,zaqra,1,2,1,2,12139.92,JOD
124152011-9,Capital City,0,2,1,1,41512.25,USD
494368988-4,A'zarqa,1,1,0,2,38741.71,JOD
563361558-1,Zarqa,1,0,2,0,24940.98,JOD
466712802-X,Capital City,1,1,2,0,13378.98,USD
095284384-6,A'zarqa,2,1,0,0,25405.27,USD
589272290-2,Zarqa,2,2,1,1,52798.90,JOD
585670544-0,Zarqa,0,1,2,0,34522.91,JOD
572695673-7,amman,2,2,0,2,49803.05,JOD
911460182-6,Amman,2,2,1,2,46406.00,USD
339319670-7,zaqra,0,0,2,1,47333.00,JOD
921747046-5,A'zarqa,0,1,0,0,50481.80,USD
602760952-4,Zarqa,2,2,1,0,47152.85,JOD
306720217-1,Amman,0,1,2,1,32075.89,JOD
323541170-4,zaqra,1,2,1,1,18674.53,USD
717053893-8,zaqra,2,1,1,0,20037.00,JOD
634647519-3,A'zarqa,1,0,0,0,40529.34,JOD
005671491-2,Zarqa,1,0,0,1,46141.14,USD
031153832-0,Capital City,1,2,0,1,47904.33,JOD
479578221-0,amman,1,0,0,2,35495.15,USD
711823425-7,Capital City,1,0,0,0,13812.77,USD
867301396-8,Capital City,2,0,1,2,30413.71,USD
897880016-5,Capital City,2,2,1,0,22539.89,USD
147346258-4,zaqra,0,1,1,1,36357.26,JOD
586689741-5,,1,0,2,1,16899.31,USD
640813585-4,amman,0,0,0,2,20362.71,USD
732297766-1,A'zarqa,2,1,1,1,26118.99,JOD
049593267-1,Amman,1,2,1,1,38392.35,USD
939973793-4,zaqra,2,1,0,1,33817.06,USD
232623910-5,Capital City,0,0,1,1,39057.86,JOD
886385657-5,Amman,0,2,1,1,28445.18,JOD
851344886-9,A'zarqa,1,0,2,1,15789.87,USD
083103130-1,Amman,0,2,0,2,33410.14,JOD
437604163-7,amman,1,0,0,0,34265.43,USD
367643872-8,A'zarqa,1,0,1,0,15875.69,JOD
241067032-6,Zarqa,1,0,2,0,40073.85,JOD
181887415-6,amman,1,2,1,1,42141.70,JOD
891071151-5,amman,2,0,1,1,42879.85,USD
550668076-7,amman,1,0,1,0,34680.71,JOD
117354884-X,Zarqa,0,2,2,0,40289.36,USD
891999680-6,A'zarqa,1,1,0,0,50271.42,USD
252704064-0,amman,1,0,1,0,23477.97,USD
912774857-X,Zarqa,2,0,2,1,45321.61,JOD
926234013-3,zaqra,0,1,2,0,40958.91,USD
841077398-8,A'zarqa,0,0,2,2,42853.33,USD
334172710-8,amman,1,0,2,0,27815.85,JOD
206253245-8,Zarqa,1,2,2,1,48907.31,USD
269919491-3,zaqra,1,1,0,2,12633.16,JOD
644200428-7,Capital City,2,1,2,2,30347.12,JOD
325972129-0,zaqra,2,0,1,0,45309.80,JOD
881194380-9,Amman,1,2,2,1,32670.69,JOD
018462396-0,Amman,0,1,0,2,51604.25,JOD
266609333-6,zaqra,0,1,1,1,38106.86,JOD
546959811-X,amman,2,0,1,0,17182.61,USD
763663637-9,Capital City,2,0,1,0,38497.42,USD
106775129-7,zaqra,0,2,1,2,22076.20,JOD
466743792-8,zaqra,0,1,1,1,15032.07,USD
784048114-0,Zarqa,0,2,2,2,45281.81,JOD
479729945-2,Zarqa,1,0,1,1,38638.57,JOD
691003405-8,Capital City,0,0,0,0,15169.85,JOD
099475305-5,Zarqa,1,1,1,0,25427.11,JOD
237660563-6,Zarqa,0,0,2,0,15340.92,USD
930314341-8,amman,0,2,0,2,45591.95,JOD
856626945-4,Capital City,1,0,2,1,40596.41,USD
284453610-7,Zarqa,2,0,0,2,18534.17,USD
510093753-X,A'zarqa,1,2,0,0,15296.48,USD
063610001-4,zaqra,2,2,1,2,32105.93,JOD
294615053-4,Zarqa,2,0,1,2,36841.86,JOD
137956756-4,Zarqa,1,2,0,0,49739.13,JOD
270716297-3,A'zarqa,0,0,0,1,38958.48,JOD
042247728-1,zaqra,1,0,2,1,25959.86,JOD
201609154-1,amman,2,0,0,2,49941.10,JOD
901836176-3,Zarqa,1,1,0,1,21877.88,JOD
866111411-X,zaqra,2,1,2,2,21372.85,USD
398858856-3,Amman,0,1,0,1,37572.98,USD
745534518-6,amman,0,0,2,1,28742.13,USD
249251283-5,Amman,0,0,2,0,15681.67,USD
442168527-5,A'zarqa,1,1,2,1,40949.68,USD
835293406-6,Capital City,0,2,1,1,41699.01,JOD
646793135-1,amman,2,1,2,2,24034.22,USD
130507093-3,Zarqa,0,2,1,2,50564.14,USD
275296098-0,Amman,1,2,2,0,38439.26,JOD
758162853-1,zaqra,2,0,0,0,32715.47,USD
885286179-3,Zarqa,1,1,0,0,52611.18,USD
375132245-0,Capital City,1,0,2,2,30585.25,JOD
073341137-1,Amman,0,2,2,1,17774.29,USD
440724699-5,Zarqa,1,1,1,0,24817.56,JOD
193065495-2,A'zarqa,0,2,2,2,45886.14,JOD
927134922-9,Capital City,0,1,0,1,15719.26,USD
825849909-2,zaqra,2,0,2,1,22417.54,JOD
150191461-8,Amman,2,2,2,1,23053.97,JOD
238555656-1,Amman,1,2,0,0,41323.88,USD
744401498-1,zaqra,0,0,0,1,51147.19,USD
013889937-1,A'zarqa,0,0,2,1,33082.20,JOD
176645940-4,amman,2,1,2,1,44566.78,USD
389687452-7,Zarqa,2,2,0,1,34949.69,USD
633369216-6,Capital City,1,2,2,1,22697.81,USD
319433379-8,Zarqa,0,1,2,1,32657.44,JOD
547137204-2,A'zarqa,0,0,2,2,49068.91,USD
217240776-3,amman,2,2,1,2,42268.90,USD
592160239-6,A'zarqa,0,0,0,0,13541.47,JOD
480217447-0,A'zarqa,0,1,0,2,39549.77,JOD
288196545-8,A'zarqa,2,2,0,1,23033.28,USD
350921549-4,Zarqa,1,1,2,0,51748.01,JOD
544660437-7,zaqra,1,1,2,1,46804.92,JOD
203163623-5,zaqra,2,1,1,2,49832.25,USD
509374033-0,Capital City,2,1,1,0,46593.99,USD
268010702-0,zaqra,1,2,1,0,38150.77,JOD
230385882-8,zaqra,1,0,0,2,49030.99,JOD
385207132-1,Amman,0,2,1,1,40961.45,JOD
690092307-0,Zarqa,2,1,2,0,34241.77,USD
049744084-9,Amman,1,0,0,0,16743.87,JOD
351170275-5,Capital City,2,2,1,2,44851.51,JOD
617769922-7,zaqra,2,2,0,0,26463.36,JOD
558548733-7,A'zarqa,0,0,0,0,14558.37,USD
941712121-9,A'zarqa,2,2,1,2,12989.80,JOD
644500062-2,amman,0,2,1,2,35095.77,USD
311442990-4,amman,2,0,0,2,21282.54,JOD
286760768-X,zaqra,1,0,2,1,27606.60,USD
871850511-2,A'zarqa,1,0,0,2,20853.40,USD
170690440-1,amman,1,2,1,2,40929.06,JOD
051675476-9,zaqra,1,0,0,0,26915.70,JOD
650412713-1,A'zarqa,2,2,2,2,19811.26,JOD
604490095-9,A'zarqa,1,2,0,1,28104.36,USD
461699488-9,Amman,1,1,2,1,24667.34,USD
548183108-2,zaqra,0,1,1,2,23566.01,USD
995944816-9,zaqra,0,2,2,2,15166.45,JOD
402605266-4,Zarqa,1,0,0,0,32841.08,JOD
011180948-7,Amman,0,1,2,2,19391.75,JOD
468587543-5,A'zarqa,2,0,2,0,16058.86,USD
259762220-7,A'zarqa,2,2,2,0,51525.04,USD
382976974-1,A'zarqa,1,0,2,1,39339.78,USD
230882037-3,Capital City,2,0,0,0,16339.11,JOD
163353817-6,amman,2,1,1,2,40854.87,USD
991495937-7,zaqra,1,2,0,0,17840.20,JOD
732705863-X,amman,2,0,0,2,16743.53,JOD
722862531-5,zaqra,1,0,0,0,33984.34,JOD
814263603-4,Amman,2,1,2,0,45802.81,JOD
398842061-1,Capital City,2,1,0,2,42961.96,JOD
456578669-9,Capital City,0,2,1,1,45501.76,USD
372101674-2,Zarqa,1,1,2,1,12644.67,JOD
922259939-X,Capital City,2,0,2,2,47637.62,JOD
223837771-9,A'zarqa,0,1,2,2,39467.62,USD
556824862-1,Zarqa,0,2,1,1,42411.89,USD
775339099-6,Capital City,1,2,0,2,33146.26,JOD
080874879-3,Zarqa,1,2,0,0,26966.82,JOD
881046909-7,Capital City,2,2,2,0,13918.03,USD
803596274-4,Zarqa,0,1,0,2,35875.56,USD
044931680-7,A'zarqa,1,1,1,0,25567.13,USD
031709204-9,A'zarqa,0,0,2,1,30479.58,USD
859127031-2,A'zarqa,2,0,2,1,33133.04,JOD
578888065-3,A'zarqa,2,1,0,1,48370.01,JOD
415927538-9,zaqra,2,2,0,2,49456.54,USD
493011157-9,Capital City,2,1,0,2,34916.40,USD
431931825-0,A'zarqa,0,1,1,0,42581.55,JOD
174275397-3,amman,1,2,1,0,34406.25,USD
170527255-X,zaqra,0,0,0,0,24529.43,USD
568414402-0,A'zarqa,0,1,0,1,45861.81,JOD
902861979-8,zaqra,1,1,0,2,34824.66,JOD
642763237-X,A'zarqa,0,1,2,0,19088.96,JOD
167227310-2,Amman,2,1,0,1,33269.96,USD
346887025-6,amman,0,2,1,1,26823.83,USD
829355889-X,Capital City,1,0,2,0,23385.51,USD
176053208-8,A'zarqa,1,0,1,1,26647.47,USD
740909980-1,amman,0,2,2,0,32546.49,USD
331058247-7,A'zarqa,0,0,2,0,38493.10,USD
503293121-7,Capital City,1,0,2,0,28940.53,USD
112237157-8,A'zarqa,1,2,1,2,30252.11,JOD
586710238-6,zaqra,2,2,0,2,49545.68,JOD
787196794-0,Zarqa,2,0,2,1,45124.39,USD
841013595-7,Capital City,2,0,0,1,40492.59,USD
706292290-0,A'zarqa,2,2,2,2,30215.93,USD
274463611-8,Amman,2,2,0,0,40044.09,JOD
200653868-3,Capital City,1,2,1,1,40941.36,JOD
759517912-2,Capital City,2,1,2,0,34383.16,USD
359220387-8,amman,2,2,2,2,22958.91,JOD
273192512-4,amman,1,0,2,0,33084.80,USD
199055792-9,zaqra,0,2,2,1,43978.58,JOD
565223634-5,Zarqa,0,2,2,0,23220.51,JOD
535250751-3,A'zarqa,1,1,0,1,17477.47,JOD
544249962-5,Amman,2,2,0,1,40110.90,USD
468088680-3,A'zarqa,0,2,2,2,42893.45,JOD
629049479-1,Amman,2,1,1,1,24866.18,USD
674763560-4,A'zarqa,1,1,1,0,51818.87,USD
496678689-4,Zarqa,1,2,0,2,39945.45,JOD
212086152-8,Zarqa,0,0,1,1,18259.72,USD
175005082-X,Capital City,2,1,2,2,50142.74,JOD
322614715-3,amman,0,2,2,2,31991.36,JOD
845306481-4,amman,0,1,1,2,22433.63,USD
748977089-0,Amman,1,0,0,2,13729.42,USD
397324955-5,Zarqa,1,1,2,2,23698.26,USD
914264608-1,Amman,1,1,1,2,42976.96,USD
655348131-8,Amman,2,1,0,1,19453.35,USD
031330277-4,zaqra,2,0,2,0,14473.17,JOD
467271930-8,A'zarqa,2,1,1,2,40768.08,USD
503685563-9,A'zarqa,0,1,1,1,18526.83,JOD
786213804-X,amman,2,1,1,0,12249.66,USD
388823815-3,Zarqa,2,0,2,2,36542.64,USD
325306372-0,A'zarqa,1,2,1,2,28653.34,JOD
205227026-4,,1,0,0,2,19170.06,USD
157109821-6,,1,1,0,2,35479.40,JOD
732653508-6,zaqra,1,2,0,2,12217.93,JOD
276003021-0,A'zarqa,0,1,1,2,44089.29,JOD
446555845-7,amman,1,1,2,2,20705.23,JOD
242650571-0,A'zarqa,1,2,2,0,26010.28,USD
385645235-4,Capital City,1,2,2,1,13551.34,JOD
342229069-9,A'zarqa,2,2,1,0,22452.53,USD
004486755-7,Capital City,1,1,0,1,19651.11,JOD
963886288-2,A'zarqa,1,2,1,0,26879.64,JOD
549629312-X,zaqra,1,1,2,2,41109.73,USD
973763076-9,A'zarqa,2,0,1,1,12874.94,JOD
685650489-6,A'zarqa,1,0,2,0,17837.28,JOD
309101696-X,amman,2,2,0,1,18267.53,JOD
741968799-4,Capital City,0,0,0,0,24249.01,USD
077165631-9,Amman,0,1,1,2,34917.13,JOD
528139163-1,,0,2,2,1,43086.96,JOD
017177723-9,Amman,2,0,0,1,46492.76,USD
325449015-0,A'zarqa,0,0,0,2,35130.15,USD
780393799-3,Capital City,1,1,2,2,14451.13,USD
731787001-3,zaqra,0,0,0,2,29986.23,JOD
796918391-3,Zarqa,1,1,0,1,31849.29,USD
282499163-1,A'zarqa,0,0,2,2,33180.14,JOD
032485072-7,A'zarqa,0,2,1,1,21420.86,USD
018131395-2,Capital City,2,2,2,2,16512.96,JOD
613577798-X,Zarqa,2,1,1,2,15461.94,JOD
009591991-0,amman,2,2,0,0,42989.23,USD
591800194-8,amman,1,1,2,1,21582.50,USD
201864562-5,Capital City,2,2,0,2,36684.44,JOD
594110373-5,Capital City,1,2,0,2,25547.15,USD
190540097-7,Amman,2,0,1,1,30163.76,USD
196113249-4,zaqra,1,1,0,2,40698.36,USD
094225904-1,Amman,0,0,2,1,27539.91,JOD
819686826-X,amman,2,1,2,2,46357.36,USD
552154411-9,zaqra,1,0,1,2,44683.67,JOD
833853255-X,zaqra,0,0,0,1,27829.08,JOD
297320254-X,Zarqa,0,0,2,2,40884.29,USD
054186387-8,Amman,2,0,1,1,34653.32,JOD
944396411-2,Zarqa,0,1,0,1,15810.51,JOD
437783802-4,Zarqa,1,1,0,0,27148.02,JOD
655493767-6,Capital City,1,1,2,2,31535.05,JOD
266408803-3,zaqra,0,1,0,1,13857.79,JOD
071270692-5,Amman,2,0,0,1,16949.60,JOD
861497721-2,Zarqa,0,0,0,1,25822.74,USD
968544976-7,amman,0,0,1,0,39621.03,JOD
515293259-8,A'zarqa,1,1,0,2,18528.16,USD
409065194-8,amman,2,1,2,1,42264.19,USD
820139808-4,Zarqa,0,0,1,2,29228.63,USD
287265140-3,Amman,2,1,0,1,47953.47,JOD
132848056-9,Capital City,1,1,2,1,38694.82,JOD
523308797-9,amman,1,0,0,1,46879.87,JOD
227438649-8,A'zarqa,0,0,2,0,42069.11,JOD
888495899-7,Amman,1,1,2,0,14481.69,USD
600287851-3,Amman,1,2,2,0,45927.74,JOD
673495055-7,A'zarqa,0,1,0,0,15561.97,JOD
458233297-8,Amman,2,0,1,2,30281.67,USD
832824694-5,Amman,1,0,2,2,35392.05,USD
902078586-9,A'zarqa,1,1,1,0,17533.46,JOD
662429390-X,zaqra,2,2,0,0,47810.05,JOD
138291556-X,A'zarqa,0,0,1,0,20681.06,USD
949250888-5,Amman,1,2,1,2,51513.02,USD
185125213-4,Zarqa,0,1,0,2,34294.63,USD
449519344-9,zaqra,0,1,2,0,42934.52,USD
925405297-3,Zarqa,1,2,1,2,22530.74,USD
800487060-0,amman,0,2,2,1,47265.95,USD
398723198-X,amman,2,2,2,0,42082.26,JOD
243412570-0,Amman,0,0,2,2,19853.95,JOD
660162682-1,Capital City,0,2,0,0,25873.74,JOD
327768111-4,Zarqa,1,2,2,0,41654.95,USD
963043477-6,Amman,2,2,0,1,32809.22,JOD
193928239-X,Amman,0,2,0,2,25985.69,JOD
303421822-2,amman,2,0,1,2,51003.90,USD
923149197-0,A'zarqa,1,0,1,1,35700.09,USD
649325098-6,Capital City,2,0,1,2,29914.82,USD
426790208-9,A'zarqa,1,1,0,0,32272.98,JOD
408569250-X,,0,1,1,1,14716.80,JOD
340952162-3,zaqra,1,1,1,0,22490.96,USD
506078385-5,amman,1,0,0,1,24156.37,USD
099800270-4,A'zarqa,2,2,1,2,33811.54,USD
582197891-2,zaqra,2,2,2,0,32967.32,USD
441615189-6,zaqra,1,2,0,1,50819.85,USD
334529310-2,amman,2,1,0,0,37022.50,JOD
535849269-0,zaqra,1,0,1,0,40971.55,USD
635674886-9,Amman,2,2,1,2,31055.51,JOD
982927536-1,Zarqa,2,2,1,1,28382.37,USD
035244496-7,,2,1,2,2,31313.87,USD
628519142-5,Amman,0,2,1,2,41495.16,JOD
007000121-9,Capital City,1,1,0,2,43975.97,JOD
586542312-6,Capital City,2,2,2,0,22843.93,JOD
493592158-7,Zarqa,0,1,2,0,31838.73,USD
980103769-5,amman,0,1,1,1,46288.56,JOD
149488779-7,Amman,2,1,1,2,47220.01,JOD
775936857-7,A'zarqa,1,2,1,0,42501.73,USD
545505157-1,Capital City,0,0,1,1,41420.20,USD
324623211-3,Zarqa,2,0,0,2,42861.91,JOD
591472117-2,Capital City,0,0,1,2,33308.93,USD
368591899-0,Capital City,1,2,0,0,40153.54,JOD
357598574-X,Amman,0,1,1,1,44329.49,JOD
669087950-X,Zarqa,0,2,1,0,38270.87,USD
473567888-3,A'zarqa,1,0,0,0,41065.45,JOD
694250137-9,Zarqa,2,1,1,0,45668.24,USD
902522528-4,Amman,2,0,0,1,18507.03,USD
240000100-6,Capital City,2,2,0,2,39198.05,USD
947821824-7,Capital City,1,1,2,2,34994.43,USD
134816954-0,amman,1,0,2,1,22812.07,JOD
053341602-7,,2,0,0,0,17803.01,JOD
864931561-5,Amman,0,1,1,1,27756.63,USD
613691017-9,amman,1,1,2,0,33699.55,JOD
242511386-X,Zarqa,1,2,2,2,41060.43,USD
787192326-9,A'zarqa,1,2,2,0,23257.84,JOD
645540028-3,Capital City,0,0,1,0,39207.00,JOD
591121944-1,Capital City,0,2,0,1,15690.94,USD
341349575-5,Amman,1,2,1,0,35320.88,USD
424198846-6,Zarqa,2,1,2,2,51659.02,USD
381830827-6,A'zarqa,0,0,1,2,20841.96,JOD
722152763-6,A'zarqa,1,2,0,0,24756.05,JOD
302880634-7,amman,0,1,2,1,48267.45,JOD
083260322-8,Amman,0,2,2,0,41302.88,USD
561655117-1,,2,0,0,2,27204.48,JOD
476964401-9,A'zarqa,0,0,0,1,22061.58,USD
552904264-3,Capital City,0,1,2,0,18500.27,JOD
782016498-0,amman,2,0,2,2,17808.38,USD
573151054-7,A'zarqa,0,1,1,0,23035.14,JOD
583177679-4,A'zarqa,0,0,1,2,43880.45,USD
455453977-6,Zarqa,0,0,1,2,33176.75,JOD
845056038-1,Zarqa,2,1,0,1,45872.51,USD
851338910-2,amman,2,1,2,0,19719.09,JOD
244409546-4,amman,2,2,2,1,20664.15,JOD
535257397-4,Amman,2,1,2,0,12821.89,USD
680730572-9,amman,1,2,0,0,25340.13,JOD
624876432-8,Capital City,2,0,2,2,44969.22,JOD
203454703-9,A'zarqa,1,2,1,1,30985.48,USD
885087835-4,zaqra,0,1,0,1,23746.99,USD
845982122-6,amman,0,1,2,1,33446.43,JOD
426112488-2,Zarqa,1,0,1,0,38104.34,JOD
491073397-3,Zarqa,2,2,2,0,26663.22,JOD
932447024-8,Amman,2,2,0,0,35767.67,JOD
572800151-3,Amman,1,0,0,0,50243.72,USD
309549212-X,amman,0,0,2,2,30061.81,USD
461111539-9,,0,1,1,2,34058.18,USD
946034322-8,Zarqa,2,0,2,0,42405.66,USD
798382747-4,Zarqa,2,2,0,0,29054.05,USD
487117089-6,Capital City,1,2,0,0,14902.45,JOD
590868200-4,Capital City,0,2,1,1,48719.74,USD
840558044-1,zaqra,1,1,2,0,24376.35,USD
217553349-2,Amman,2,2,1,2,33221.34,USD
327674516-X,Amman,1,2,2,0,17901.58,JOD
147801455-5,Zarqa,2,1,0,1,27350.73,JOD
888990492-5,Capital City,2,0,0,2,30641.58,JOD
037710478-7,zaqra,2,1,2,1,41003.34,JOD
